Иаабац аҵарауаҩ: хҟьашк, ҭынчк, абласаркьа иԥынҵа иахажьуп – ажәакала, зегь рыла иҿырԥшыгоу, пату зқәу, зыԥҳәыс дзымԥсахуа, зҭаацәара бзиоу, апатриот иаша.	Типичный ученый: в очках, лысый, спокойный — одним словом, воплощенная порядочность и уважительность, верный супруг и хороший семьянин, примерный гражданин и патриот.
Михаил, михаил ҭемыр-иԥа (ани, нонопелис зылаԥш адзырхалаз) убас иҭаххеит: иахьатәи реилатәара адәахьы, ажәҩан аҵаҟа имҩаԥыргарц.	Михаил, михаил темурович (тот, который созерцал нонопелис) так пожелал: чтобы в тот день заседание провели под открытым небом.
Аишәа еиҵҳәа пекани, змахәҭақәа еилаԥаҭаз апальмақәеи рышәшьыраҿ игылан.	Длинный стол был установлен в ажурной тени пекана и спутавшихся пальмовых крон.
Уи бзиа ибон аботаникатә баҳча иҵаз, амра ашәахәақәа згәылԥхоз ахьшәашәара, амшынынтә иасуази ара иҵысуази аԥшақәа рнапқәа еибаркны, кәакьҭак аанмыжькәа иахьеимырдоз.	Он любил зеленую прохладу ботанического, пронизанного солнцем и сине-зелеными морскими и садовыми ветерками, в обнимку шнырявшими по его закоулкам.
Ачаи днаҿыхәеит.	Он отпил чай.
Агьама инырит.	Прочувствовал его вкус.
Аиаша уҭахызар, иара ачаи ашьақар амҭакәа ижәуан, аха уи аҽны мҳаҵәк абжа алеиԥсеит.	Вообще-то он предпочитал чай без сахара, но в тот день положил себе пол-ложки.
Ашьақар кубантәи иааргаз акәын.	Сахар был кубинский.
Уатәи аҵиаа иалырхыз.	Тростниковый.
Иҟәашын, уаҳа наҭахымкәа иҟәашын.	Белый, белее белого.
Уи азыҳәан акәзар ҟалап ашьақар заиҭазгьы ичаи – кубантәи иахьааргаз.	Может, потому и положил, что сахар — с кубы.
Уи машәыршақә иҟамлеит.	Была на то причина.
Ачаи даҿыхәо, абаҳчеи ажәахәи дырзыӡырҩуа дтәан.	Он пил чай и слушал сад и докладчика.
Аҵаа зычҳауа «алимон гәыԥ» ахаҭарнак ицәажәара аныхиркәша, ҭынчрахеит, даҽакала иуҳәозар, абаҳча заҵәык акәын зыбжьы гоз.	Когда сотрудник морозоустойчивой «лимонной группы» закончил, наступила тишина, то есть слышны были лишь голоса сада.
Минуҭк цеит, ҩ-минуҭк.	Прошла минута-другая.
Зегьы, ииҳәозеишь ҳәа, иара изыԥшын.	Все смотрели на него.
– зегь шьахәын, ҳаҭыр зқәу… аха иазгәасымҭар ауам, абри шәара шәыхшыҩҵакқәа шәыҽрылахаланы ҳаԥхьа ианцәырыжәгоз аамҭазы, абни аҵлаҿы, абни амахәҭаҿы, абни ардәына рбаӷь хынтә ардәына рцына иақәԥеит…	— все было хорошо, уважаемый... но я не могу не отметить, что в то время, пока вы развивали свое научное рассуждение, вон на том дереве, вон на той, левой ветке вон тот дрозд трижды налетел на дроздиху... и все три раза успешно.
ахынтәыкгьы лыҵшәа бзиала… уи моу, зны-зынлагьы ирылыппыз рхәы ҳара иҳақәыԥсон, аиаша шәҭахызар, ҳаҭыр зқәу аҩызцәа…	Так что иногда нам на голову летел их пух, между прочим, уважаемые коллеги...
иажәақәа аԥша, уаҩ иимбац ҵиаак ажәлеиԥш, иԥсаҟьаны абаҳча иахьнагӡеит.	и ветерок разметал его слова по саду, как семена диковинного растения.
Убасҟан, иара абаҳча аҟнеиԥш, хыхьгьы џьара ажәҩан аҵан игазшәа, аизараҿы итәаз рыччабжь дыдраҵас аҳауа иналҟьеит.	И в ту же минуту, словно не только в саду, но и где-то там, высоко в небесах, грянул смех членов ученого совета и приглашенных гостей.
Пекани апальмақәеи рышәшьыраҿ итәаз рахьынтә аҳәса злеиҳаз ала, урҭ араӡын еиԥшыз рыччабжь акәын еиҳа иуаҳауаз, ахацәа рыччабжь аҵанарӡуан.	И поскольку большинство сидевших в тени пекана и пальм были женщины, серебристый женский смех преобладал, приятно возбуждал и покрывал хохот мужчин.
Иҟалап, уи зыхҟьоз дара ахьеиҳаз акәымкәаны, даҽа мзызк акәзаргьы.	Хотя причиной тому было, наверное, не только их численное превосходство.
Усҟантәи маи азы иччоз рахьынтә аӡә лыбжьы еиҳа ирыликаауа иаҳауан.	В том мае его слух хорошо различал среди других звонкий смех одной из них.
Аиашазы, уи акыркырҳәа лыччабжь убас мчы џьашьахәык аҵан, егьырҭ зегьы ишынеибакәу ириааиуан, акыр ираԥнагон.	Воистину для него магическая сила ее звонкого смеха намного превосходила объединенную энергию смеха всех остальных.
Ари аччабжь злакҭа џьбараз аԥҳәыс илтәын.	Этот смех принадлежал женщине со смелым взором.
«лабацәа брагьцәазар акәхарын», – длызхәыцлахьан уи уаанӡагьы.	«предок ее наверняка был разбойник», — думал он о ней и раньше.
Ааи-ааи, иара убасҵәҟа иҟан: дагьыџьбаран, дагьҟәымшәышәын зқәыԥшра маҷк инахыҳәҳәахьаз ари аԥҳәыс ԥшӡа (уаҳа иуҳәаран иҟоуи, шәара шәхаҭа иацышәҵа иацҵатәу).	Да-да, так оно и было: агрессивно-нежной и нежно-агрессивной была эта красавица бальзаковского возраста (ну, что еще добавить, остальное представьте сами).
Агәырӷьа-ччара анааихсыӷь, зегьы еицгәарҭеит пекангьы, аҽырбаба уи амахәҭа иқәтәаз ардәынагьы.	Когда веселье приутихло, все заметили и ветку пекана, и взъерошенного дрозда, сидящего на ней.
Ажәакала, иара данцәажәа ашьҭахь ауп даргьы абаҳча иҵаз абжьқәа анраҳаз, иаалырҟьаны рхәыҷра аамҭазтәи арадио аҿаркызшәа.	Короче, только после этих слов все услышали голоса сада, словно кто-то вдруг включил старое радио детства.
Пекан, аԥаҵа иҵаччо, абӷьқәа рыла ицәажәон.	Пекан иронически шумел листвой.
Убри аҽны ақалақьаҿ ҭыԥк ыҟамызт, еимгеимцарак ыҟамызт агәырҩацәгьа иканаԥсаз лаӷырӡашак азыҳәан.	В тот день в городе не существовало ни одного местечка, ни одной секунды времени ни для одной слезинки горя.
Ааи, аботаникатә баҳчаҿы араукариа ашәҭымҭаз акәын ари аныҟалаз.	Да, это было как раз время цветения араукарии в ботаническом саду.
Ирацәаҩны, ирацәаҩӡаны макьана ирмаҳаӡацызт нонопелис аӡбахә, ирмаҳаӡацызт џьжон фицџьеральд кеннеди ицгәы аӡбахә… амала, иара ихаҭагьы имаҳаӡацызт уи ацгәы аӡбахә, избанзар, ааигәаӡоуп, еҵәала ирыԥхыз аҟәа ажәҩан амаӡа рыбз ҟаԥшь хәыҷқәа рыла ианахьысыз уи ацгәы абду абдуи анду андуи ркьибжьы.	И многие, просто множество людей ничего еще не знали ни о нонопелисе, ни о коте джона фицджеральда кеннеди... впрочем, тогда и сам он ничегошеньки не знал об этом коте, так как в то время только жалобный писк дальних предков последнего (бабушек и прабабушек) касался розовым язычком тайны сухумского неба, празднично усыпанного звездами.
Уи адагьы – макьана инаимыгӡацызт иҭҵаарадырратә усумҭа, шықәсқәак рышьҭахь «ардәына – ишәаҳәо аҵыс» ҳәа ахьӡҵаны иҭижьыз.	И еще — пока не завершен был научный труд, который он позже издал отдельной книгой и назвал «дрозд — птица певчая».
Уи адагьы...	И еще...
ихадоу: макьана аԥсны иҵысраны иҟаз аибашьра акыр ихаран, егьааигәан: жәашықәсақәеи секундқәаки ракәын иабжьаз...	самое главное: еще так далеко было до войны в абхазии — и рукой подать: всего несколько десятилетий и несколько секунд...
Уи џырла еибаркыз абаҩ шьҭа изырӷәӷәашаз абруқәа ԥшаашьа рымамызт, зеиӷьаҟам абруқәа рзы еиҵахара шыҟамызгьы.	Его гигантский стальной каркас уже невозможно было стянуть никакими специальными, со всем тщанием выточенными болтами, несмотря на украшающие их пятиугольные символы знака качества.
Бџьарла еиқәныхыз ар рпарадқәагьы шьҭа егьрылшомызт…	Ни пышными военными парадами…
ҭоубагьы, ақәыргәыӷрагьы, аматанеирагьы – зегь башан…	ни клятвами—убеждениями—обещаниями…
кгбгьы ирчақьуаз лҵшәадан…	ни закулисными усилиями кгб…
уи анахыс ахылаӷьара иҭалеит... вавилон ҿыц ҵыкәкәеит, иҵшәааит.	и пошло-поехало... подтопило фундамент нового вавилона.
Иҟақәан ус зҳәозгьы: егьырҭ зегь ҳарҟәаҵып, ссср хымбгалар ауамызт, избанзар, егьзхарамыз асабицәа – алеқсеи романови иаҳәшьцәеи – ршьа цқьа шьаҭас иаман.	Я хорошо помню, как некоторые утверждали, что, если оставить в стороне все остальное, ссср должен был рухнуть по той простой причине, что построен был на крови невинных детей: алексея романова и его сестер.
Уи азы иахьауажәраанӡа ирҳәахьоу рацәоуп, ҳаԥхьаҟагьы еиҳа рҳәараны иҟоуп.	Об этом и о другом подобном многое было говорено в недалеком прошлом.
Зыжәҩа ҭҟьаны иҟьалаз геник, «ҳепоха аламыси аҳаҭыри» ҳәа ззиҳәаз акоммунисттә партиа ареспубликақәа реиҳабацәа амнахуан, ианаҭон, иара убасгьы – автономиатә республикақәа рҿгьы.	Коммунистическая партия, которую один заблудившийся гений назвал «честью и совестью нашей эпохи», назначала и освобождала руководителей союзных социалистических республик, а также руководителей автономных советских социалистических республик.
Ҳәарада, аԥсынгьы ҽакала изыҟаломызт.	Разумеется, и абхазия не была исключением.
Аха дыҟан егьырҭ иузрыламҵоз аӡәы: михаил бӷажәба, михаил ҭемыр-иԥа.	Но среди них один был особенным: михаил бгажба, михаил темурович.
Бӷажәба хрушьчов ихаан акәын аԥсны данахагылаз, иусурагьы усҟантәи аамҭа иақәшәо имҩаԥысуан.	Деятельность бгажба проходила в период правления хрущёва и, частично, определялась духом времени.
Аха егьырҭ ареспубликақәа реиҳабыра рцәа иҭыҵуазгьы, акала иеиԥшхарц ссср ахада, бӷажәба урҭқәа зегьы хьаас имаӡамызт, уи иара ихазы иаԥиҵаз, бжеиҳараҩык ирзеилымкаауаз аԥҟарақәа рыла акәын ихы шымҩаԥигоз.	Но если другие руководители так или иначе, со скрупулезной партийно-дисциплинарной педантичностью старались хоть прибли-зительно соответствовать образу, согласующемуся с образом тогдашнего лидера, бгажба даже и не пытался делать этого: жил он по своим, совершенно непонятным многим, правилам.
Хрушьчов иеиԥш, иаргьы сталин ихааныз илаҽыз аҟазшьа бааԥсқәа дахьҿарҳәоз рацәан, аха убри аамҭазы, ухаҿы ишузаамгогьы, уи иаԥиҵеит, еиҳа аекзотика ԥшра змаз, анапхгаҩы ихатә хаҿсахьа.	Он, как и хрущёв, не был полностью свободен от многих сковывающих его натуру качеств, свойственных стальному сталинскому периоду; в то же время, как бы благодаря каким-то непостижимым законам природы, он создавал свой собственный — явно экзотически-пикантный — образ руководителя.
Абри аус аҿы ҵыргәа изнауан иара аамҭа ахаҭагьы.	В этом деле равноправно и по-партнерски, успешно и гармонично действовало вместе с ним и само время.
Ҳәарада, уи ҟалашьа амаӡамызт, бӷажәба ихаҭа аҟыбаҩ ҷыда иламызҭгьы.	Достичь такого партнерства мог только незаурядный, по-своему талантливый человек.
Аиашазы, аҭоурых аҿы убас иҟалалоит, аамҭеи иара иақәнаго ауаҩи анеиқәшәо.	Иногда, как по предопределению, встречаются друг с другом какой-то особый отрезок времени и точно предназначенный для него человек.
Убас иҟалеит xx ашәышықәса аҩбатәи азыбжа алагамҭеи бӷажәбеи.	Вот такими и были абхазия второй половины хх века и бгажба.
Михаил бӷажәба.	Михаил бгажба.
Михаил ҭемыр-иԥа.	Михаил темурович.
Михаил темурович – абас даанхеит уи ауаа ргәалашәараҿы.	Всегда так — михаил темурович — обращались к нему.
Дыздыруазгьы, дыззымдыруазгьы, иахьанӡа зыԥсы ҭаны иаанхаз аӡәык-ҩыџьак, аарцәы аасҭа нарцәы ирацәоу зҩыза-зықәла абас иԥхьон: михалтимурович (иаб ихьӡ иара ихьӡ иалашьыхны).	И только под этим именем, его собственным и отцовским, слитно («михалтемурович»), вспоминают его и сейчас те, кто знал его лично, которых осталось в живых всего несколько человек, или те, у которых уже больше знакомых на том свете, чем на этом.
Асоветтә ҳәынҭқарра иахьынӡаҟаз ишаҟазшьаз еиԥш, аурыстә аԥсынгьы анапхгара рҿы ахархәара аман.	Вообще русское «-вич», как и на всем советском бюрократическом пространстве, было принято и в руководящих учреждениях абхазии.
Аиҳабацәа ирҿырҵаауан даҽакгьы: аныҳәаҿақәа рҳәашьа.	Так сказать, «росли».
Абас «еизҳауан» урҭ – раԥхьаҟа амаҵура дуқәа раҭәашьахарц азыҳәан.	Все это и еще многое другое было необходимо для достижения «больших и теплых» кресел.
Иазыҟарҵон, аибашьразы агәыԥ ҷыда шазыҟарҵо еиԥш: уаҵәтәи рԥеиԥш ижәыланы иртәыртәыр акәын.	Их натаскивали, как спецназовцев; они должны были взять в заложники будущее, быстро и без «промахов».
Ссср, 60-тәи ашықәсқәа ралагамҭазы еиҵагылеит, ирласгьы ирызҳауа иалагеит еинышәашьа змамыз, еиҿагылоз аҭахрақәа еимдырххоз абиԥара ҿыц.	В ссср конца 60-х, в период расцвета советской идиллии коммунистического капитализма, на горизонте возникло и начало быстро расти новое поколение, раздираемое взаимоисключающими стремлениями.
Ганкахьала, урҭ аромантикатә идеал лашақәа рыман, даҽа ганкахьала – акомфортгьы иашьҭан.	Поколение мечтателей и прагматиков, то же самое: лирики-романтики и люди комфорта...
Убри аамҭазы егьырҭ дрыламҩашьо, ихазу аҭыԥ ааникылон аԥсны анапхгаҩы – михаил темурович бӷажәба.	и в это время совсем другим, звучащим совершенно иначе было имя одного человека в абхазии, имя, отчество и фамилия: михаил темурович бгажба.
Уамашәа иубаша: сара сзықәшәаны уи иӡбахә аацәырызгоз зегьы рхы-рыҿқәа лашон, ихьӡгьы ашәа хаак еиԥш акәын ишырҳәоз.	По имени-отчеству, на «-вич»; но все, от кого бы ни слышал я «михаил темурович», разворачивали эти два слова с какой-то особой мелодичностью, и почему-то лица у них светлели.
Уи бзианы дыздыруаз зегьы рзыҳәан «михаил темурович» ажәакны акәын ишырҳәаз: «михалтимурович».	Для тех, кто хорошо знал его, это «михалтемурович» звучало всегда как одно слово.
Насгьы, уи ус баша хьӡымызт.	И не просто как имя.
Саргьы уажә сҽазԥысшәоит, михалтимурович ҳәа изысҳәарц, уи ихьӡ иҩызцәа ишырҳәоз еиԥш аҳәара, ақырҭқәа ишырҳәало еиԥш акәымкәан: михеил, михо, миха, мамзаргьы миша.	Вот и я попытаюсь называть его в этой книге михалтемурович — как именем уникальным, единственным в своем роде — и повторять его с интонацией, услышанной от его друзей и близких, а не привычно для грузин: батоно михеил, михо, миха или вообще миша.
Уи адагьы уи дызлаҟақәаз рацәан…	И еще — был он и многим другим...
ауаатәыҩса зегьы: америкаа роума, аурысцәа роума, нигериаа роума, азиа маҷ иқәынхо роума злахәыз… адунеитә револиуциа аума, аеволиуциа аума – гагарин итәы «ҳдәықәлеит!», армстронг амза аԥхьатәи ишьаҿақәа,– абарҭқәа зегьы иаргьы итәын.	гагаринское «поехали!» и первые шаги армстронга на луне вместе со всем человечеством: с американцами или русскими, нигерийцами или жителями малой азии... с мировой эволюцией или революцией вместе — все это принадлежало и ему.
Зегь раԥхьаӡагьы иара итәызар акәхарын, избанзар, ауаҩра зцәыӡыз аамҭа егьырҭ агалактикақәа рҿы ауаҩ ианишьҭаз, иара ари адгьыл аҿы диԥшаауан ауаҩы, дагьиеиҷаҳаны дизныҟәон (мап, сара уи иныҳәаҿа акәӡам исҳәо).	И наверное, прежде всего принадлежало ему, потому что, когда эпоха, позабывшая о феномене человечности, искала человека в других галактиках, он находил его на земле и обращался с ним бережно (нет, это не тост в его честь).
Ажәеи ажәеи еихҳәаало, гагарини иареи еибадыруан, армстронггьы дидыруан, аԥаҭхь азна аҩы еицыржәхьан.	Между прочим, и гагарина он знал лично, и армстронга; с обоими пил вино из рога на брудершафт.
Иахьа аусурҭақәа ирышьҭаны адунеи иакәшо сыуаажәлар рзыҳәан америкаҟа авиза кырӡа еиҳаны ианаҵанакуа, ажәытәтәии аҿатәтәии америкатә поезиа аасҭа – сара сқәыԥшра сгәалашәоит, сҩызцәеи сареи ҳаҽкынҵа америкатә поетцәа ражәеинраалақәа ҳанрышьҭаз, гәахәара дула ҳанрыԥхьоз.	Так что (тоже между прочим) сегодня, когда для моих соотечественников, что разбрелись по планете в поисках работы, американская виза намного больше значит, чем вся старая и новая американская поэзия, мне вспоминаются годы моей молодости, когда мы с друзьями разыскивали чуть ли не запрещенные стихи американских поэтов (и не только их) и зачитывались ими.
Харантәи адыргақәа ҳзаанашьҭуан уи – америка!	Она посылала нам далекие сигналы — америка!
Сара сабиԥара ирзаанашьҭуан адыргақәа: виетнам ала, хиросимеи нагасаки рыла, 1945 шықәсазы атомтә бомбақәа анрықәрыжь ашьҭахь еиҳа иамерикатә қалақьқәахаз, иапониатә аасҭа; убасгьы карибтәи акризис ала, ахатәы музыкеи агамбургери рыла, апрезидент кеннеди ила…	Посылала сигналы моему поколению: своим вьетнамом, хиросимой и нагасаки, которые после атомной бомбежки 1945 года стали больше американскими, чем японскими; также карибским кризисом, своей музыкой, гамбургерами, президентом кеннеди...
америка ҳазыԥшын – акоммунисттә пропаганда ацасҳәа.	и ожидали мы америку — назло коммунистической пропаганде.
Америка аԥсны раԥхьатәи ашьаҿа ҟанаҵеит аконцерн «пепси-кола» иатәыз азауад аартрала.	Одним из первых шагов америки в коммунистической абхазии было появление предприятия концерна «пепси-кола».
Аконцерн дыргылеит гәылрыԥшь араион.	Концерн построил его в гульрипшском районе.
Аҟәа ақалақь америкауаа ҷыдала пату рықәнаҵар аҭахын, иара ахьӡала иҭыҵлар «пепси-кола».	Американцам хотел оказать гостеприимство город сухуми, чтобы продукция концерна выпускалась под его эгидой и от его имени.
Гәылрыԥшьаа уи ргәы иалан: аҟәаа ламысдарала ирызныҟәеит ҳәа ирыԥхьаӡон.	Помню, как тогда гульрипшцы злились на сухумцев: это, мол, бессовестная несправедливость (не просто «несправедливость», а именно «бессовестная несправедливость»).
Убасҟан михаил темурович ус иҳәеит:	И сказал тогда михаил темурович:
– «пепси-кола» гәылрыԥшьаа иртәуп, рраион аҿы иҟоу ахагацәа рыҩны шыртәу еиԥш.	— «пепси-кола» принадлежит гульрипшцам так же, как и психиатрическая больница, построенная там.
«пепси» ҳара ианаҳтәха, ахагацәа рыҩнгьы аҟәа ахьӡ ала иҭаҩтәуп.	Если же «пепси» — наша, то и психушка должна быть оформлена на сухуми.
Ари заҳаз аҟәаа рҽеиқәыркит.	Тут сухумцы и приутихли.
Абас ала «пепси» гәылрыԥшьаа иртәны иаанхеит.	Так и осталась американская «пепси» гульрипшской.
Ашьҭахь усгьы нациҵеит:	А он добавил потом:
– иҟоу уи ауп, «пепси» америка агьама амоуп.	— между прочим, у «пепси» вкус америки.
Абас америка агьама аԥсны иалаҵәо иалагеит.	Так вкус америки входил в абхазию.
– америка, аҩызцәа, ӷәӷәала ԥхьаҟа ицаз асовет ҳәынҭқарра ауп, уаҳа акагьы.	— америка, ребята, — это сильно развитый советский союз и ничего больше.
– баша америка шәазымԥшын… сара уи закәу ҳәа акгьы сзеилымкааит, иахьыҟаҵәҟоугьы сыздырам… зны-зынла убасшәа сгәы иаанагоит, америка аиашазы америка иҟоушәа…	— не ждите америки... я там ничего не понял о ней, даже о том, где она находится... так, иной раз мне кажется, что америка иногда действительно в америке...
иахьеиԥш исгәалашәоит уи амш.	помню этот момент прямо-таки фотографически.
Аишәа ҳахатәан – ҳара астудентцәеи иареи, саб иқәлаз ахаҵа.	Мы сидели за столом — студенты и он, мужчина в возрасте моего отца.
Адеса ҩы зҭаԥхоз аҵәца икын.	В руке его был стакан с вином из изабеллы.
Адеса иқыҭа гәакьа гәыԥ ирҭааз акәын.	Изабелла была собрана и выжата в его родном селе, в маленьком абхазском селе гуп (очамчирский район).
Ааи, уи гәыԥ диит, аха уеизгьы михаил темурович д-аҟәатәин ихы инаркны ишьапаҟынӡа.	Да, он родился в гупе, но все-таки михаил темурович был сухумцем, от макушки до пят.
Ари ақалақь аҿы ауп иахьымҩаԥысыз иреиҳаӡоу амистериа, мамзаргьы, иара иҳәашьала, иԥсы ианаҟәатәиха.	В этом городе была осуществлена, как он сам говорил, величайшая мистерия, или, добавлял он, сухумизация его души.
Исзеиҭарҳәон: аҟәа, қарҭ, москва, сҭампыл, шәача, санкт-петербург, нальчик, афина… уа сҽааныскылоит.	Рассказывали мне: в сухуми, тбилиси, москве, стамбуле, сочи, санкт-петербурге, в нальчике, в афинах... не буду перечислять дальше.
Сгәы иалоуп, михаил темурович цқьа дахьузымдыруаз.	И как плохо, что ты не знал хорошо михаила темуровича.
Цқьа дудыруазҭгьы, и-библиагьы удыруан».	Если бы ты знал его хорошо, тогда знал бы и его библию».
Саргьы сшьҭалеит и-библиа аԥшаара.	И я начал поиски его библии.
Егьеилыскааит: уи и-библиа еилкаашьа сзаҭомызт, и-ҟәаран сзымдыруазҭгьы, ибуддизма, кришна изку иашәақәа, иара ихатә псаломқәа…	И понял, что я не постиг бы его библии, если бы не знал его корана, его буддизма, его песнопений о кришне, его собственных псалмов...
Ҳара адунеи убасҟак абзиарақәа адаагалоит: асацив,	Все должны знать о нем. и вообще, не пойму, что происходит.
аџьыка, ачашә, аиларџь, ачача, аҩы шкәакәа, аҩы ҟаԥшь, – арахь адунеи абарҭқәа ртәы акгьы аздырӡом.	Мы предлагаем миру столько хорошего: сациви, аджику, хачапури, эларджи, чачу, белое и красное вино, — а мир ничего не знает об этом.
Уи џьаумшьаӡои?	Тебя это не удивляет?
Иумдыруеи, михаил темурович дзакәыз… уи…»	Ведь ты же знаешь, кем он был — михаил темурович... он был...»
нас дахәыцын, деиҭаахәыцын, ҿымҭ даагылеит… дзусҭадаз уи – михаил темурович?	и потом он задумался, задумался и умолк.
Иҟалап, шәи ҩажәыжәабаҩтәи сыԥшааны иӡбахә анцәырига, сара хьаҳәа-ԥаҳәарада агәра згеит: аамҭа анца, михаил темурович аҟәатәи афольклор, амифқәа рфырхаҵа хаданы дҟалеит… сылақәа нхызҩар, саԥхьа даацәырҵуеит: кафек ма ресторанк аҟны, иҩызцәа дрылатәаны… ишьҭахь – аҟәатәи абаӷәаза амшын иӡхыԥсалоу аӷба шкәакәақәа… ԥхынроуп, амра кашуеит, зегь рыла ишоуразароуп, аха ара иҟәандароуп – амшын ахьынтә аԥшархь суеит…	когда, наверное, уже сто тридцатый меня разыскал и завел разговор о нем, я окончательно убедился, что михаил темурович с течением времени стал главным героем сухумского фольклора, главным персонажем сухумских мифов... я закрываю глаза и вижу его и сейчас: в одной ли из кофеен, или в каком-либо ресторане, или в кафе, сидящим в кругу друзей... за спиной его — морская гладь сухумского порта, усыпанная белыми кораблями... лето, солнечный день, вроде бы должно быть жарко, но здесь прохладно — веет с черного моря...
убасҟан сара изыӡбеит, михаил темурович изкны ашәҟәы зҩырц – «апрезидент џьон фицџьеральд кеннеди ицгәы» («апрезидент ицгәы»).	и я решил написать книгу о михаиле темуровиче — «кот президента джона фицджеральда кеннеди» («кот президента»).
Аха шәгәы иаанамгааит, ари ашәҟәы кеннедии ицгәи роуп изызкыҵәҟоу ҳәа…	Только не думайте, что эта книга и впрямь о кеннеди и его коте...
убас, сара аҩра салагоит, шәара, сгәыӷуеит, – аԥхьара.	итак, я начинаю писать, а вы, я надеюсь, — читать.
Издыруада, ишәаҳахьазар илакәушьаша, аха аиашазы иҟалаз хҭыск.	Может быть, вы слыхали о некой почти сказочной истории, которая, однако, произошла на самом деле.
Зыԥсадгьыл иқәырцаз жәларык рҩыра аиқәырхаразы абри аҩыза рхәыцит: ҭаацәацыԥхьаӡа ранбан аҟынтә нбанк асахьа аҭаны ача рӡларц адҵа рыман.	Один народ, изгнанный в чужую страну, так сохранял свою письменность: каждой семье поручалось печь хлеб в форме буквы их алфавита.
Фатәыс ирымаз абри «анбан» акәын, рхәыҷқәа абри ала ирааӡон, дара рзыҳәан адунеи ранбан гәакьа ала иалагон.	И этой «азбукой» питались они, на ней росли дети, для них мир начинался с родной речи, с родных букв. этой «азбукой» они хоронили усопших и играли свадьбы.
Абри «анбан» ала ируан ачарақәа, рнарцәымҩахь инаскьаргон аԥсцәа.	В радости, в беде ли люди этого народа собирались вместе, и каждая семья приносила хлеб, выпеченный в форме одной из букв, и таким образом письменность их с их родным вином всегда присутствовала на столе...
Цәгьароума, бзиароуама, арҭ ажәлар анеизоз, еснагь реишәа аҩы иацықәгылан уи «анбан»…	письменность под названием михалтемурович (азбука или шифр) рассеяна по миру (в основном среди сухумцев).
михалтимурович зыхьӡу аҩыра адунеи иалаԥсаҟьоуп (еиҳарак аҟәаа рыҩныҵҟа).	Иные знают лишь одну из букв ее, другие — две или три, а всю ее целиком — уже никто.
Иҟоуп нбан заҵәык здыруа, егьырҭ – ҩба, хԥа, иааизакны издыруа – аӡәгьы.	И эта книга — попытка вспомнить, исследовать и воссоздать эту письменность.
