Абларҭа ашәагаа ала	По размеру ячейки
Ирҿыцтәуп азхьарԥш	Обновить связь
Иқәгатәуп азхьарԥш	Разорвать связь
бжьаргылатәуп агиперзхьарԥш	Вставить связь
Ибжьаргылатәуп амассив аформула	Вставить формулу массива
Ибжьаргылатәуп акомментари	Вставить комментарий
Ианыхтәуп акомментари	Удалить комментарий
Иаарԥштәуп акомментари	Показать комментарий
Иҵәахтәуп акомментари	Скрыть комментарий
Иаарԥштәуп акомментариқәа зегьы	Показать все комментарии
Иҵәахтәуп акомментариқәа зегьы	Скрыть все комментарии
Иԥсахтәуп акомментари	Изменить комментарий
Ирмаҷтәуп ахьаҵ	Уменьшить отступ
Ирдуутәуп ахьаҵ	Увеличить отступ
Иқәыргылатәуп абӷьыц ахьчага	Установить защиту листа
Иқәгатәуп абӷьыц ахьчага	Снять защиту листа
Иқәыргылатәуп адокумент ахьчага	Установить защиту документа
Иқәгатәуп адокумент ахьчага	Снять защиту документа
Акьыԥхьра адиапазон	Диапазон печати
Ианыхтәуп адаҟьақәа реимҟьарақәа	Удалить разрывы страниц
Иԥсахтәуп амасштаб	Изменить масштаб
Ииагатәуп адаҟьа аимҟьара	Перенести разрыв страницы
Иԥсахтәуп адиапазонқәа рыхьӡқәа	Изменить имена диапазонов
Арегистр	Регистр
%PRODUCTNAME Calc	%PRODUCTNAME Calc
Ианыхтәума адырқәа?	Удалить данные?
Иауам ацәаҳәақәа рҭаргылара	Невозможно вставить строки
Иҟаӡам инагӡатәу аоперациа	Нет операций для выполнения
Адырқәа римпорт агха!	Ошибка импорта данных!
Аргәыԥра ауам	Группировать невозможно
Аргәыԥра ақәгара ауам	Разгруппировать невозможно
Иауам уаанӡа еидҵаз абларҭақәа ҽазнык реидҵара!	Невозможно объединить уже объединённые ячейки!
Апараметр азалхра хыркәшоуп. Алҵшәа: 	Подбор параметра завершён. Результат: 
Азеиԥш еихшьала	Общий итог
Алҵшәа	Результат
Аорфографиа агәаҭара	Проверка орфографии
Абӷьыц	Лист
- ииагатәуп анҵәамҭахь -	- переместить в конец -
Адырқәа рдиапазон аныхра ауам.	Невозможно удалить диапазон данных.
Аихшьала	Итог
Адырқәа	Данные
Иалкаауп: $1, $2	Выделено: $1, $2
Аиҵагыла	Столбец
Ацәаҳәа	Строка
Адаҟьа	Страница
Адаҟьа %1	Страница %1
Иҭагалатәуп адокумент	Загрузить документ
Адокумент аиқәырхара	Сохранение документа
Абӷьыц ахь изымуа азхьарԥш.	Недопустимая ссылка на лист.
Ацәҳәақәа рҭарҭәара...	Заливка строк...
Атезаурус	Тезаурус
Ихарҭәаатәуп абӷьыцқәа	Заполнить листы
Адиапазон алкааӡам.	Не выделен диапазон.
Ари аҩыза ахьӡ ыҟоуп.	Такое имя уже существует.
Асценари	Сценарий
Аицҵалыҵ	Сумма
Иалкаауп адиапазонқәа	Выделено диапазонов
Ахыԥхьаӡара	Количество
Ахыԥхьаӡара2	Количество2
Ибжьаратәу аҵакы	Среднее значение
Амедиана	Медиана
Амаксимум	Максимум
Аминимум	Минимум
Ашьҭыхлыҵ	Произведение
Адисперсиа	Дисперсия
Адиаграмма ари апозициаҿ иԥшаам.	Диаграмма в этой позиции не найдена.
(иҭацәуп)	(пусто)
Акьыԥхьра зымуа адиапазон	Недопустимый диапазон печати
Адаҟьа астиль	Стиль страницы
Хыхьтәи аколонтитул	Верхний колонтитул
Ҵаҟатәи аколонтитул	Нижний ~колонтитул
Атеқст атрибутқәа	Атрибуты текста
Иауам рыԥсахра ихьчоу абларҭақәа.	Невозможно изменить защищённые ячейки.
Адокумент аартуп аԥхьара мацаразы.	Документ открыт только для чтения.
Иауам аԥсахра амассив ахәҭак.	Невозможно изменить часть массива.
Агха:	Ошибка:
Агха: ноль ала ашара	Ошибка: деление на ноль
Агха: Ииашам адырқәа ртип	Ошибка: Неправильный тип данных
Агха: изымуа азхьарԥш	Ошибка: недопустимая ссылка
Агха: изымуа ахьӡ	Ошибка: недопустимое имя
Агха: изымуа ахьыԥхьаӡаратә ҵакы	Ошибка: Недопустимое числовое значение
Агха: аҵакы мҩаркуп	Ошибка: значение недоступно
#ADDIN?	#ADDIN?
#АМАКРОС?	#МАКРОС?
Агха: амакрос ԥшаам	Ошибка: макрос не найден
Аҩныҵҟатәи асинтаксистә гха	Внутренняя синтаксическая ошибка
Агха: изымуа аргумент	Ошибка: недопустимый аргумент
Апараметрқәа рсиа аҟны агха	Ошибка в списке параметров
Агха: изымуа асимвол	Ошибка: недопустимый символ
Агха: аоператор ыҟаӡам	Ошибка: оператор отсутствует
Агха: аҽеиҭак ыҟаӡам	Ошибка: переменная отсутствует
Агха: аформула аура дуцәоуп	Ошибка: слишком длинная формула
Агха: асимволқәа рцәаҳәа аура дуцәоуп	Ошибка: строка символов слишком длинная
Агха: аҩныҵҟатәи аҭәцәара	Ошибка: внутреннее переполнение
Агха: амассив ма аматрица рышәагаа	Ошибка: размер массива или матрицы
Агха: аитерациатә зхьарԥш	Ошибка: итерационная ссылка
Ииашам ашьаҿа	Неправильный шаг
Иҭажәгалеит изымуа ахьӡ. Иауам Автоформат аԥҵара. Иалышәх даҽа хьӡык.	Вы ввели недопустимое имя. Невозможно создать Автоформат. Выберите другое имя.
Адиапазон	Диапазон
Ааи	Да
Мап	Нет
Ахьчара	Защита
Аформулақәа	Формулы
Иҵәахтәуп	Скрыть
Акьыԥхьра	Печать
(ихымԥадатәиӡам)	(необязательный)
(ихымԥадатәиуп)	(обязательный)
Акомментариқәа	Комментарии
Ианыхтәума иалху абӷьыцқәа?	Вы действительно хотите удалить выбранные листы?
Ианыхтәума иалху асценари?	Вы действительно хотите удалить выбранный сценарий?
Атеқсттә фаил ахь аекспорт	Экспорт в текстовый файл
Lotus афаилқәа римпорт	Импорт файлов Lotus
DBase афаилқәа римпорт	Импорт файлов DBase
DBase аекспорт	Экспорт DBase
Dif аекспорт	Экспорт Dif
Dif Аимпорт	Импорт Dif
Атекст	Text
Азгәаҭа	Note
Астатус	Status
Ибзиоуп	Good
Агәаҽанҵара	Warning
Агха	Error
Алҵшәа2	Результат2
Аҳасабырба	Отчёт
Ари абӷьыц аҟны ихыркәшоуп аорфографиа агәаҭара.	Завершена проверка орфографии этого листа.
Иҭаргылатәуп абӷьыц	Вставить лист
Ианыхтәуп абӷьыцқәа	Удалить листы
Абӷьыц ахь ԥсахтәуп	Переименовать лист
Аԥштәқәа ртаблица	Цветной ярлык
Аԥштәқәа ртаблица	Цветные ярлыки
Ииагатәуп абӷьыцқәа	Переместить листы
Икопиатәуп абӷьыц	Копировать лист
Иацҵатәуп абӷыц	Добавить лист
Иаарԥштәуп абӷьыц	Показать лист
Иаарԥштәуп абӷьыцқәа	Показать листы
Иҵәахтәуп абӷьыц	Скрыть лист
Иҵәахтәуп абӷьыцқәа	Скрыть листы
Ианырԥштәуп абӷьыц	Отразить лист
Автофильтр ауам	Автофильтр невозможен
Асценари ԥшаам	Сценарий не найден
Ианыхтәума аелемент #?	Вы действительно хотите удалить элемент #?
Абиеқтқәа/Асахьақәа	Объекты/Изображения
Адиаграммақәа	Диаграммы
Асахьақәа	Рисунки
Иаарԥштәуп	Показать
Хыхьынтә ҵаҟа	Сверху вниз
Армарахьтә арӷьарахь	Слева направо
Аихыршь	Сетка
Ацаҳәақәеи аиҵагылақәеи рыхқәа	Заголовки строк и столбцов
Инультәу аҵакқәа	Нулевые значения
Акьыԥхьра ахырхарҭа	Направление печати
Актәи адаҟьа аномер	Номер первой страницы
Аҭбаара	Ширина
Аҳаракыра	Высота
Даҟьак	Одна страница
автоматикала	автоматически
Астатистика	Статистика
Азхьарԥш арҿыцра ауам.	Невозможно обновить связь.
Афаил:	Файл:
Абӷьыц:	Лист:
Аҭыԥхәаԥшра	Обзор
Адокумент иазкны	Сведения о документе
Икьыԥхьуп	Напечатан
аҟынтәи	от
аҟны	в
Атаблица абжьаргылара ауам.	Невозможно вставить таблицу.
Абӷьыцқәа раныхра ауам.	Невозможно удалить листы.
Асахьа	Изображение
Изымуа ахьӡ.	Недопустимое имя.
Иалху амакрос ԥшаам.	Не найден выбранный макрос.
Изымуа аҵакы.	Недопустимое значение.
аихшьалара	вычисление
асортра	сортировка
Ацәаҳәа аҳаракыра азалхра	Подбор высоты строки
Еиҿырԥштәуп #	Сравнить #
Ианыхтәуп аҵакы	Удалить содержимое
%1 R  x %2 C	%1 R  x %2 C
Иҵегь...	Ещё...
Изымуа адиапазон	Недопустимый диапазон
Адиаграмма ахы	Заголовок диаграммы
Агәҵәы ахы	Заголовок оси
Иалаԥсахтәума аҵанакы #?	Заменить содержимое #?
Аҭбаара:	Ширина:
Аҳаракыра:	Высота:
(иҭацәуп)	<пусто>
#1 иҭаргылоуп	#1 вставлена
#1 аныхуп	#1 удалена
Аматрица %1 R x %2 C аформула	Формула матрицы %1 R x %2 C
Аиҭакра хангыль/ханча	Преобразование хангыль/ханча
Иалхтәуп абларҭа	Выбрать ячейку
Иалхтәуп адиапазон	Выбрать диапазон
Иалхтәуп адырқәа рдиапазон	Выбрать диапазон данных
Ииастәуп ацәаҳәа ахь	Перейти к строке
Ииастәуп абӷьыц ахь	Перейти к листу
Иазалхтәуп адиапазон ахьӡ	Задать имя диапазона
Акитаи бызшәа аиҭакра...	Преобразование китайского языка...
Напыла	Вручную
Автоматикала	Автоматически
Еигәылаҵоу амассивқәа аднакылом.	Вложенные массивы не поддерживаются.
Атеқст еиҵагылала	Текст по столбцам
Идырым ахархәаҩ	Неизвестный пользователь
Автофигура	Автофигура
Акәакьҭаиаша	Прямоугольник
Овал	Овал
Акнопка	Кнопка
Аиҭарсга	Переключатель
Аҭыԥрбага	Метка
Ахьӡынҵа	Список
Агәыԥ	Групповой блок
Аԥхьаӡага	Счётчик
Абларҭа астильқәа	Стили ячейки
Адаҟьа астильқәа	Стили страницы
Иҭаргылатәуп уажәтәи арыцхә	Вставить текущую дату
Иҭаргылатәуп уажәтәи аамҭа	Вставить текущее время
Ахьӡ	Имя
(ԥыҭк)	(несколько)
Адокумент (глобалла)	Документ (глобально)
Абларҭа аҵакы	Значение ячейки
Агистограмма	Гистограмма
АдыргаҷқәаРеизак	НаборЗначков
рыбжьара	между
рыбжьара акәымкәа	не между
Аформула	Формула
Арыцхә	Дата
агха акод	код ошибки
акод агха акәӡам	не код ошибки
иаҵанакуеит	содержит
иаҵанакӡом	не содержит
иахьа	сегодня
иацы	вчера
уаҵәы	завтра
аҵыхәтәантәи 7 мшы	последние 7 дней
ари амчыбжь	эта неделя
иҳаҩсыз амчыбжь	предыдущая неделя
анаҩстәи амчыбжь	следующая неделя
ари амза	этот месяц
иҳаҩсыз амза	предыдущий месяц
анаҩстәи амза	следующий месяц
ари ашықәс	этот год
иҳаҩсыз ашықәс	предыдущий год
анаҩстәи ашықәс	следующий год
Асекундқәа	Секунды
Аминутқәа	мин.
Асааҭқәа	Часы
Амшқәа	Дни
Амзақәа	Месяцы
Акварталқәа	Кварталы
Ашықәсқәа	Годы
Аформула абларҭазы еилкаам ахьӡ.	Неопределённое имя ячейки формулы.
Абларҭа иаҵанакуазароуп аформула.	Ячейка должна содержать формулу.
Ахьӡынҵа акопиа ахыхтәуп	Копировать список
Аадырқәа ыҟаӡам	Нет данных
Акьыԥхьра адиапазон ҭацәуп	Диапазон печати пуст
Аформула аҵакахьы ииагатәуп	Преобразовать формулу в значение
Иҭажәгал аҵакы!	Введите значение!
Азеиԥшқәа	Общие
Ахыԥхьаӡаратә	Числовой
Апроценттә	Процентный
Аԥаратә	Денежный
Аамҭа	Время
Анаукатә	Научный
Афункциа	Дробный
Алогикатә	Логический
Атекст аориентациа акәакь	Угол ориентации текста
Жәа-жәала аиагара: Иаҿак.	Перенос по словам: Вкл.
Жәа-жәала аиагара: Иаҿых.	Перенос по словам: Выкл.
Ахьаҵ: 	Отступ: 
Ибжьаратәу	Среднее
Аԥхьаӡа (ахыԥхьаӡара мацарақәа)	Количество (только числа)
Иауам афаил аҽаҿакра.	Невозможно подключиться к файлу.
Иауам афаил аартра.	Невозможно открыть файл.
Иеилкаам агха.	Неизвестная ошибка.
Lotus1-2-3 афаил идырым аформат.	Неизвестный формат файла Lotus1-2-3.
$(ARG1)	$(ARG1)
Адырқәа рбаза аҭакыра	Поле базы данных
Ашықәс	Год
Амза	Месяц
Амш	День
Ахыԥхьаӡара	Число
Арыцхә 1	Дата 1
Арыцхә 2	Дата 2
Атип	Тип
Алагамҭа арыцхә	Начальная дата
Аҵыхәтәантәи арыцхә	Конечная дата
Арыцхәқәа рыхьӡынҵа	Список дат
Асааҭ	Час
Аминуҭ	Минута
Асекунд	Секунда
Алагамҭа арыцхә.	Начальная дата.
Аҵыхәтәантәи арыцхә.	Конечная дата.
Аинтервал	Интервал
Арежим	Режим
Арыцхә	Ставка
Ахәԥса	Стоимость
Ацәаҳәа	Время_эксплуатации
Анҵәамҭа	Конец
Аҵакы	Значение 
Аҵакы	Значения
Аҵакқәа	Значения
Аҵакы	Значение
Иҳанаҭоит TRUE, аҵакы теқстымзар.	Возвращает TRUE, если значение не является текстом.
Иҳанаҭоит TRUE, аҵакы теқстзар.	Возвращает TRUE, если значение является текстом.
Иҳанаҭоит TRUE, абларҭа аформула иабларҭазар.	Возвращает TRUE, если ячейка является ячейкой формулы.
Азхьарԥш	Ссылка
Иҳанаҭоит абларҭа аформула.	Возвращает формулу ячейки.
Аформула абларҭа.	Ячейка формулы.
Иҳанаҭоит адырқәа рыхкы аҵакы (1 - ахыԥхьаӡара, 2 - атеқст, 4 - алогикатә ҵакы, 8 - аформула, 64 - амассив).	Возвращает тип данных значения (1 - число, 2 - текст, 4 - логическое значение, 8 - формула, 64 - массив).
Атеқст	Тест
Ахыԥхьаӡара	Число 
Акритери	Условие
Адиапазон	Диапазон 
Акритери	Условие 
Ахыԥхьаӡара 1	Число 1
Ахыԥхьаӡара 2	Число 2
Ахыԥхьаӡара X	Число X
Ахыԥхьаӡара Y	Число Y
Акәакь	Угол
Ишатәу	Делимое
Афункциа	Функция
Апараметрқәа	Параметры
Иформатркхо ахыԥхьаӡара.	Усекаемое число.
Иформатркхо ахыԥхьаӡара.	Округляемое число.
Амодель	Способ
Иактәу аматрица ашәагаа.	Размер единичной матрицы.
Амассив	Массив 
Иҿыцу адырқәа Х	Новые данные Х
Иҿыцу адырқәа X	Новые данные Х
Аҵакы 	Значение 
Ахыԥхьаӡара 	Число 
Альфа	Альфа
Аиашақәшәара	Вероятность
Лиамбда	Лямбда
Бета	Бета
Ашәагаа	Размер
миу	мю
сигма	сигма
Миу	Мю
Сигма	Сигма
Аиҵагыла 	Столбец
Aзхьарԥш атип	Тип ссылки
А1	A1
Аиндекс	Индекс
Ацәаҳәақәа	Строки
Аиҵагылақәа	Столбцы
Иқәнаргылоит аформула зҵазкуа абларҭа астиль.	Устанавливает стиль для ячейки, содержащей формулу.
Астиль	Стиль
Асервер	Сервер
URL	URL
Абларҭа атеқст	Текст ячейки
Иианагоит ахыԥхьаӡара атеқст ахь (Baht).	Преобразовывает число в текст (Baht).
Аконвертациа ззухо атеқст.	Конвертируемый текст.
Асимвол акод.	Кодовое значение символа.
Ианнахуеит атеқст аҟынтәи акьыԥхьра зымуа асимволқәа.	Удаляет из текста все непечатаемые символы.
Атеқст, зҟынтәи акьыԥхьра зымуа асимволқәа ахьаныххо.	Текст, из которого удаляются непечатаемые символы.
Атест	Тест
Адиапазон 	Диапазон 
Атеқст 1	Текст 1
Атеқст 2	Текст 2
Иԥшаатәу атеқст	Искомый текст
Иԥшаатәу атеқст.	Текст, который следует найти.
Иахьыԥшаатәу атеқст.	Текст, в котором следует искать.
Аҭыԥ	Позиция
Иԥшаатәу атеқст.	Искомый текст.
Иарбоу атеқст аҟны иианагоит анбанқәа зегьы анбан дуқәа рахь.	Преобразует все буквы указанного текста в строчные.
Атеқст, зҟны анбан хәыҷқәа ԥсаххо анбан дуқәа рыла.	Текст, в котором прописные буквы заменяются строчными.
Иианагоит атеқст ахыԥхьаӡарахь.	Преобразует текст в число.
Атеқст, ахыԥхьаӡарахь ииагахо.	Текст, преобразуемый в число.
Иианагоит ахыԥхьаӡара атеқст ахь иазалху аформат иақәыршәаны.	Преобразует число в текст в соответствии с заданным форматом.
Аформат	Формат
Аура	Длина
Атеқст ҿыц	Новый текст
Иформатркхо ахыԥхьаӡара.	Форматируемое число.
Раԥхьатәи атеқст асимволқәа рыԥхьаӡа.	Количество символов начального текста.
Атеқст асимволқәа рхыԥхьаӡара.	Число символов, которые нужно возвратить.
Атеқст асимволқәа рхыԥхьаӡара.	Количество символов текста.
Иеиқәшәо атеқст.	Повторяемый текст.
Атеқст аиқәшәарақәа рыԥхьаӡа.	Количество повторений текста.
Иаԥсахуеит ажәытәтәи атеқст ацәаҳәаҟны иҿыцу ала.	Заменяет старый текст в строке на новый.
Атеқст, ацәаҳәа зыԥсахуа.	Текст, заменяющий строку.
Иформатркхо ахыԥхьаӡара.	Преобразуемое число.
Иминималу аура	Минимальная длина
Аконвертациа ззухо атеқст.	Преобразуемый текст.
Акәзар ауеит «osversion», «system», «release», «numfile», и «recalc».	Может быть «osversion», «system», «release», «numfile», и «recalc».
Ижәабатәу аиҟәшага	Десятичный разделитель
Ахыԥхьаӡара 1	Число1
Ахыԥхьаӡара2	Число2
Ахыԥхьаӡара1	Число1
Атеқст асимволқәа рхыԥхьаӡара.	Число возвращаемых символов.
Раԥхьатәи атеқст асимволқәа рхыԥхьаӡара.	Количество символов начального текста.
XML адокумент	Документ XML
Аҟаԥшь	Красный
Аиаҵәа	Зелёный
Астильқәа зегьы	Все стили
Иҵәаху астильқәа	Скрытые стили
Ахархәара змоу астильқәа	Используемые стили
Ахархәаҩ истильқәа	Стили пользователя
%PRODUCTNAME %PRODUCTVERSION адиаграмма	Электронная таблица %PRODUCTNAME %PRODUCTVERSION
- мап -	- нет -
Истандарту афильтр...	Стандартный фильтр...
Иҭацәуп	Пусто
Астандарт	Базовый
Аобиеқт ахьӡ	Имя объекта
Ибжьаргылатәуп асахьа	Вставка изображения
Ажәамаӡа:	Пароль:
Ииашам ажәамаӡа	Неправильный пароль
Идырым	Неизвестный
Асистема	Система
апробел	пробел
Иалхтәуп абӷьыцқәа	Выбрать листы
Иалху абӷьыцқәа	Выбранные листы
Заатәи ахәаԥшра	Предварительный просмотр
Адокумент ахәаԥшра	Просмотр документа
Адаҟьа заатәи ахәаԥшра	Предварительный просмотр страницы
Адаҟьа %1 хыхьтәи аколонтитул	Верхний колонтитул страницы %1
Адаҟьа %1 ҵаҟатәи аколонтитул	Нижний колонтитул страницы %1
Ара шәара иҭажәгалоит насгьы аредакциа рзыжәуеит атеқст, ахыԥхьаӡарақәеи аформулақәеи.	Здесь вы вводите и редактируете текст, числа и формулы.
Амультимедиа	Воспроизведение мультимедиа
Аформулақәа рпанель	Панель формул
(аԥхьара мацара)	(только чтение)
(Ахәаԥшра)	(Просмотр)
Иҭацәу адаҟьақәа кьыԥхьтәӡам	Не печатать пустые страницы
%PRODUCTNAME %s	%PRODUCTNAME %s
Адәныҟатәи азхьарԥшқәа рырҿыцра.	Обновление внешних связей.
Изымуа аҵакы.	Недопустимое значение
Аформула арбаӡам.	Не указана формула.
Аформулақәа еиҿыркаауам аиҵагыла.	Формулы не образуют столбец.
Аформулақәа еиҿыркаауам ацәаҳәа.	Формулы не образуют строку.
Автоформат ахьӡ ԥсахтәуп	Переименовать автоформат
Ианыхтәуп автоформат	Удалить автоформат
Даныхтәума ари ахархәаҩ?	Вы действительно хотите удалить автоформат #?
Иарктәуп	Закрыть
Адаҟьа адҳәалара	Привязка страницы
Аҭагылазаашьа	Условие 
Иаҵанакуа	Содержимое
Абӷьыцқәа	Листы
Асахьақәа	Изображения
OLE аобиеқтқәа	Объекты OLE
иҵәаху	скрытый
Акомментари	Комментарий
Ахархәаҩ ишрифтқәа	Сортировать особо
Афункциақәа разҟаза	Мастер функций
Иаҟәыхтәуп	Отменить
аформула	формула
Иаарттәуп аформулақәа рпанель	Раскрыть панель формул
Иеикәарҳәтәуп аформулақәа рпанель	Свернуть панель формул
Автор	Автор
Аиҵагыла аныхуп	Столбец удалён
Ацәаҳәа аныхуп	Строка удалена
Абӷьыц аныхуп	Лист удалён
Аоригинал	Оригинал
Иалхуп	Отклонено
Агәыԥқәа	Группы
Истандарттәу агха	Среднеквадратическое отклонение
Амода	Мода
Еицеиҟароу	Равномерное
Иецеиҟароу идескреттәу	Равномерное дискретное
Инормалтәу	Нормальное
Аҽеиҭак 1	Переменная 1
Аҽеиҭак 2	Переменная 2
Аҵәаӷәатә	Линейная
Алогарифмтә	Логарифмическая
Арегрессиатә модель	Регрессионная модель
А-Интернет	Пересечение
Амиллиметр	Миллиметр
Асантиметр	Сантиметр
Аметр	Метр
Акилометр	Километр
Адиуим	Дюйм
Афут	Фут
Мили	Мили
Апункт	Пункт
Адырқәа рдиапазон:	Диапазон данных:
Альфа:	Альфа:
Ахьӡ ԥсахтәуп	Переименовать
Аформатркра	Форматирование
Иҵәахтәуп аформула	Скрыть формулу
Иҵәахтәуп акьыԥхьраан	Скрыть при печати
Анапаҵаҩрақәа	Подписи
Асимволқәа	Символы
Ашрифт	Шрифт
Ашрифт аеффектқәа	Эффекты шрифта
Аҭыԥ	Положение
Аиҵагылақәа	С_толбцы
Иацҵатәуп	Добавить
Иԥсахтәуп...	Изменить...
Ихархәатәуп астиль	Применить стиль:
Иаԥҵатәуп астиль...	Создать стиль...
Иҭажәгал аҵакы:	Введите значение:
Еиҭа апараметрқәа...	Дополнительно...
Апроцент	Процент
Аҿырԥштәы	Пример
Иахьа	Сегодня
Иацы	Вчера
Уаҵәы	Завтра
Ари амчыбжь	Эта неделя
Иҳаҩсыз амчыбжь	Предыдущая неделя
Анаҩстәи амчыбжь	Следующая неделя
Ари амза	Этот месяц
Иҳаҩсыз амза	Предыдущий месяц
Анаҩстәи амза	Следующий месяц
Ари ашықәс	Этот год
Иҳаҩсыз ашықәс	Предыдущий год
Анаҩстәи ашықәс	Следующий год
Акварталқәа	5 Четверти
Аҭагылазаашьақәа	Условия
Адиапазон:	Диапазон:
Абларҭақәа рдиапазон	Диапазон ячеек
Афункциа:	Функция:
Еидҵатәуп ала	Объединить по
Аиҵагылақәа	Столбцам
Ацәаҳәақәа	Строкам
Иаԥҵатәуп ахьӡқәа	Создать имена
Амаҵзура:	Сервис
Ажәамаӡа	Пароль
Алхра	Выбор
Аминимум:	Минимум:
Амаксимум:	Максимум:
Иҵоурақәоу:	Положительные:
Иҵоурамқәа:	Отрицательные:
Афаил:	Заливка:
Аԥштәы	Цвет
Аградиент	Градиент
Аԥштәқәа	Цвета
Агәҭа ала	По середине
Иминималу аура (%):	Минимальная длина (%):
Имаксималу аура (%):	Максимальная длина (%):
Иминималу аҵакы еиҵазароуп имаксималу аасҭа.	Минимальное значение должно быть меньше максимального.
Ахьӡ:	Имя:
Атип:	Тип:
Еиҵоу-еиҳаула	По возрастанию
Еиҳау-еиҵоула	По убыванию
Хыхьла	Сверху
Ҵаҟала	Снизу
Адырқәа рформа	Форма данных
Иацҵатәуп анҵамҭа	Добавить запись
Иаԥҵатәуп	Создать
Ианыхтәуп	Удал_ить
Анаҩстәи анҵамҭа	Следующая запись
URL:	Адрес:
URL:	URL:
_Аҭыԥхәаԥшра...	_Обзор...
Ацәаҳәақәа имаксималу рхыԥхьаӡара	Максимальное количество строк
Иалхтәуп адырқәа рдиапазон	Задать диапазон данных
Иԥсахтәуп	Изменить
Ибжьаргылатәуп ма ианыхтәуп абларҭақәа	Вставить или удалить ячейки
Еиқәырхатәуп аформатркра	Сохранить форматирование
Еиқәырхатәӡам аимпорттә дырқәа	Не сохранять импортированные данные
Адиапазон апараметрқәа	Параметры диапазона
Ианыхтәуп абларҭақәа	Удалить ячейки
Ианыхтәуп ацәаҳәа шеибгоу	Удалить строку целиком
Ианыхтәуп аиҵагыла шеибгоу	Удалить с_толбец целиком
Ианыхтәуп акомментари	Удалить содержимое
Ианыхтәуп зегьы	Удалить всё
_Атеқст	_Текст
Ахыԥхьаӡарақәа	Числа
Арыцхәи аамҭеи	Даты и время
Аформатқәа	Форматы
Аобиеқтқәа	Объекты
Иԥсахтәуп апараметрқәа	Изменить параметры
Ибжьаргылатәуп агиперзхьарԥш ҳасабла	Вставить как гиперссылку
Ибжьаргылатәуп азхьарԥш ҳасабла	Вставить как ссылку
Аҟаҵара:	Действие:
Ахы:	_Заглавие:
Аҭыԥхәаԥшра...	Обзор...
Аанкылара	Стоп
Агәаҽанҵара	Предупреждение
Амакрос	Макрос
асек.	сек.
Афаилтә маҵзурақәа	Заполнить ряды
Арыӷьарахь	В_право
Арымарахь	В_лево
Аҵәаӷәатә	Линейный
Армарахтәии арӷьарахьтәии адаҟьақәа	Линии слева и справа
Абларҭақәа рформат	Формат ячеек
Аиҟаратәра	Выравнивание
Аҿаԥшыра	Фон
Атеқст аҟынтә ахыԥхьаӡарахь аиагара:	Преобразование из текста в число:
Ихархәатәуп аформулақәа рсинтаксис	Использовать синтаксис формул
Зегьы	Все
Анапаҵаҩра	надпись
_Ахықәкыратә бларҭа	_Целевая ячейка
Ахы	Заглавие
Афаил ахьӡ	Имя файла
Амҩа/афаил ахьӡ	Путь/имя файла
Адаҟьақәа	Страницы
Азгәаҭа	Заметка
(мап)	(Нет)
ашәагаа:	размер:
Афаил аимпорт	Импорт файла
Акодркра:	Кодировка:
Аҭагаларҭақәа реиҟәшага:	Разделитель полей:
Ибжьаргылатәуп адиаграмма	Вставить лист
