ааӡара	растить
ааӡара	ращение
ааӡаратә	воспитательный
ааӡаратә	мера
ааӡарҭа	заведение
ааӡарҭа	питомник
ааӡарҭа	садок
ааӡа	ухоженный
ааӡахьа	выкормок
ааӡахьа	упитанный
ааӡахьа	ухоженный
ааӡахьа	холёный
ааӡашәара	воспитанность
ааӡаҩ	воспитатель
ааӡаҩ	воспитательский
ааӡаҩ	ментор
ааӡаҩ	пестун
ааӡаҩык	менторски
ааӡӷақәа	постромки
ааӡыӡара	затрепетать
ааӡыӡара	поближе
ааӡыӡара	содрагаться
ааи аҳәара	дакать
ааиаҵәахара	зазеленение
ааибагара	притереться
ааибагара	притирание
ааибагара	притолкать
ааибра	сойтись
ааибра	уживчивость
ааибра	ужиться
ааигәа аашьҭра	приближение
ааигәа аашьҭра	приблизить
ааигәа анеира	подход
ааигәа	близкий
ааигәа	близко
ааигәа	близь
ааигәа	вблизи
ааигәа	давеча
ааигәазаара	недалёкость
ааигәаӡа	ближайший
ааигәа иҟоу	ближний
ааигәаиҟоу	близкий
ааигәа иҟоу	близлежащий
ааигәа иҟоу	окружающий
ааигәа	накоротке
ааигәа	недавно
ааигәа	недалёко
ааигәа	неподалёку
ааигәаны	близко
ааигәаны	поблизости
ааигәа	поблизости
ааигәара аҟазаара	прилегать
ааигәара анашьҭра	подпустить
ааигәара анеира	подступить
ааигәара анеира	пристроить
ааигәара	близ
ааигәара	близко
ааигәара	близость
ааигәара	вблизи
ааигәара	краниология
ааигәара	около
ааигәара	подле
ааигәатәи	ближний
ааигәатәи	недавний
ааигәатәи	недалёкий
ааигәатәи	окружающий
ааигәатәра	наехать
ааигәахара	подойти
ааигәахара	приблизиться
ааигәахара тәи	близиться
ааизара	засобираться
ааизыҩҩра	засобираться
ааиқәаҵәахара	зачернеть
ааиқәҷырҷырра	пересвистнуться
ааиқәҿыҭра	перекликнуться
ааилабыџра	завечереть
ааилабыџра	примеркать
ааилабыџра	стемнеть
ааилажәжәара	потеребить
ааилалашьцара	примеркать
ааиларшра	взбурлить
ааилахәламҭазы	вечером
ааилахәлара	примеркать
ааи лахәлара	смеркнуться
ааилахәлара	стемнеть
ааилахәра	свечереть
ааилацәажәара	посовещаться
ааилацырцырра	посверкать
ааилашәра	вечереть
ааилашәшәра	завечереть
ааилашәшәра	затемнеть
ааилашәшәра	полумгла
ааилашра	забурлить
ааилашра	побурлить
ааилаҩынтра	взбурлить
ааилыҵра	раздаться
ааилышшара	обморчный
ааимҭа	поступление
ааимҳәара	кашлянуть
ааимҳәара	откашляться
ааимыггара	забрезжить
ааинырсла	экспромт
ааинышәшәылара	пробиться
ааира	бытописательство
ааира	заезд
ааира	захаживание
ааира	захаживать
ааира	заявиться
ааира	идти
ааира	наезд
ааира	подойти
ааира	подъезд
ааира	подъехать
ааира	посетить
ааира	поступить
ааира	поступление
ааира	появиться
ааира	появление
ааира	прибытие
ааира	прибыть
ааира	прийти
ааира	приспеть
ааира	притечь
ааира	приток
ааира	приход
ааира	пришествие
ааиратә	посетительский
ааиратә	явочный
ааира	явка
ааира	явление
ааирԥшит	вскрикивание
ааирҭа	подъезд
ааирҭатә	подъездной
ааиҭасортра	пересортировка
ааихалашара	просветлеть
ааихара	поднатужиться
ааихара	пододвинуться
ааихара	понатужиться
ааихара	придвинуться
ааихара	столкновение
ааихара	столкнуться
ааихара	стукнуться
ааихаччара	засиять
ааихыкәкәара	прекратиться
ааихьшьра	намахать
ааиҳәҭаԥара	взлягнуть
ааицакра	подразнить
ааицәажәара	поговорить
ааицралара	погорячиться
ааицрашәара	погорячиться
ааиҵаӷәӷәара	защемить
ааиҵасра	подёргаться
ааиҵасра	подёргивание
ааиҵасра	подёргивать
ааиҵасра	подёрнуть
ааиҵасра	тряхнуться
ааиҩы	наезжий
ааиҩы	посетитель
аакаԥхара	просиять
аакаҷҷара	взблеск
аакаҷҷара	взблескивание
аакаҷҷара	взблеснуть
аакаҷҷара	засверкать
аакаҷҷара	посверкать
аакаҷҷара	просиять
аакаҩра	дзинкнуть
аакәакь	восьмиугольник
аакәакьтәи	восьмиугольный
аакәалыкәаџьара	замерцать
аакәанызанра	задуматься
аакәанызанра	помешкать
аакәараҵара	вильнуть
аакәараҵара	завилять
аакәеицеира	замерцать
аакәшара	завиться
аакҿацалара	прижатие
аакыдгылара	зайти
аакыдгылара	заскочить
аакыдгылара	заход
аакыдгылара	захождение
аакыдгылара	набегать
аакыдгылаҩ	захожий
аакылҟьара	вышнырнуть
аакылҟьара	набегать
аакылҟьара	появиться
аакылҟьара	промелькнуть
аакылсра	прикатить
аакылыԥхара	выгнать
аакылыҷҷара	просверкнуть
аакылыҷҷара	просветлённость
аакьура	вякать
аакьыркьырра	заржать
аакьыркьырра	прожрать
аақәа	вожжи
аақәа	постромки
аақәацара	задвигаться
аақәацара	пошевельнуться
аақәацара	пошелохнуться
аақәацара	шевельнуться
аақәацара	шелохнуться
аақәаџқәаџра	задрожать
аақәашырпыҟҟара	забрызгать
аақәашырԥыҟҟара	закапать
аақәҭәара	ороситься
аақәыԥсычҳара	повздыхать
аақәыҳәҳәра	присыпаться
аақәыџьқыџьра	подрагивать
аақәышәшәра	пробиться
аақыџьқыџьра	задрожать
аақыџьқыџьра	затрястись
аақьазоура	побездельничать
аақьра	заохать
аақьра	застонать
аақьра	поохать
аақьра	постанывать
аақьра	прокряхтеть
аақьра	простонать
ааҟаԥшьхара	заалеть
ааҟарҟарра	закудахтать
ааҟарҟарра	покалякать
ааҟәаҟьҟәаҟьра	крякнуть
ааҟәаҟьҟәаҟьра	прокрякать
ааҟәаҿҟәаҿра	заквакать
ааҟәаҿҟәаҿра	квакнуть
ааҟәнылара	завиться
ааҟәра	пригнуться
ааҟәындҟәындра	буркнуть
ааҟәындҟәындра	побрюзжать
ааҟәындҟәындра	побурчать
ааҟәындҟәындра	поворчать
ааҟәындҟәындра	пробубнить
ааҟәындҟәындра	пробурчать
ааҟәырҟәырра	побурчать
ааҟиҟира	погоготать
ааҟьара	махнуть
аалажьра	завернуть
аалакьысра	коснуться
аалакҩакра	заколебаться
аалакҩакра	закопаться
аалакҩакра	засомневаться
аалакҩакра	поколебаться
аалаҟәра	пригнуться
аалацәҟәра	мигнуть
аалацәҟәра	моргнуть
аалацәҟәысра	мигнуть
аалашара	засветиться
аалашара	засветлеть
аалашара	засиять
аалашара	посверкать
аалашара	просиять
аалашьцара	затемнеть
аалашьцара	затемниться
аалашьцахара	затемниться
аалаҩеира	поразмять
аалеиҩеира	погуливать
аалҟьара	выбежать
аалԥара	выпрыгнуть
аалҵра	выступить
аалыжжара	засочиться
аалыԥхара	выгнать
аалых	продукт
аалыҵбжа	полупродукт
аалыҵбжа	полуфабрикат
аалыҵ	выработка
аалыҵ	изделие
аалыҵ	продукт
аалыҵ	продукция
аамаа	слабый
аамаа	тощий
аама	исхудалый
аамара	исхудалость
аамара	исхудание
аамараҳәара	поартачиться
аамахара	исхудать
аамацәысра	просверкнуть
аамсҭа	барин
аамсҭа	дворянин
аамсҭаԥҳәыс	дворянка
аамсҭара	дворянство
аамсҭацәа	дворянство
аамсҭашәа	благородный
аамсҭашәа	вежливый
аамсҭашәа	галантный
аамсҭашәадара	бестактность
аамсҭашәа	джентельмен
аамсҭашәа	изысканный
аамсҭашәала	балгопристойно
аамсҭашәала	благородно
аамсҭашәала	вежливо
аамсҭашәала	галантно
аамсҭашәала	диагностический
аамсҭашәала иҟоу	лояльный
аамсҭашәала	рыцарски
аамсҭашәалатәи	диагностический
аамсҭашәала	учтиво
аамсҭашәара	аристократизм
аамсҭашәара	аристократичность
аамсҭашәара	благонравие
аамсҭашәара	благопристойность
аамсҭашәара	благородство
аамсҭашәара	бонтон
аамсҭашәара	вежливость
аамсҭашәара	галантность
аамсҭашәара	деликатность
аамсҭашәара	джентельменство
аамсҭашәара	изысканность
аамсҭашәара	корректность
аамсҭашәара	порядочность
аамсҭашәара	приличие
аамсҭашәара	рыцарство
аамсҭашәара	такт
аамсҭашәара	учтивость
аамсҭашәатә	аристократический
аамсҭашәатә	высоконравственный
аамсҭашәатә	рыцарский
аамсҭашәатә	тактичный
аамсҭа	шляхта
аамсҭа	шляхтич
аамҭа ааианӡа	преждевременность
аамҭа ааианӡа	преждевременный
аамҭа аанӡа	прежде
аамҭа агара	коротать
аамҭа азыԥшаара	урвать
аамҭа аилкаара	хронологизация
аамҭа алхра	выбраться
аамҭа анҭыҵтәи	вневременный
аамҭа аҭагӡара	хронологизация
аамҭа аҭара	повременить
аамҭа ахгара	провождение
аамҭа ахыхьтәи	внеурочный
аамҭа ацара	коротаться
аамҭагага аԥхьатә	чтиво
аамҭагара	времяпрепровождение
аамҭазаара	своевременность
аамҭа иацҵаны	сверхурочно
аамҭакала	враз
аамҭакзаара	одновременность
аамҭаклатәи	синхронный
аамҭакьаҿк иалагӡаны	ненадолго
аамҭакьаҿла	кратковременно
аамҭакьаҿла	мельком
аамҭакьаҿла	накоротке
аамҭакьаҿла	ненадолго
аамҭакьаҿлатәи	недолговечный
аамҭакьаҿлатәи	недолговременный
аамҭакьаҿлатәи	непродолжительный
аамҭакьаҿлатәи	эфемерный
аамҭакьаҿра	кратковременность
аамҭакьаҿра	недолговечность
аамҭала аангылара	приостановиться
аамҭала аанкылара	мораторий
аамҭала аанкылара	приостановить
аамҭала аинышәара	перемирие
аамҭала аиҭаҳара	прикапывание
аамҭала аиҭаҳара	прикопать
аамҭала аиҭаҳара	прикопка
аамҭала аихшара	периодизация
аамҭала аԥсахра	подменить
аамҭала аԥсахра	подсменить
аамҭала аҽыԥсахра	подмёточный
аамҭала еиқәымшәо	разновременно
аамҭала еиқәымшәо	разновременный
аамҭала	провизорно
аамҭалара	современность
аамҭалатәи анхарҭа	времянка
аамҭалатәи	преходящий
аамҭалатәи	провизорный
аамҭалатәи	проходящий
аамҭалатәра	преходимость
аамҭалауаҩы	временщик
аамҭала узыԥсахуа	подсменый
аамҭа	монашеский
аамҭанымра	несвоевременность
аамҭа	поливной
аамҭаԥҵәа	давность
аамҭаԥҵәа	регламент
аамҭаԥҵәатә	регламентный
аамҭара	сезонность
аамҭарбага	таймер
аамҭарба	дата
аамҭарбара	датирование
аамҭарбара	датировать
аамҭарбара	датироваться
аамҭарбара	датировка
аамҭаркра	датирование
аамҭаркра	датировать
аамҭаркра	датировка
аамҭа	сезон
аамҭатә	временной
аамҭатәи	временной
аамҭахә	смертный
аамҭахгара	времяпрепровождение
аамҭацәгьа	лихолетье
аамҭа	частнособственнический
аамҭа	черёд
аамҭашәага	хронограф
аамҭа	эпоха
аамҭәа ақәшәазаара	современность
аамҭеихшара	график
аамҭеихшара	периодизация
аамҷыдарахаз	кроме
аамштәи	восьмидневный
аамырбра	гонение
аамырбра	затиранить
аамырбра	притеснение
аамырбра	притеснить
аамырбра	сжить
аамырбратә	притеснительный
аамырбра	теснение
аамырбра	теснить
аамырбра	угнетать
аамырбҩы	гонитель
аамырбҩы	притеснитель
аамырԥшра	скрытность
аамысҭа	помещик
аамысҭатә	помещичий
аамысҭашәадара	невежливость
аамысҭашәадара	неделикатность
аамысҭашәамра	нетактичность
аамысҭашәамра	неучтивость
аамысҭашәатәра	облагораживание
аамысҭашәатәра	облагородить
аамысҭашәатәра	облагорожение
аамысҭашәахара	облагородиться
аамысҭашәахара	облагорожение
аанагара	знаменовать
аанагара	значит
аанагара	значить
аанагара	крыться
аанагара	навеять
аанагара	наездиться
аанагара	намыв
аанагара	наносить
аанагара	обозначать
аанагара	обозначение
аанагара	означать
аанагара	означение
аанагара	подразумевать
аанагара	подразумеваться
аанагара	поступление
аанагара	разуметься
аанагара	следовательский
аанагара	явствовать
аанагра	обозначить
аанахара	подвинуть
аанахәара	захватить
аанахәара	захватчик
аанахәара	поступить
аанашьҭра	дать
аангыла рада	безостановачно
аангылара	замереть
аангылара	замяться
аангылара	застопорить
аангылара	застопориться
аангылара	затормаживание
аангылара	заштилеть
аангылара	мереть
аангылара	остановиться
аангылара	остановка
аангылара	посетовать
аангылара	прекратиться
аангылара	прекращение
аангылара	прерваться
аангылара	пресечься
аангылара	расположение
аангылара	тормозиться
аангылара	фиксироваться
аангыларҭа азааигәатәи	пристанционный
аангыларҭа	станция
аангыларҭатә	остановочный
аангыларҭатә	станционный
аангыларҭа хәыҷы	полустанок
аангылашьа змам	беспробудный
аанда акәыршара	городить
аанда акәыршара	загородить
аанда акәыршара	обвод
аанда акәыршара	обводка
аанда акәыршара	ограждение
аанда аҟаҵара	городьба
аанда алашышра	бараний
аандавых	горбыль
аанда	городить
аанда	забор
аанда	заборный
аанда	изгородь
аандакра	городить
аанда	кран
аанда ҟаҵара	городить
аанда	огород
аанда	огорожа
аанда	ограда
аанда	оплот
аанда	опушка
аанда	подзаборный
аанда	разгородиться
аандатә	оградный
аандатә	опушечный
аандрыхьшь	лунь
аандсаг	рубанок
аанкыдгылара	наезд
аанкылага	закрепляющий
аанкылага	заслон
аанкылага	колодка
аанкылага	пускатель
аанкылага	собачка
аанкылагатә	колодочный
аанкылагатә	томозящий
аанкылагатә	тормозной
аанкылара	братоубийца
аанкылара	воздержать
аанкылара	выдержать
аанкылара	выдерживание
аанкылара	забрать
аанкылара	задержание
аанкылара	задержать
аанкылара	задерживание
аанкылара	задержка
аанкылара	замять
аанкылара	занять
аанкылара	запастись
аанкылара	зарезервировать
аанкылара	застопорить
аанкылара	затормаживание
аанкылара	затормозить
аанкылара	интернировать
аанкылара	ловить
аанкылара	осадить
аанкылара	оставить
аанкылара	оставление
аанкылара	остановить
аанкылара	остановка
аанкылара	отвратить
аанкылара	перервать
аанкылара	перехват
аанкылара	поддержание
аанкылара	поддержать
аанкылара	поддерживание
аанкылара	попридержать
аанкылара	прервать
аанкылара	прерывание
аанкылара	пресечение
аанкылара	пресс
аанкылара	придержать
аанкылара	придерживание
аанкылара	прихватка
аанкылара	сдержать
аанкылара	снятие
аанкылара	снять
аанкылара	схватить
аанкыларатә	томозящий
аанкыларатә	тормозной
аанкылара	торможение
аанкылара	тормоз
аанкылара	удержание
аанкылара	удержать
аанкылара	укрощение
аанкыларҭатә	остановочный
аанкылацәара	передержать
аанкылацәара	передерживание
аанкылашьа амамкәа	неудержимо
аанкылашьа змам	неостановимый
аанкылашьа змам	неудержимый
аанкылашьа	неостановимо
аантәы	ввосьмеро
аантәы	восьмикратный
аантәы	восьмю
аантәы изырҳау	восьмерной
аанхара	завязнуть
аанхара	задержаться
аанхара	замешкаться
аанхара	застрять
аанхара	захряснуть
аанхара	мертветь
аанхара	насидеться
аанхацәара	заграничный
аанхацәара	застояться
аанхацәара	мешкание
аанхацәара	мешкать
аанхацәара	промешать
аанҿас рада	безостановачно
аанҿасрада	незамедлительно
аанҿасрадатәи	незамедлительный
аанҿасра	замереть
аанҿасра	затормаживание
аанҿасра зқәым	безостановочный
аанҿасра ҟамҵаӡакәа	запоем
аанҿасра ҟамҵакәа	безостановачно
аанҿасра	остановить
аанҿасра	остановиться
аанҿасра	побыть
ааныжә	дряхлый
ааныжьны ацара	бросать
ааныжьра	бросать
ааныжьра	зарезервировать
ааныжьра	кинуть
ааныжьра	оставить
ааныжьра	оставление
ааныжьра	отречение
ааныжьра	отречься
ааныжьра	побросать
ааныжьра	покинуть
ааныжьцәара	передержать
ааныжьцәара	передерживание
ааныжьцәара	передержка
ааныҟәара	пошагать
ааныҟәара	пройтись
аанымгылара	продолжаться
аанымгылара	продолжение
аапарпарра	протараторить
аапатара	побредить
аапкра	беситься
аапкра	взбелениться
аапкра	взбеситься
аапкра	забытьё
аапкра	звереть
аапкра	исступление
аапкра	исступлённость
аапкра	нашалить
аапкра	нашкодить
аапкра	озверелость
аапкра	озверение
аапкра	осатанение
аапкра	остервенелость
аапкра	остервенение
аапкра	остервениться
аапкра	очертенеть
аапкра	перебеситься
аапкра	припадок
аапкра	разъяриться
аапк ра	разыграться
аапкра	распалиться
аапкра	расходиться
аапкра	сатанеть
аапкра	стервенеть
аапкратә	припадочный
ааԥаҟьԥаҟьра	побарахтаться
ааԥаҭԥаҭра	побарахтаться
ааԥсазаара	разбитость
ааԥса	загнанный
ааԥса	измождённый
ааԥса	испитой
ааԥсара ахашҭра	расходиться
ааԥсара	вымотаться
ааԥсара	выпахаться
ааԥсарада	безустанно
ааԥсара	загнаность
ааԥсара	замаяться
ааԥсара	замориться
ааԥсара	запариться
ааԥсара	затаскаться
ааԥсара	затомиться
ааԥсара зқәым	безустанный
ааԥсара зқәым	неутомимый
ааԥсара зныԥшуа	испитой
ааԥсара	измаяться
ааԥсара	измождение
ааԥсара	измождённость
ааԥсара	измориться
ааԥсара	измочалиться
ааԥсара	изнурение
ааԥсара	изнурительность
ааԥсара	изнуриться
ааԥсара	изобличение
ааԥсара	истомиться
ааԥсара	истощиться
ааԥсара ҟамҵаӡакәа	неутомимо
ааԥсара ҟамҵакәа	неустанно
ааԥсара	мориться
ааԥсара	набегаться
ааԥсара	наломаться
ааԥсара	намаяться
ааԥсара	намориться
ааԥсара	намотаться
ааԥсара	натопаться
ааԥсара	натрудиться
ааԥсара	отмахать
ааԥсара	притомиться
ааԥсара	смаяться
ааԥсара	умаяться
ааԥсара	умориться
ааԥсара	умучиться
ааԥсара	умыкаться
ааԥсара	упыхаться
ааԥсара	усталость
ааԥсара	устаток
ааԥсара	устать
ааԥсара	утомительность
ааԥсара	утомиться
ааԥсара	утомление
ааԥсара	утомляемость
ааԥсара	утомляться
ааԥсара	утрудиться
ааԥсара	уходиться
ааԥса	усталый
ааԥса	утомлённый
ааԥсацәара	переутомиться
ааԥсацәара	переутомление
ааԥсацәара	переутомлённость
ааԥҭра	зимостойкий
ааԥҭыԥ	стоянка
ааԥхашьара	законфузиться
ааԥхашьара	засмущаться
ааԥхашьара	засовеститься
ааԥхьабжьы	подклик
ааԥхьара	воззвание
ааԥхьара	воззвать
ааԥхьара	вызов
ааԥхьара	зазывание
ааԥхьара	затребовать
ааԥхьара	звать
ааԥхьара	клич
ааԥхьара	манить
ааԥхьаранӡатәи	допризывный
ааԥхьаранӡаҩы	допризывник
ааԥхьара	подманить
ааԥхьара	призвать
ааԥхьара	призыв
ааԥхьара	просить
ааԥхьара	сзывание
ааԥхьара	созыв
ааԥхьаратә	призывной
ааԥхьаратә	призывный
ааԥхьашәҟәы	повестка
ааԥшра	воплотиться
ааԥшра	воплощение
ааԥшра	вскрыть
ааԥшра	выждать
ааԥшра	выискаться
ааԥшра	выказаться
ааԥшра	выразить
ааԥшра	высказывание
ааԥшра	выскочка
ааԥшра	выявиться
ааԥшра	зарисоваться
ааԥшра	наблюдаться
ааԥшра	наметиться
ааԥшра	обнажиться
ааԥшра	обнаружиться
ааԥшра	обрисоваться
ааԥшра	определиться
ааԥшра	отобразиться
ааԥшра	очнуться
ааԥшра	переждать
ааԥшра	покарабкаться
ааԥшра	помешкать
ааԥшра	посмотреть
ааԥшра	пробудиться
ааԥшра	пробуждение
ааԥшра	проредактировать
ааԥшра	прорезаться
ааԥшра	проснуться
ааԥшра	протереть
ааԥшра	проявиться
ааԥшра	проявление
ааԥшра	прояснение
ааԥшра	прояснеть
ааԥшра	разоблачиться
ааԥшра	раскрывание
ааԥшра	раскрытие
ааԥшра	сказаться
ааԥшра	смотрение
ааԥ шра	смотреть
ааԥын	весенний
ааԥын	весна
ааԥынлаҵарақәатә	яровой
ааԥынлаҵарақәа	яровые
ааԥынлаҵаратә	яровой
ааԥынԥхьатәи	предвесенний
ааԥынра	весна
ааԥынтәи	вешний
ааԥынцәаӷәара	весновспашка
ааԥышәарччара	заулыбаться
аара адҵара	обвинение
аара адҵара	обвинить
аара	взойти
аара	вина
аара	восходить
аара	всхожесть
аара	выступить
аара	грясти
аара	заезд
аара зду	виноватый
аара зду	виновник
аара зду	виновный
аара	корениться
аара	лезть
аара	настать
аара	наступить
аара	наступление
аара	отделение
аара	отделиться
аара	подкатить
аара	подступить
аара	посещаемость
аара	поступить
аара	поступление
аара	прибывание
аара	прибытие
аара	прибыть
аара	приезд
аара	приехать
аара	прийти
аара	прилёт
аара	прилить
аара	притечь
аара	притопать
аара	приход
аара	пришествие
аара	прищур
аара	пробиться
аара	провинность
аара	произрастание
аара	прорастание
аара	проредактировать
аара	прорезать
аара	прорезаться
аара	резаться
аара	рост
аара	слёт
аарбра	приживить
аарбра	приживление
аарбра	притулить
ааргара	затребование
ааргара	затребовать
ааргьежьра	завертеть
аарӷьарӷьарра	побренчать
аарӷьарӷьарра	погреметь
аарзазара	всколыхнуть
ааркца	восьмигранник
ааркца	октаэдр
аарқәацара	шевельнуть
аарқәацара	шелохнуть
аарла	едва
аарла иубо	смутный
аарла	неспоро
аарла	смутно
аарлахҿыхра	повеселить
аарлаҳәа аҟазаара	колотиться
аарлаҳәа	едва
аарлаҳәа ианубаало	расплывчато
аарлаҳәа	натяжка
аарлаҳәа	туго
аарла	чуть
аарлашара	взблеск
аарлашара	взблескивание
аарлашара	взблеснуть
аарлашара	посветить
аарԥхара	погреть
аарԥшра	будить
аарԥшра	воплотить
аарԥшра	воплощение
аарԥшра	вскрывание
аарԥшра	вскрытие
аарԥшра	выискивание
аарԥшра	выказать
аарԥшра	выразить
аарԥшра	высказать
аарԥшра	выявить
аарԥшра	выявление
аарԥшра	докопаться
аарԥшра	изобличение
аарԥшра	изображение
аарԥшра	изобразить
аарԥшра	изобрести
аарԥшра	изъявить
аарԥшра	изъявление
аарԥшра	изъяснить
аарԥшра	обнажить
аарԥшра	обнародовать
аарԥшра	обнаружить
аарԥшра	отображение
аарԥшра	отобразить
аарԥшра	передать
аарԥшра	передаться
аарԥшра	подать
аарԥшра	пробудить
аарԥшра	пробуждение
аарԥшра	проявить
аарԥшра	проявка
аарԥшра	проявление
аарԥшра	прояснение
аарԥшра	разрисовать
аарԥшра	раскрывание
аарԥшра	раскрытие
аарԥшра	раскрыть
аарԥшратә	изобличительный
аарԥшра	явление
аарԥшра	являть
аарԥшыга	изобретательский
аарԥшыга	определитель
аарԥшыга	проявитель
аарԥшыга	проявочный
аарԥшымҭа	открытие
аарԥшҩы	изобличитель
аартра	вскрывание
аартра	вскрытие
аартра	вскрыть
аартра	наружу
аартра	отворить
аартра	отдраить
аартра	откровение
аартра	открыть
аартра	откупоривание
аартра	откупорить
аартра	откупорка
аартра	отпирание
аартра	почать
аартра	прямолинейность
аартра	прямота
аартра	развёртка
аартра	разжать
аартра	разомкнуть
аартра	раскрывание
аартра	раскрытие
аартра	раскрыть
аартра	раскупоривание
аартра	раскупорить
аартра	раскупорка
аартра	распечатать
аартра	растворить
аартра	расщемить
аартра	рсть
аартыга	отмычка
аартызаара	прямолинейность
аартызаара	публичность
аартҩы	открыватель
аартҩы	первооткрыватель
аархара	долбануть
аархара	класть
аархара	накатать
аархара	наличный
аархара	наложение
аархара	наносить
аархара	подрезание
аархара	подрезать
аархара	поразить
аархара	поставить
аархара	разить
аархара	ударить
аархәара	отдать
аархьархьарра	погреметь
аарҳәара	завалить
аарҳәра алагара	заворочать
аарҳәра	ворошить
аарҳәра	вывернуть
аарҳәра	выворот
аарҳәра	выворотить
аарҳәра	запрокинуть
аарҳәра	изрыть
аарҳәра	кантование
аарҳәра	кантовать
аарҳәра	лицевание
аарҳәра	лицевать
аарҳәра	лицовка
аарҳәра	обернуться
аарҳәра	оборотить
аарҳәра	обратить
аарҳәра	обшаривание
аарҳәра	обшарить
аарҳәра	опрокидывание
аарҳәра	опрокинуть
аарҳәра	перевернуть
аарҳәра	переворачивание
аарҳәра	переворот
аарҳәра	переворошить
