убри иабзоураны Шәарах иоузар акәхап, усҟантәи аамҭазы уарлашәарлада иҟамыз, наука мҩала аҳәаанырцәҟа Ҭырқәтәылаҟа. 	поэтому даже ездил в редкую по тем временам заграничную научную командировку в Турцию. 
жәаф шықәса рышьҭахь	через шестнадцать лет
1958 шықәсазы	 в 1958 году
Аҟәа иааҩит хараӡа Италиа, Черменате ҳәа изышьҭоу аҭыԥ иналганы, Комо аӡиа азааигәара	в Сухуми пришли сведения, что в далекой Италии, за окраиной местечка Черменате, недалеко от озера Комо
Иара иеиԥш алахьынҵа змаз реиҳараҩык реиԥш. 	как и большинство других людей со схожими судьбами. 
Италиа аҳәаа иахьазааигәаз	из ближайших к границам Италии
Данҭахаз арыцхә – ҩажәи ԥшьба апрель 1945 шықәса 	а дата гибели – двадцать четвертое апреля 1945 года 
шаҳаҭра ауеит аибашьра анҵәамҭахь инеиаанӡа дшеибашьуаз	свидетельствовала, что он сражался  до конца войны
ҩымчыбжьа заҵәык рыла дшахьымӡаз Аиааира мшы!	всего-навсего двух недель не дожив до Дня Победы!
Инапҩыра аҭоурых ҳалацәажәозар,	Что касается истории его рукописи,
фымз рыҩнуҵҟа акьыԥхь азырхиара сахьынӡаҿыз. 	за те полгода, что я готовил к печати.
Дцо даналага, абӷьыцқәа ааиқәыршәаны апапка инагәылеиҵеит. 	Уезжая, сложил листы в папку
апапка апортфель инҭеиҵеит	папку положил в портфель
иан длыҳәан, ацаԥха аалымихын, ашәындыҟәра аҵа апортфель нҭаргыланы. 	попросил у матери ключ от сундука, сам положил этот портфель на дно
инапала  ашәындыҟәра наиркит.	сам запер сундук.
ацаԥха иан иналыҭауа, ус лаиҳәеит:	Отдавая ключ матери, сказал ей: 
Абарҭ ақьаадқәа  сара схынҳәаанӡа бшәындыҟәра иҭаҵәахызааит.	Пусть эти бумаги лежат у тебя в сундуке до тех пор, пока я не вернусь.
Ҿылҭӡомызт.	Молчала.
Иҟалап, лыҷкәын дахьжыз лыблақәа рыла ианылымба, иҭахара агәра лзымгозҭгьы.	Может быть, так и не увидев могилы сына, продолжала не верить в его смерть.
Анс акә, арс акә, уи лыԥсы ахьынӡаҭаз, ашәындыҟәрахьтә апортфель цәырылгомызт	Во всяком случае, ни разу до самой кончины не достала портфель из сундука
Шәарах Кәаӡба инапҩыра хәышә инарықәгәыӷуа, иаҳа иҭырҳәыцааны иуҳәозар, ԥшьышәи ԥшьынҩажәи ҩба бӷьыц ыҟан	рукопись Шараха Квадзбы состояла почти из пятисот, точнее, четырехсот восьмидесяти двух листов. 
еивҵаԥсаны нбан ссала, анҵәамҭахь унаскьацыԥхьаӡа иаҳа ирццакны, аха аԥхьарагьы маншәаланы иҩын.	исписанных мелким, иногда, особенно ближе к концу, торопливым, но разборчивым почерком.
Анапҩыра агәҭахьшәа иагәылан ҩ-даҟьак машьынкала икьыԥхьыз. 	В середине рукописи были заложены две машинописные странички. 
Шә. Кәаӡба аибашьрахь дцаанӡатәи иавтобиографиа, арыцхәгьы аҵаҩын нанҳәа 1940 шықәса	датированные августом 1940 года, довоенной автобиографии Квадзбы. 
аха ани аублаақәа ирҷаныз абҩатә быкь ҳмузеи афондқәа зегьы иаарылукаартә иҟан, иагараангьы сахәаԥшхьан	но трубу эту убыхского происхождения, вещь редкостную, весьма заметную в фондах нашего музея я потом не раз видел
аха Шәарах Кәаӡба имҭаны абра ишаанагаз сыздырумызт.	только не знал, что это дар Шараха Квадзбы.
макьана изеилымкаакәа ишыҟоу акыр адгьыл ҭыԥхьыӡқәеи, иара убас аҭоурыхтә хаҿқәеи.	для него пока еще остаются невыясненными многие топонимические названия, а также некоторые исторические личности. 
Кавказтәи аибашьра анҵәамҭазы	В конце Кавказской войны
аублаақәа ишьҭырхыз анымшәара рхаҿы иааганы	столкнувшись с непримиримой позицией убыхов
аҳәынҭқар иеиҳабыра аублаақәа рԥызацәа иалырхырц	царское правительство предложило убыхским вождям выбрать
Аублаақәа рԥызацәа иалырхит, ҭоурыхла хара анаԥшра згыз амҩа	вожди убыхов выбрали то, которое исторически оказалось наиболее недальновидным. 
1864 шықәса рзы, рԥызацәа ирхьыԥшны	в 1864 году, следуя за своими вождями
уи ашьҭахь афырҭын бааԥс еимнарбӷьыжәааз аԥсаатә еиԥш, алахьынҵацәгьа иҟьаны ирыланаԥсеит Ааигәатәи Азиа атәылақәа жәпакы.	а вслед за этим, как ослабевших птиц, судьба разбросала их по многим странам Ближнего Востока.
Аублаа рбызшәеи рҭоурыхи кавказдырраҟны шьарда иаҵанакуеит	язык и история убыхов очень важны для  кавказоведения
исԥыхьашәеит зыхьыӡ дыру Европатәи кавказдырҩык иаацҳамҭа	мне попалось на глаза сообщение одного из видных европейских кавказоведов 
уи ишиҩуаз ала, аублаақәа ирхылҵыз, Ааигәатәи Азиа тәылак аҿы	который писал, что среди потомков убыхов, переселившихся в страны Ближнего Востока
ҩ-қыҭа паҿқәак ирыланхо ауааԥсыра рхыԥхьаӡарахьтә, аублаа бызшәала ицәажәо жәафҩык аанхеит.	в двух небольших соседних между собой селениях осталось еще шестнадцать человек, говоривших на убыхском языке.
АКТӘИ АШӘҞӘЫ	КНИГА ПЕРВАЯ
Аҽыуардын сахьаақәҵыз сгылоуп снаԥшы- ааԥшуа, схы ахьсырхара сзымдыруа.	Слезая с повозки,  стою, гляжу и не знаю, куда идти.
ашоурацәгьа маҷк аҟара ихҽхьан	Жара теперь чуть-чуть спала
аԥша ҟәанда, амҩақәа рҿы бла иамбо ҳәымсаг дуӡӡак еиԥш асаба ныԥхьанаҳәҳәон.	теплый ветер, словно огромный невидимый веник, метет пыль по дороге.
Арыӷьарахь ихараны иубарҭоуп ақыҭа	Справа вдали виднеется деревня
Сгылоуп, иџьасшьо сахәаԥшуеит ари сасзы итәыму адгьыл.	Стою и с удивлением смотрю на эту чужую мне землю.
Абри анышә аума рыбаҩқәа згәыҵаҳәҳәоу?	 в этой земле лежат их кости?
рацәак даумкәа хаҵак	Не очень высокий мужчина 
Бирам иакәзаап.	это все-таки Бирам. 
– Аброуп иара иҩны.	– Здесь его дом.
– Уахь акәым - арахь.	– Не там – тут.
ҩаԥхьа инапы наирхеит	Он снова показывает пальцем
убасҟан ауп иангәасҭа уи аҩны.	Тогда я заметил  этот дом.
- Ара уԥшыз.	– жди здесь.
Заурҟан аҩны дыҟазар еилыскаап	Я узнаю, дома ли Зауркан.
Шәышықәса!	Сто лет!
Дыҟамзар ҳәа сшәоит, уажәшьҭа ила ҳгәанаҭахьазаарын.	– боюсь, что сейчас его нет дома, его собака б уже нас заметила.
Иажәа алгаха имҭакәа, лак аахықәгылан, ашра иналагеит	Но не успевает он этого сказать, как выскакивает собака и начинает лаять
Ала ашра иааҟәыҵын, сара сахь иааԥшуеит.	Собака перестала лаять, и смотрит на меня.
Иаҵанакӡозеи абызшәаҵара анауказы иареи сареи ҳаиқәшәара?	Что значит для языковедения моя встреча с ним ?
Абар Бирамгьы	 вот и Бирам
уажәоуп иангәасҭа, ишьапы ӷәӷәала иҵишьуазаап.	Только сейчас я заметил, оказывается, он сильно хромает.
– Заурҟан аҩны дыҟоуп.	– Зауркан дома.
уажәы дықәиоуп	Сейчас он лежит 
иԥсы ишьоит	Он отдыхает 
уажәы дгылоит, уидикылоит	сейчас встанет и примет тебя
иҳәоит иара	говорит он
Анышә мардуан ала ҳаҩхалан, аҩны аԥхьа ҳаагылт.	Мы поднялись  по земляным ступенькам и остановились перед домом. 
Руак ашьапаҿы атәарҭа адҟаҵалоуп, убра ҳнықәтәеит Бирами сареи	Под одним из них стоит скамейка, и мы с Бирамом присаживаемся на нее
Исыдуҵаз узаазгеит ҳәа иасҳәеит, аха ҿимҭит.	Я сказал ему, что принес то, что он велел, но он ничего не ответил.
бжеиҳан аҭак ҟаиҵом.	Он часто ничего не отвечает.
Саанхеит сымацара	Я остался один
– Бзиала уаабеит!	– Добро пожаловать!
– иҳәеит уи ҭырқә бызшәала	– говорит он мне по-турецки
дааҭгыланы, иарӷьа напы игәышԥы аҟынӡа ишьҭыхуа.	останавливаясь и поднимая  правую руку до груди. 
– Бзиара убааит!	– Добрый день!
сҳәеит саргьы ҭырқә бызшәала.	Отвечаю я по-турецки 
– Иахьа цәгьаӡа ишоуран.	– Небывалая жара стояла сегодня.
– Аа, иахьа даара ишоуран! - сҳәеит саргьы.	– Да, было очень жарко, – сказал я тоже. 
аҭесԥыҳә аимхәыцқәа ахьеиҿаԥсоз абжьы саҳауан.	я слышу пощелкивание четок.
«Сышԥалагари?	«Как начать?
– схәыцуеит сара.	– думаю я.
– Заҟа шықәса шәхыҵуеи?	– Сколько вам лет?
– Сықәразы акәхап узааиз?	– Наверное, ты пришел  ко мне из-за моего возраста?
уаҳа уззаарыз ҳәа акгьы сымам.	Ничего другого,что привело бы тебя ко мне, у меня нет. 
–Аброума шәара шәахьиз?	– Вы родились здесь?
– сҵаауеит сара	– спрашиваю я
– Сара сахьиз аракәӡам, ихароуп!– иҳәеит уи.	– я родился не здесь, очень далеко! - сказал он. 
– Уара уабатәида, уабантәаауеи?	– откуда ты? И откуда приехал?
Асовет Еидгылантәи.	Из Советского Союза.
– Ишԥа?	– Как?
– даҽазнык дҵааит уи, илымҳа инапы надкыланы.	– переспрашивает он, поднося ладонь к уху.
– Асовет Еидгыла.	– Советский Союз.
Урыстәыла.	Россия.
Кавказ.	Кавказ.
Аԥсны.	Абхазия.
Кавказ.	Кавказ.
Аԥсны.	Абхазия.
– Ааи, Кавказтәуп, Аԥснытәуп сара.	– Да, я с Кавказа, из Абхазии.
– Узмилаҭда уара?	– Какой ты национальности? 
дааццакны ибжьы неиҵихит аҭаҳмада, исымҳәар ҳәа дшәозшәа.	спрашивает он поспешно, так, словно боится, что я не скажу. 
– Саԥсыуоуп сара, Аԥснынтәи саауеит!	– Я абхазец, я из Абхазии приехал.
– Уаԥсыуоума?	– Ты абхазец?
О, Аллаҳҭаала, шьарда зымчу, изакәызеи исаҳауа!	О Аллах всемогущий, что я слышу!
–	–
абарҭ ажәақәа аҭаҳмада иҳәеит ицқьакәакәараӡа аԥсышәала	Старик произносит эти слова на чистом абхазском языке
ажҩан ахь инапқәа иҩарханы.	подняв руки к небу.
– Ааи, саԥсыуоуп, Аԥснынтәи саауеит!– еиҭасҳәеит сара, аха ожәы аԥсышәала.	– Да, я абхазец, я приехал из Абхазии! – еще раз повторяю я, но теперь уже по-абхазски.
– О, изакә гәырӷьароузеи иаалырҟьаны исзааугаз!	– О, какую радость принес ты мне!
заҟа ҵуазеи аԥсыуак дсымбеижьҭеи.	Сколько лет я не видел ни одного абхазца.
иԥсыз ауаа гылан адәы иқәлар аха аԥсышәак саҳауеит ҳәа сыҟамызт.	скорей мертвецы воскреснут, чем я еще раз услышу абхазскую речь.
сшуцәтәымуаҩым удыруазааит!	– Знай, что я не чужой тебе!
сан разҟыцәгьа даԥсыуа ҭыԥҳан	Моя несчастная мать была абхазкой
Ҵабалтәын, Шаҭаа дырҭыԥҳан.	из рода Шат-Ипа, из Цебельды.
Иухьӡузеи?	Как твое имя?
Утәа, утәа, агылара уара иуаҭәам!	Садись, садись, тебе не положено стоять!
Уахаҵәҟьа иаасықәшәан сыԥсыргьы	Если я сегодня же ночью умру
иҽизеиқәкуамызт аҭаҳмада	Старик никак не мог успокоиться
дааиуан абас ҳәауа еиҭаҳәауа: – Асас ду дысҭоуп иахьа.	Ходил раз за разом повторяя все одно и то же: – У меня сегодня большой гость.
сахьиз, сахьааӡаз адгьыл аҟынтәи дааит, сибарц дааит.	Он приехал ко мне оттуда, где я родился, чтобы увидеть меня.
аублаақәа асас идкылашьагьы рдыруан	убыхи знали, как принимать гостей
амца ахы неихәлеиҵеит	разжигает огонь
Аҽҳәа нырцә-аарцә аҟәардә лаҟәқәа гылоуп	У очага несколько низких скамеек
аҭӡамц ацәардаӷәы икҿоуп	у стены нары
Зегьынџьара ицқьакәакәараӡа еилыргоуп.	Везде чистота.
Аха дарбан?	Но кто?
Ус дхынҳәуеит гәыдкылак афархь иманы.	Он возвращается с охапкой хвороста.
– Ус ауп, дад Шәарах, ус ауп!	– Вот так, мой дорогой Шарах, вот так!
аԥсшәа схамышҭӡеит	я не забыл абхазский язык
Сан ислырҵеит лбызшәа	моя мать научила меня своему языку
Ус даацәырҵуеит иара	Но вот появляется и он сам
уажәы еиқәаҵәа маҭәала деилаҳәоуп	Теперь он в черной одежде 
ҳаракуп	высокая 
Иахьа сара исзынханы иҟоуп	Сегодня она у меня
Абри еиԥш абыкь, аублаатәыла ҳанынхоз, сабгьы иман	Когда мы жили в стране убыхов, у моего отца была такая же труба
зегьы ирдыруан Ҳамырза асасцәа шиҭаз.	все знали, что к Хамирзе приехали гости.
Нас, иахагьы игароуп абри абыкь абжьы	Так пусть же эта труба протрубит и в эту ночь
аублаақәа ирдырроуп асас дахь,  саншьа бзиахә дшысҭоу!	 убыхи должны узнать , что у меня в гостях близкий человек, мой дядя по матери!
абыкь иманы дындәылҵит аҭаҳмада.	старик выходит с трубой в руках.
саргьы снаишьҭалеит, уамашәа ибо.	Я в недоумении выхожу вслед за ним.
Аҵла  днараҩсны, ахықә дықәгыланы, абыкь асра далагеит.	Миновав деревья, он останавливается над обрывом и начинает трубить.
Ицоит урҭ абыжьқәа аҩны ахыбра иахылҵуаз алҩаҵә еиԥш	Эти звуки поднимаются, как дым над крышей дома 
иҵегьы иргәаҟганы изымгозеи уи абжьы	почему эта труба не закричит еще жалобнее 
изаҳауа зегьы аҽыр-ҽырҳәа иарҵәыуартә. 	так, чтобы заплакали все, кто ее услышит.
Игоит аҵыхәтәантәи аублаақәа рбыкь абжьы	Трубит последняя труба убыхов
аҵыхәтәантәи аублаақәа рбыкь еиқәтәеит	Последняя труба убыхов замолкла
аха аҵыхәтәантәи амца еиқәуп макьана.	а последний очаг пока еще горит.
аха, суҳәоит, иахьа уԥсы шьа	но прошу тебя, сегодня отдохни
– Утәа, дад, утәа, уи урҭқәа издырӡом, -  иҳәеит Заурҟан.	– Садись, дад, садись, он не знает такое, – говорит Зауркан.
Зны-зынла Заурҟан ҭырқә бызшәала дхәыҭхәыҭуа ажәақәак наиеиҳәоит	Иногда он говорит Зауркану что-то по-турецки
дҩагылоит Заурҟан	Зауркан поднимается
Нас ауада агәҭа даагылан, усгьы ҿааиҭит:	Потом остановился в  середине комнаты и сказал:
– Аҳы, дадраа ахьырԥар	– А ну, молодые люди
Адәахьы илашьцоуп иҭынчроуп.	На дворе темно и тихо.
нас дааскьан, аҵла даамҵагылеит	Потом он подходит к дереву
инапы накәыршаны: – Ибуазеи, сан, былахь зеиқәузеи иахьа?	и, обхватив рукою: – Моя мать, почему ты так грустна сегодня?
Исгәаламшәои, ҳара ианаҳмаҳауаз, башьцәа гәхьааганы ԥсышәала амыткәма шыбҳәоз.	Я ведь помню, как ты тайком от причитала по-абхазски о своих оставленных братьях.
Бара дбашьахаҭамзаргьы, даԥсыуами.	Пусть он не твой кровный брат, но он все же абхазец.
биацәажәа, издыруада, башьцәа рхабарк беиҳәар.	Поговори с ним, кто знает, может быть, он что-нибудь знает о твоих братьях.
исгәалашәоит, ԥсыуак ҳаҩны данымҩахыҵлак	Я помню, как, если к нам приезжал абхазец
данцозгьы	И когда он уходил 
Мзымҭа	Мзымта
 ҳасас, Шәарах Кәаӡба	Наш гость, Шарах Квадзба
аҩныҟа дхынҳәит Заурҟан	Зауркан вернулся домой
ибжьы ҩеиҵыхны ҿааиҭит:	и возвышая голос сказал:
нас дықәҵәиаауа ацәажәара дналагеит аублаа бызшәала	Он вдруг начинает говорить на убыхском языке
теориала аҵара сыҿын акәымзар, уажәада исмаҳац уи абызшәа.	я теоретически изучал его, но еще никогда не слышал.
саигәа дгылан шәышықәса зхыҵуа ауаҩы аԥсцәа драцәажәо.	рядом со мной столетний человек разговаривает с мертвецами.
Аҩны аԥхьа Бирам ҳнапқәа ааҳирӡәӡәеит.	Бирам на пороге дает нам помыть руки.
– Нарчоу, итәараны иҟаз зегьы тәама?	– Нарчоу,все ли, кому положено сесть, сели?
иахьа иаҳҭоу ҳасас иаҟара амчра змоу даҽаӡәы ҳара ҳаҩны дымҩахыҵран дыҟам.	Сегодня у нас с вами такой почетный гость, наверно, в наш дом уже никогда не зайдет никто дороже его!
Уи даншьоуп	Он  дядя 
Заурҟан дгылоуп, ихы ҩышьҭыхны	Зауркан стоит с поднятой головой.
сихәаԥшуеит аҭаҳмада	Я смотрю на старика
алҩаҵә рыхҟьо акәаци абысҭеи збоит	Я вижу дымящееся жареное мясо и мамалыгу
Изҳәада аублаа уаҳа иҟам?	Кто сказал, что убыхи уже не существуют?
абар дара тәоуп, рыбызшәа саҳауеит...	Вот они сидят, я слышу их язык...
Аԥшәма  игәаԥхарала, ачара толбашьс иалху	по предложению хозяина выбранный тамадой
Саԥхьа дтәоуп, ибӷа аҭӡывара инкыдҵашәа.	Он сидит напротив меня, прислонившись спиной к стене.
Заурҟан ҿиҭуам.	Зауркан молчит.
Акаҳуа ыжәны ҳаналга	когда мы допили кофе
ашьшьыҳәа дҩагылеит ус сеиҳәеит:	медленно поднялся и сказал мне: 
– Дад, Шәарах,уахала уаҳа усыргәаҟуам.	– Дад Шарах, я не побеспокою тебя больше этой ночью.
уааԥсамкәан уҟам	Ты устал 
ушьҭал, уԥсы шьа.	ложись и отдохни.
инапы нақәикит санааҩналаз аахыс сылаԥш иҵашәаз, абамба хыза зныршәлаз ашьҭаларҭа.	Он показывает мне рукой на тот топчан с ватным одеялом, который я заметил сразу же, как только вошел. 
–Цәамҭхаа уоуааит,	– Спокойной ночи,
макьана имгылац рацәаҩуп	Многие еще не встали 
Бирам аҭаҳмада дхынҳәаанӡа сиарҭа ахьыҟаз сирбеит.	 Бирам, пока старик не вернулся, показал мне, где моя кровать.
Уи ауха лацәааихьшь сзыҟамҵеит.	В ту ночь я так и не заснул.
Аҭаҳмада ишьҭыбжь саҳауан	Я слышал шаги старика 
ихы дацәажәоит	разговаривает сам с собой
адәы днықәлоит, аҩны деиҭааҩналоит.	то бродит по двору, то заходит в дом
Ианаацәылаша, ихы нықәиҵеит	А когда рассвело, он лег 
аха сара уажәшьҭа сзыцәомызт	Но я уже не мог уснуть 
сыблокнот счамадан иааҭыхны аҩра сналагеит	я вынул из чемодана свой блокнот и начал писать 
Аха ибашазаарын сгәыҩрақәа.	Но опасения мои были напрасны.
иара ихала сара сҟнытә иуаҳарц иуҭахузеи ҳәа дсазҵааит.	он сам спросил у меня, что я хочу услышать от него.
ианиасҳәа дызнысыз иԥсҭазаара аҭоурых саҳарц шысҭаху	когда я сказал ему, что хочу услышать от него историю его жизни
избанзар, иара ида уи абызшәа здыруа уаҳа уаҩ дшыҟам	Потому что, больше нет никого кто знает этот язык, кроме него 
 ихы ааирҵысит.	Он кивнул.
Аха адырҩаҽны инаркны, ҳаидшылан ҳус ҳаҿын,	Но уже на следующий день мы взялись с ним за дело,
мызкы инеиҳаны, инҭырҳәцааны иуҳәозар, 34 мшы 	больше месяца, а точнее, 34 дня 
Бирам мышкы знык, еиҳарак ҩынтә дааиуан	Бирам приходил один, но чаще два раза в день 
иҳазхаша афатә ҳзааигон. 	приносил нам еду, которой мы вполне обходились.
Иамазма иара аублаа бызшәа ахатәы диалектқәа?	имел ли убыхский язык свои диалекты?
Заурҟан Шәача аӡиас амшын иахьалалоз дынхон	Зауркан жил у устья реки Сочи
уи Аублаатәыла агәҭа акәын	Это было  центром края убыхов
аҭаҳмада шьҭалара данцалак, ҳаицәажәараан сызхьымӡаз рынҵара сналагон	когда старик укладывался спать, я дописывал то, чего не успел записать во время беседы
зны-зынлагьы иааркьаҿӡаны, уашьҭан исхамышҭырц азы згәаҭақәакгьы ныҟасҵон.	 в некоторых случаях коротко, просто чтоб не забыть, делал заметки.
Аха хра зланы иҟаз,  Заурҟан иажәабжьқәа ракәын.	Но главным, конечно, были рассказа Зауркана 
АҨНЫ ҲАНЫҞАЗ	Когда мы были дома
 уан узхылҵыз духашҭраҳа. 	как ты  не способен забыть свою мать.
Мраҭашәарахь аедыгьқәа ҳгәылацәан, мрагыларахь – аԥсуаа.	На западе  нашими соседями были  адыгейцы, на востоке - абхазцы.
Аублаа бызшәа уеизгьы схатәы бызшәа акәын	Убыхский язык итак был мои родным языком
санҩыҵшәа инаркны, иара саҳауан аҩнгьы , ҳаҩнаҭа анҭыҵгьы.	с самого детства и у нас дома, и вокруг дома я слышал его. 
Исгәалашәоит	Помню
ачарыц зҭаз аҳаҭа	бурдюк, полный зерна
Исгәалашәоит, зны 	Один раз, помню
дааҭгыланы  ислырбеит, ашышкамсқәа 	она остановилась и показала на муравьев
– Арҭ ныҟәара амҩа иқәуп. 	– они идут в поход.
 аха уара иулшару?	Но сможешь ли ты?
– Ишԥасылымшои, уажәы ибсырбап!	–Как не смогу, сейчас покажу! 
– сҳәан, сшьапы ҩышьҭысхит, ашышкамсқәа снарыӷрагыларц	– сказал я и поднял ногу, чтобы наступить на муравьев
аха санду саанылкылеит	 но моя бабушка остановила меня
Ашышкамсқәа ушыриаауа сурбарц аума иуҭаху?	Хочешь показать мне, что ты победишь муравьев?
Зны-зынлагьы иҟалалоит убас, дхәыҷны, дыԥсыҽны, арахь ахшыҩ ду иманы.	Ведь иногда самый маленький и слабый бывает самый умный.
санду исалҳәеит   лакәк.	Моя бабушка рассказала мне сказку.
Зны изгәамҭаӡакәа шышкамск днаӷрагылт	Однажды, он нечаянно наступил на муравья
– Уабатәи уаҩагоу, ушьапы ахьургыло узымдыруа амҩа иану?	– Какой это дурак идет, не глядя под ноги?
агәы нырханы ицәажәеит ашышкамс	Сказал муравей, рассердившись
– Уӡарагьы ас изпоузеи? 	– А почему у тебя такая тонкая талия?
– шықәсык заҟа узыфарызеи?	– Сколько ты сможешь съесть за год?
 Иаабап	Посмотрим

иҳәеит  ауаҩы	сказал человек
ашышкамс чарыцк намҵаиршәит	бросил муравью  зерно пшеницы
Шықәсык ниасит	Прошел год
акәалаԥ ааиртит	он открыл коробочку
ашышкамс чарыцбжак ауп иафаз.	муравей съел  только ползерна.
– дҵааит ауаҩы. 	– спросил человек.
Сан 	Моя мать
ишуасҳәаз еиҧш	как я уже говорил тебе
даԥсыуа ҭыԥҳан	была абхазкой
Ҵабалтәи Шаҭаа ирылҵыз 	из Цебельды, из рода Шат-Ипа
Санхәыҷыз	Когда я был маленьким 
саныҩеидас	когда я стал подростком
саншьцәа	Братья моей мамы 
Ара сырзыӡырҩуан Нарҭаа рлакәқәа	Здесь я слушал сказания о нартах
Абрыскьыл фырхаҵа иажәабжьи	И сказание о герое Абрскиле 
уара иуҳәо ииашаҵәҟьазаргьы, сара сзы иҵабыргым.	даже если то, что  ты говоришь правда, для меня это неправда.
зегьакоуп	все равно
ацәажәара иаҿын 	 разговаривали
узеилкаама уара?	Ты понял ?
Иара	Он
аӡыршьҭра	Русло 
ианааҭабо	Когда засохнет 
усҟан	Тогда 
абжьгьы	И звук 
урымҵагылазар	Если ты стоишь под ними 
иумаҳаӡеи урҭ еибырҳәоз?	Ты не услышал о чем они говорили? 
Зышықәсан 	в тот год
аӡын гәҭаны 	в середине зимы
ара	Здесь 
аԥсаатәқәа	Птицы 
Иумаҳаӡеи, нас, рашәақәа зларҳәо рыбызшәа?	Разве не услышал ты язык их, которым они поют свои песни? 
Maп, дад Шәарах	Нет,дорогой Шарах
уара угәы ишаанаго еиԥш	как тебе кажется
ус иаармариан абызшәа бжьаӡуам	язык не умирает так просто
избанзар	потому что
иҭаҵәахуп	Спрятаны 
уи адагьы	Кроме этого 
ауаҩ	Человек 
ибз анҵәамҭаҿы	На кончике его языка 
Аӡы, адгьыл, ахаҳәқәа	Вода, земля, камни
Сызхылҵыз нхацәан.	Мои предки  были крестьянами.
Сабду сихьӡаанӡа дыԥсхьан	Мой дед умер до моего рождения 
дыҟан	Был 
исарҳәон	мне рассказывали
аамсҭак иҿы	у дворянина
убри алагьы иҭаацәа ныҟәигон	И этим кормил семью 
Саб, Ҳамырза, адгьылқәаарыхра напаиркит. 	мой отец, Хамирза, стал земледельцем.
Ааишьа заҵәык хаҵа дцахьан	только Айша была замужем 
 Шьхагәара ҳаман	У нас были улья 
Аџьықәреи	Кукуруза 
ацхеи ацәеи	мед и воск
 џьыкаки, сапынки, ашәақьхәшәи ааҳхәон. 	покупали  соль, мыло,  порох.
Аарҩареи аӡысаамҭеи аныҟаз	Когда бывала засуха и сильные дожди 
саби сареи, сашьаеиҵбы Мата аҩны дааныжьны	Я и отец, оставив моего младшего брата Мату дома
Шәача аӡиас аԥсҭахьы шыцԥҟара ҳҩаскьалон.	уходили по реке Сочи вверх по течению рубить самшит. 
аамсҭцәа рыхшара ааӡара анхацәа иргон.	крестьяне брали на воспитание детей из дворянского рода.
иара	Он
ҳара	Мы 
аҭаацәа	Семья 
ҳадагьы	Кроме нас 
зегьы	Все 
хәыԥҳас дрыԥхьаӡон.	Считали его молочным братом. 
Иман адгьыл	У него была земля
Абна 	Лес
иара убас	Также
акакан, ацха, аҩы	орехи, мед, вино
дасу илшоз. 	кто что мог.
Аублаатәи аамсҭа зегь раԥхьаӡагьы – деибашьҩын. 	Убыхский дворянин в первую очередь - был воином.  
иахьеи уахеи 	днем и ночью 
иҽи	Его конь 
икәадыри	Его седло 
иабџьар	Его оружие
 Аҩны иман  амаҵуцәа.	дома у него были  слуги. 
Саб Ҳамырза 	Мой отец Хамирза
