аартра амуит, даҽа ҟаҵарак алхтәума?	открыть не удалось, выбрать другое действие?
аартра ахәҭақәа арбалатәуп	показывать элементы раскрытия
абжьаргыла ахықәкы ахьӡынҵа	список целей вставки
абжьаргыларҭа акәаԥ унарбома	показывается ли точка вставки
абжьытә фаиқәа рзыӡырҩра:	прослушивать звуковые файлы:
абзацаҿ иагоу ацәаҳәақәа рыбжьара ақәыԥшылара пиксельла	пикселей в пространстве между перенесёнными строками в абзаце
абзацтә хьаҵра, пиксельла	абзацный отступ, в пикселях
абираҟ- апытҟәыр ма арадио- пытҟәыр аиндикатор ашәагаа ма	размер индикатора кнопки- флажка или радио- кнопки
абитқәа рхыԥхьаӡара ҟьаԥсрак аҿы	число битов на плоскость
аблакнот иарбан гану агәылаҵақәа ахьыҟоу	на какой стороне блокнота помещаются вкладки
абларҭа аԥштәы афон ари атег ахь анырра ҟанаҵома	влияет ли этот тег на цвет фона ячейки
абларҭа афон аԥштәы асахьа аҭаны	цвет фона ячейки в виде строки
абларҭа афон шьақәыргылоуп	фон ячейки установлен
абларҭаҿы ахәҭақәа зланыԥшуа амодель	модель для отображения элементов в ячейке
абларҭқәа ирымоу анырра арбалатәуп	показывать чувствительность ячейки
абларҭқәа рыбжьара ииаалоу абжьажь. еиҩшоу хыԥхьаӡаразароуп	горизонтальный пробел между ячейками. должен быть четным числом
абраузер атерминал аҭахуп	браузеру нужен терминал
абраузер иеилнакаауеит инахароу адҵақәа	браузер понимает удалённые команды
абраузер ишыҟоу еиԥш иаҭахума атерминал	нуждается ли браузер по умолчанию в терминале
абраузер ишыҟоу еиԥш иеилнакаауама инахароу адҵа	понимает ли браузер по умолчанию удалённые команды
абри адҵа акьыԥьхьразы апринтер	принтер для печати этого задания
абыкь бжьы азы афаил ахьӡ	имя файла для звука гудка
аваратәи апанель арктәуп	закрыть боковую панель
аввиджет аҭагала ахы ианархәома	будет ли виждет использовать ввод
авиджет ақәыԥшы иактивуп	виджет образца активен
авиджет анҭыҵ ахәаақәа рҵакыра асахьазы	размер областей за пределами виджета для отрисовки
авиджет апыткәыр аҭбаара иақҿнагоу, асимволқәа рҿы.	желаемая ширина виджета кнопки, в символах.
авиджет аҭагалара афокус амоума	имеет ли виджет фокус ввода
авиджет аҭагарала афокус шьҭнахуама	будет ли виджет принимать фокус ввода
авиджет ахҵара ахәҭа ҳасабла ахархәараз	виджет для использования в качестве метки элемента
авиджет аҳәаақәа рҳәааҿ ацәаҳәақәа риагара ҟалома	будет ли происходить перевод строк у границ виджета
авиджет аҵакыра иахьынӡазалху аҟынӡа аиҵаргылақәа рыҽдырҭбаауеит	столбцы расширяются до размеров выделенной виджету области
авиджет убаратәы иҟалома	будет ли виджет видимым
авиджет, иаҳбац ахҵара арҭбаага ацымхәрас иаарԥшхо	виджет, который будет отображаться вместо обычной метки расширителя
автоматикала иҵәахлатәуп	автоматически скрывать
автоматла апанель акәакь ахь аҵәахра	автоматически прятать панель в угол
автоматла ирзеиԥшу иаԥсахуам	подставляется ли автоматически общий
автохыркәшара авариантқәа анубаалома иалшәо аԥенџьыр аҟны	отображаются ли варианты автозавершения в выпадающем окне
аганахьтәи апанель азы ахархәаратә фон ишыҟоу еиԥш ишьақәыргылоума.	установлен ли пользовательский фон по умолчанию для боковой панели.
аганахьтәи апанель арежим	режим боковой панели
аганахьтәи апанель аҭбаара	ширина боковой панели
аганахьтәи апанель уажәтәи аԥенџьыр аҟны иарбатәуп ма иԥхьактәуп	показать или скрыть боковую панель в текущем окне
агәаҽанызааратә рдырраҭара	предупреждающее сообщение
агәҵәылатәи аиҟаратәра иаҿыгоу ахәҭақәа рзы	вертикальное выравнивание для дочерних элементов
агәҵәылатәи амасштабыркра	вертикальное масштабирование
агәыларатә еиҵаргылақәа рыбжьара ибжьаӡо	расстояние между соседними столбцами
агәылатә цәаҳәақәа рыбжьара ибжьаӡо	расстояние между соседними строками
агәылаца ахҵара иаакәыршаны ахьацра аҭбаара	ширина отступа вокруг меток вкладки
агәылаҵа аргьарахь анахара	переместить вкладку вправо
агәылаҵа армарахь анахара	переместить вкладку влево
агәылаҵа аршшара ашәагаа	размер сглаживания вкладки
агәылаҵа аҭыԥ азыԥшаара	размещение вкладки
агәылаҵа иаҿаԥшуа аганаҿ ианыԥшроуп аҩбатәи апытҟәыр ахыц ԥхьаҟа ахы рханы	отображать вторую кнопку со стрелкой вперёд на противоположной стороне полосы вкладок
агәылаҵа иаҿаԥшуа аганаҿ ианыԥшроуп аҩбатәи апытҟәыр ахыц шьҭахьҟа ахы рханы	отображать вторую кнопку со стрелкой назад на противоположной стороне полосы вкладок
агәылаҵа ҵәҩанҵәытәи аҳәаа	вертикальная граница вкладки
агәылаҵақәа иеиҟароу ашәаагақәа рымоума	имеют ли вкладки одинаковый размер
агәылаҵақәа рыхҩара аҵакыра ашәагаа	размер области перекрытия вкладок
агәынкылара аихшара залшом апалитра рдыррақәа рзы	невозможно распределить память для данных палитры
агәынкылара аихшара залшом ацәаҳәа адыррақәа рзы	невозможно распределить память для данных строки
агәыԥ аԥсахра аҟәыхтәума?	отменить смену группы?
агәыԥ ахаҭарбага агәылаҵақәа реиҟәыҭхареи риагареи азы	идентификатор группы для отсоединения и переноса вкладок
агомогентә хәҭақәа зегьы иеиҟароу ашәагаа рымоума	имеют ли все гомогенные элементы одинаковый размер
агха иахырҟьана иаанкылоуп	остановлено из- за ошибки
агылара ашьақәыргылараз адҵаалара	запрос на установку высоты
агылаҵа азы ахҵара, ицхыраагӡоу ахәҭақәа змоу.	метка для вкладки, содержащей дополнительные элементы.
адаҟьа апараметркәа рхиатәуп	настроить параметры страницы
адаҟьа ашьашәалара ашәага	размер страницы подгонки
адаҟьа ашьашәалараз аиԥшьра	приращение для страницы подгонки
адаҟьа ишыҟоу еиԥш архиарақәа	настройки страницы по умолчанию
адаҟьа шеибгоу ихархәатәуп	использовать страницу целиком
адаԥа аҳәаа адәахьтәи аԥшра	внешний вид границы рамки
адәахьтәи абжьаӡара ишыкоу еиԥш	внешний интервал по умолчанию
адәахьтәи аминиатиуртәгақәа зегьы аҿыхтәуп	отключить все внешние миниатюризаторы
адәныҟатәи ахаргьежьра аҟны иалышәх ишәҭаху аԥштәы. иалышәх еиҳа илашьцоу маилашоу апштәхәы, аҩнуҵҟатәи ахкәакь ахархәарала.	выберите желаемый цвет на внешнем круге. выберите более тёмный или более светлый оттенки, используя внутренний треугольник.
адгылара змам аиҭагара атип ахархәара аман.	был использован недопустимый тип перетаскивания.
адиало цҳамҭа ихадоу атекст	главный текст диалога сообщения
адиалог алкаара аҵәцара 	прозрачность диалога выделения
адиалог иамоу аиҟәшага цәаҳәа апытҟәырқәа рханы	диалог имеет полосу разделителя над кнопками
адинамикала зыҽҭазгало амодульқәа	динамически загружаемые модули
адиректориа аҭаҩраан аилахәара ҟалеит 	сбой при записи индекса директории 
адиск ахь афаилқәа реиқәырхара аҿыхтәуп	отключить сохранение файлов на диск
адокумент зегьы алкаатәуп	выделить весь документ
адокумент уажәтәи адакьа	текущая страница документа
адокумент ҿыц аԥҵараан агха.	ошибка при создании нового документа.
адресқәа рыхьӡынҵа шәрыцқьар, хнырҳәышьа рымамкәа ианыҵуеит.	если вы очистите список адресов, они будут удалены безвозвратно.
адҵа анагӡаразы адыргаҷа	значок команды для выполнения
адҵа, ахыкәласрала имҩаԥырго:	команда, выполняемая при щелчке:
адырга ииаланы аиҟаратәра	горизонтальное выравнивание метки
адырга ҵәҩанҵәылатәи аиҟаратәра	вертикальное выравнивание метки
адыргақәа ацәаҳәақәа рҿы ианыԥсахыз арыцхә ала еилыԥшааны еиқәрхатәуп	сохранять значки отсортированными по дате изменения в строках
адыргақәа рыԥшра аҭаны аарԥшра	просмотр в виде значков
адырганҵа хархәатәуп иҩбатәу аҟны	использовать разметку во вторичном
адыргаҷ агылара ноль иаҟароуп	высота значка равна нулю
адыргаҷ аҭагалазы агәынкылара азхом	недостаточно памяти для загрузки значка
адыргаҷ аҭбаара ноль иаҟароуп	ширина значка равна нулю
адыргаҷа аҟны аҳәынаԥ ақәкраан ақәырԥшыга бжьы ианарҳәома	воспроизводить ли образец звука при наведении мыши на значок
адыргаҷа атагалара амуит	не удаётся загрузить значок
адыргаҷа аханатә изаҟараз аиҭашьақәыргылара	восстановить исходный размер значка
адыргаҷа ахәҭа аган аҿы анырԥшра	отображать значок рядом с элементом
адыргаҷа ашәагаа аҷыдаҟазшьа шьақәыргылоума	установлено ли свойство размера значка
адыргаҷа ашәагаа шьақәыргылоуп	размера значка установлен
адыргаҷа, аоабиект апытҟәырҵас ахархәара змоу	значок, используемый для кнопки объекта
адыргаҷакәа ирыхәаԥштәуп	просмотреть значки
адыргаҷақәа акаҭала еиҟаратәны еиқәырхатәуп	сохранить значки выровненными по сетке
адыргаҷақәа аханатә изаҟараз еиԥш ашьақәыргылара	восстановить исходные размеры значков
адыргаҷақәа ацәаҳәақәа рҿы аемблема ала еилыԥшааны еиқәырхатәуп	сохранять значки отсортированными по эмблемам в строках
адыргаҷақәа ацәаҳәақәа рҿы атип ала еилыԥшааны еиқәырхатәуп	сохранять значки отсортированными по типу в строках
адыргаҷақәа ацәаҳәақәа рҿы изаҟаро ала еилыԥшааны еиқәырхатәуп	сохранять значки отсортированными по размеру в строках
адыргаҷақәа ацәаҳәақәа рҿы рыхьӡқәа рыла еилыԥшааны еиқәырхатәуп	сохранять значки отсортированными по имени в строках
адыргаҷақәа раҳасабала арежим ахәаԥшразы амасштаб ишыҟоу еиԥш.	масштаб по умолчанию для режима просмотра в виде значков.
адыргаҷақәа рзы атема ахьаҵразы	тема значков для отката
адыргаҷақәа шьҭахьла раарԥшра	показывать значки в обратном порядке
адыргаҷақәа, иахеиҭагаз иааныжьлатәуп	оставлять значки там, куда они были перетащены
адыргаҷқәа рмасштаб ишыҟоу еиԥш	масштаб значков по умолчанию
адыргаҿ ихархәатәума иалху ашәагаа	использовать ли в метке выбранный размер
аекран аанкылара аҿыхтәуп	отключить блокирование экрана
аекран ахьчаҩ активизациа азутәуп	активировать хранитель экрана
аекран аҿы адиапазон аҽаԥсахлар шԥаку	как диапазон должен обновляться на экране
аекран зегь иҭаӡо иааныжьтәуп	оставить во весь экран
аекран, аԥенџьыр знубаалартә иҟало 	экран, на котором будет отображено окно
аеламент аԥышәхыр, уи рхынҳәышьа амамкәа иӡуеит.	если вы удалите элемент, он будет безвозвратно утрачен.
аелемент зныктәи ақәсра ала активтә азура	активировать элементы одним щелчком
аелемент ықәгахар, иара архыҳәышьа амамкәа иаҳцәыӡуеит.	если вы удалите элемент, он будет окончательно утрачен.
аелемент ҩынтәи ақәсрала активтәра азура	активировать элементы двойным щелчком
аелементқәа акаҵкәырахь аиҭагара амуит, рхыҳәышьа амамкәа иаԥыхтәума? 	не удалось переместить элементы в корзину, удалить их безвозвратно?
аелементқәа еишьҭаргылатәуп:	выстраивать элементы:
аелементқәа зегьы уажааигәа ахархәара змаз адокументқәа рҿы ирыцқьатәума?	очистить все элементы списка недавно использовавшихся документов?
аелеметқәа шьақәыргылатәуп	выстраивать элементы
аелемт аԥшаараа ҳасаб азнауама анбанқәа ррегистр ахьӡынҵа	учитывает ли поиск элемента в списке регистр букв
аелептизациа ашьақәыргылара	установка эллиптизации
аелиптра ацәаҳәа иахьанаало аҭыԥ, ацәаҳәа аарԥшра амеханизм абларҭқәҿы аҭыԥ азымхозар ацәаҳәа зегьы аарԥшразы.	желаемое место эллиптизации строки, если механизму отображения строки в ячейке не хватает места для отображения всей строки.
аемблема ҿыц азы аҭыхымҭа алхтәуп:	выбрать изображение для новой эмблемы:
аемблемазы ахьӡ ҿыц ҭажәгал:	введите новое имя для эмблемы:
аемблемақәа аарԥшлатәуп	показывать эмблемы
ажәабақәуа рхыԥхьаӡара, аҵаказы ианыԥшуа	число десятичных цифр, отображаемых для значения
ажәақәа риагара ҟалома авиджет аҳәаақәа рааигәара	будет ли делаться перенос слов на границах виджета
ажәпацәамкәа атекст азин аҭара	разрешать полужирный текст
ажәытә профильқәа рырхиара ииагоуп	настройка старых профилей перенесена
азгәаҭазы аҭакыра алхра	выбор поля для отметки
азеиԥш ус зегь ахәҭа, зынагӡараан апроцесс аиндикатор иадӷьалоит	доля общего объема работы, при выполнении которой происходит приращение индикатора процесса
азин ыҟоума арыдыркра аанкылара	разрешается ли блокирование клавиатуры
азинқәа иагәыло афаилқәа рахь игатәуп	распространить права на вложенные файлы
азкра аҭыԥ аҿы анҵаразы иақәнагоу азин шәымам.	у вас не достаточно прав на записи в место назначения.
азхьарԥш аԥҵаразы аҽазыҟаҵара иаҿуп.	идёт подготовка к созданию ссылок.
азыԥшра арежим ахь акомпиутер ииагатәуп	перевести компьютер в ждущий режим
азыԥшратә режим ахь ииастәуп	перевести в ждущий режим
аиааларала иашьашәало аҟаҵара	подгонка по горизонтали
аиагага- апытҟәыр асахьа ҭыхтәуп арадио- пытҟәыр еиԥш	рисовать кнопку- переключатель как радио- кнопку
аиагаразы аҽазыҟаҵара иаҿуп.	идёт подготовка к перемещению.
аиагаратә пытқәыр активзар ҟалоит	кнопка- переключатель может быть активирована
аиқәҳәаларҭа:аҿакырҭа, абжьы асервер аусура ахьаларго	узел:порт, на котором запущен сервер звука
аиҟәшагақәа рсахьа ҭыххома ма иҭаҵәны иаанхома	будут ли разделители нарисованы или будут пустыми
аиҟәыҭхагақәа иҵәҩанҵәылатәу цәаҳәахома ма баша иҭацәхома	будут ли разделители вертикальными линиями или просто пустыми
аиларкаага адокумент аарԥшра амуит	не удаётся отобразить документ справки
аилыԥшаара аиндикатор арбалатәума	показывать ли индикатор сортировки
аилыԥшаара аихшашьа ишыҟоу еиԥш	порядок сортировки по умолчанию
аилыԥшаара ахырхарҭа аиндикатор ианубаалозароуп	направление сортировки должно отображаться индикатором
аилыркаага аарԥшраан агха ҟалеит.	при отображении справки произошла ошибка.
аилыркаага ахәаԥшра апрограмма аҭахны иҟоума атерминал	нуждается ди программа просмотра справки в терминале
аилыркаага ахәаԥшра апрограмма ишыҟоу еиԥш аҭахны иҟоума атерминал	нуждается ли программа просмотра справки по умолчанию в терминале
аилыркаага ишыҟоу еиԥш ахәаԥшра апрограмма	программа просмотра справки по умолчанию
аимадаратә сервер аҽамадара шьақәыргылатәуп	установить соединение с сетевым сервером
аимдаратә буфер бжьаргылатәуп	вставить из буфера обмена
аиндикатор иаакәыршаны ибжьаӡо	интервал вокруг индикатора
аиндиккатор апрогресс аҭыԥырбагеи аизҳара ахырхарҭеи	ориентация и направление роста индикатора прогресса
аинтернет аамҭа арбалатәуп	показывать время интернета
аинтерфеис еидкылоу аилкаара	объединённое определение интерфейса
аинформациатә дырраҭара	информационное сообщение
аиҭагага ацәаҳәа иминимуму аура	минимальная длина полосы прокрутки
аиҭагага ацәаҳәақәа рыбжьаӡара	интервал полос прокрутки
аиҭагага ацәаҳза ишьақәыргылоу ашәагаа	фиксированный размер полосы прокрутки
аиҭагаларҭаҿы апиксельқәа рхыԥхьаӡара, аиагараан армарахь ала аекран аҭагаларҭа аҭыԥ аҿы аҳәаа иамкыз	количество пикселей поля ввода, вышедших за левую границу экрана при прокрутке
аиҭагаразы ахықәкы ирыцхраауеит илокалтәу афаилқәа мацара.	цель для перетаскивания поддерживает только локальные файлы.
аиҭанҵара ашьақәырӷәӷәара	подтверждение перезаписи
аиҭныԥсахларатә буфераҿ агәыларгыларазы акагьы ыҟам.	в буфере обмена нет ничего для вставки.
аиҵаргыла ахарҭәаараз аиҵаргыла	столбец заполнения столбца
аиҵаргыла ахы аҟны атекст аиҟаратәра ма анапхгара ахәҭа ииааланы	выравнивание текста или элемента управления в заголовке столбца по горизонтали
аиҵаргыла ашәагаа аԥсахра арежим	режим изменения размера столбца
аиҵаргыла ашәагаа ахархәаҩ иԥсахырц илшоит	размер столбца может быть изменён пользователем
аиҵаргыла даҽаџьара аиагара ауама	может ли столбец быть перемещен в другое место
аиҵаргылақәа реишьҭаргылашьа ишыҟоу еиԥш ахьӡынҵа аҳасабала ахәаԥшраан.	порядок столбцов по умолчанию при просмотре в виде списка.
аиҵаргылақәа рыхқәа акәыӷәӷәара рныруеит	заголовки столбцов чувствительны к нажатиям
аиҵаргылақәа рыхқәа апытҟәырқәа арбалатәуп	показывать кнопки заголовков столбцов
аиҵаргылақәа рыхьӡынҵа ишыҟоу еиԥш	список столбцов по умолчанию
аиҵаргылара амодель, иара аҟнытә атекст аиураз ахархәара змоу	модель столбца, используемая для получения из нее текста
аиҿкаага иаҿгоу авиджет иазхьарԥшы аҭыԥ	позиция регулятора относительно дочернего виджета
аиҿкаашьа алышәх, аинформациа ари аҭаӡ аҟны иаарԥшхартә еиԥш.	выберите порядок, в котором информация будет отображаться в этой папке.
аишәа рацқьаразы апытҟәыр	кнопка расчистки рабочего стола
акадрқәа рхыԥхьаӡара анимациаҿы:	количество кадров в анимации:
акаталогқәа еснагь ахҳәааҟаҵагаҿ	всегда открывать каталоги в обозревателе
акаталогқәеи афаил ҿыцқәеи архив иацҵатәуп	добавить в архив новые файлы и каталоги
акаҭа аиҵаргылақәа рыбжьаӡара	пространство между столбцами сетки
акаҭа ацахәақәа аҿактәуп	включить линии сетки
акаҭа ацәаҳәақәа аҿырԥшы	образец линии сетки
акаҵкәыр адыргаҷа аусуратә еишәаҿы иҟоуп	значок корзины присутствует на рабочем столе
акаҵкәыр аҟны ахәҭақәа рақәҭыхра ҟалом.	вы не можете копировать элементы в корзину.
акаҵкәыр аҟынтә ахәҭақәа зегьы рыцқьатәума?	очистить все элементы из корзины?
акаҵкәыр арыцқьаразы аҽазыҟаҵара цоит.	идёт подготовка к очистке корзины.
акаҵкәыр аҭаӡ ахархәара азухоит ахәҭақәа рыҵәахразы, акаҵкәыр ахь иҭагалоу.	папка корзины используется для хранения элементов, перемещенных в корзину.
акаҵкәыр ахь аиасразы аҽазыҟаҵара цоит.	идёт подготовка к перемещению в корзину.
акаҵкәыр ахь афаилқәа риагара	перемещение файлов в корзину
акаҵкәыр ахь афаилқәа риагараан ашьақәырӷәӷәара иазҵаатәума	запрашивать ли подтверждение при перемещении файлов в корзину
акаҵкәыр ахь еиҭамгакәа аҭаӡ аԥаыхтәуп	удалить эту папку без перемещения в корзину
акаҵкәыр ахь еиҭамгакәа, иалкаау елементцыԥхьаӡа аԥыхтәуп	удалить каждый выделенный элемент, не перемещая его в корзину
акаҵкәыр аҩныҵҟа азхьаԥшқәа раԥҵара ҟалом.	вы не можете создавать ссылки внутрь корзины.
акаҵкәыр шәрыцқьар, уа иҭоу ахәҭақәа зегьы ишәызмырхынҳәуа ианыххоит.ижәдыруаз, дара анышәхыр шшәылшо акакала.	если вы очистите корзину, все элементы в ней будут удалены окончательно. учтите, что вы можете также удалить их по одному.
акаҵкәырахь аиҭагара амуит, афаил архыҳәышьа амамкәа иаԥыхтәума?	не удалось переместить в корзину, удалить файл безвозвратно?
акәалаԥ автоматла иарклатәуп	автоматически закрывать ящик
акомпиутер аиҭаҿакра аҭахуп	перезагрузить компьютер
акомпиутер зинда ахархәара амоурц ихьчатәуп	защитить компьютер от несанкционированного использования
аконтекст абуфер азы агәынкылара аизшара залшом	невозможно распределить память для буфера контекста
акселлераторқәа рыԥсахра алшара	возможность изменения акселлераторов
активра аамҭа шаҟа иадхало аԥсшьара алагаанӡа.	продолжительность периода активности перед началом перерыва.
акурсор кәеицеир ахәҭоума	следует ли мигать курсору
акьамам цәаҳәак арежим аҿы иҟоума	находится ли ярлык в режиме одной строки
акьыԥхь ақәырԥшы иахәаԥштәуп	просмотреть образец печати
акьыԥхь архиара аҿыхтәуп	отключить начтройку печати
акьыԥхьра аилазаара ишыҟоу ала	система печати по умолчанию
акьыԥхьра аҭагылазаашьа	состояние операции печати
ақәыпшылара, акаҭа ацәаҳәақәа рыбжьара ибжьагыло	пространство, вставляемое между строками сетки
ақәыԥшылара , анапхгара ахәҭа иацырҵо анапхгара арӷьарах ала.	пространство, добавляемое к элементу управления справа.
ақәыԥшылара , анапхгара ахәҭа иацырҵо анапхгара хыхьынтә.	пространство, добавляемое к элементу управления сверху.
ақәыԥшылара , анапхгара ахәҭа иацырҵо анапхгара ҵаҟантә.	пространство, добавляемое к элементу управления снизу.
ақәыԥшылара , анапхгара ахәҭа иацырҵо армарахьынтә.	пространство, добавляемое к элементу управления слева.
ақәыԥшылара апиксельқәа абзацқәа рыҵаҟа	пикселей в пространстве под абзацами
ақәыԥшылара ацхыраагӡа, амениу иацҵахо армеи арӷьеи рыла	дополнительное пространство, добавляемое к меню справа и слева
аҟазшьақәа рдиалог аарԥшра ауам	не удаётся отобразить диалог свойств
аҟазшьақәа рԥенџьыр аԥҵахоит.	создается окно свойств.
аҟаҵазаара ишыҟаз еиԥш ари аԥкаанҵа иацхраауам.	действие по умолчанию не поддержтвает этот протокол.
аҟаҵарақәа ргәыԥ азы ахьыӡ.	имя для группы действия.
аҟашьарбагақәа рыхьӡынҵа астиль, иубарҭоу атекстаҿ ахархуара змоу	список атрибутов стиля, применяемых к визуализируемому тексту
алада алахара анырралшара	чувствительность сдвига вниз
аладио- ҟаҵара, ари агәыԥ ахь зҟаҵара аҵанакуа.	радио- действие, группе которого принадлежит это действие.
алакалтә фальқәа мацароума иалххо	будут ли выбранные файлы только локальными
алакар аиҭагага аура зегь ала иҭыхтәума ма апытҟәырқәеи абжьара аҟәыхтәума	рисовать ли желобок во всю длину прокрутки или исключать кнопки и промежутки
алакар ахҵаракәа рыҵаҟа	желобок под метками
алаԥшхгара адыргаҷақәа реиԥш алаԥшхгара ахьӡынҵа еиԥш 	просмотр в виде значков просмотр в виде списка
алаԥшхгара арежим: адыргаҷақәа	режим просмотра: значки
алаԥшхгаратә арежим: аусурҭатә аишәа	режим просмотра: рабочий стол
алаԥшхгаратә параметрқәа аԥыхҭәуп	сбросить параметры просмотра
алаԥшхгаратә режим: ахьӡынҵа	режим просмотра: список
алицензиа атекст ииагатәума	переносить ли текст лицензии
алкаара наҟтәи аҵыхәа аҭыԥ ахырхага аҟынтәи символны	положение противоположного конца выделения от курсора в символах
алокалтә сахьақәа мацароуп ахархәаҩтә дыргаҷас архәара зышәҭар ауа.	вы можете использовать только локальные изображения в качестве пользовательских значков.
алокалтә фаилқәа мацара	только локальные файлы
альтернативала апытҟәыркәа реиҿкаашьа	альтернативный порядок кнопок
амаругақәа арпанель амкуазар, иарбалатәума ахыц	показывать ли стрелку, если панель инструментов не помещается
амаругақәа рпанель агага апытҟәырқәеи шаҟа рыбжьоу	расстояние между тенью панели инструментов и кнопками
амаругақәа рпанель адыргаҷа ашәагаа	размер значков панели инструментов
амаругақәа рпанель апытҟәыр иаакәыршаны анаашьа	тип скоса вокруг кнопок панели инструментов
амаругақәа рпанель арбалатәуп	показывать панель инструментов
амаругақәа рпанель асахьа шԥаҭыхтәу	как рисовать панель инструментов
амаругақәа рпанель ахәҭа ииаланы ианыҟо иубаратәы иҟалоумаамаругақәа рпанель.	будет ли элемент панели инструментов видим при горизонтальном расположении панели инструментов.
амаругақәа рпанель ахырхарҭа	ориентация панели инструментов
амаругақәа рпанель аҵаҳәарақәа активума	активны ли подсказки панели инструментов
амаругақәа рпанель аҿы ишыҟоу ала иаанхома атекст мацара, атексти адыргаҷақәеи,адыргаҷақәа рымацара уб. иҵ.	будет ли на панели инструментов по умолчанию только текст, текст и значки, только значки и т. д.
амаругақәа рпанель ашәагаа ардураан рҽеиҵырхуама ахәҭақәагьы	расширяются ли элементы при увеличении размера панели инструментов
амаругақәа рпанель иаакәыршаны аҿҟьа астиль	стиль скоса вокруг панели инструментов
амасштабркра уажәтәи ахкы аҩаӡара шьақәыргылатәуп	установить уровень масштабирования текущего вида
амаҭахәқәа рпанельаҿ адыргаҷақәа рышәагаа ишыҟоу ала	размер значков в панели инструментов по умолчанию
амеиу амениуеиҵаны ианыҟало, уи ықәгылоит ииаланы инаханы	когда меню является подменю, оно располагается со смещением по горизонтали
амеиу амениуеиҵаны ианыҟало, уи ықәгылоит ҵәҩанцәыла инаханы	когда меню является подменю, оно располагается со смещением по вертикали
амениу аартразы арыдыркыра арыдқәа реилаҵа.	комбинация клавиш клавиатуры для открытия меню.
