RU1	ПЛАНЕТА
RU145	Вдруг
RU146	акула
RU147	ныряет
RU148	в
RU149	глубину,
RU150	как
RU151	будто
RU152	спасается
RU153	оттолпы
RU154	сопровождающих.
RU155	Утунцов
RU156	появляется
RU157	шанс
RU158	атаковать
RU159	незащищённые
RU160	стайки
RU161	рыб.
RU162	Но
RU163	акула
RU164	быстро
RU165	возвращается.
RU166	Она
RU167	сама
RU168	набрала
RU169	полную
RU170	пасть
RU171	рыбы.
RU172	Видимо,
RU173	китовая
RU174	акула
RU175	питается
RU176	не
RU177	только
RU178	планктоном.
RU179	Теперь
RU180	акула
RU181	и
RU182	тунцы
RU183	пируют
RU184	вместе.
RU185	Но
RU186	тунцы
RU187	должны
RU188	быть
RU189	осторожны.
RU190	Даже
RU191	они
RU192	могут
RU193	нечаянно
RU194	оказаться
RU195	в
RU196	желудке
RU197	китовой
RU198	акулы.
RU199	Здесь
RU200	хищники
RU201	хватают
RU202	всё,
RU203	что
RU204	могут,
RU205	и
RU206	когда
RU207	могут.
RU208	Ведь
RU209	время
RU210	изобилия
RU211	продлится
RU212	недолго.
RU213	Большие
RU214	стаи
RU215	рыб,
RU216	от
RU217	которых
RU218	зависит
RU219	жизнь
RU220	многих
RU221	животных,
RU222	собираются
RU223	только
RU224	при
RU225	идеальных
RU226	условиях.
RU227	Многие
RU228	хищники
RU229	почти
RU230	всю
RU231	свою
RU232	жизнь
RU233	курсируют
RU234	в
RU235	открытом
RU236	океане,
RU237	в
RU238	постоянных
RU239	поисках
RU240	пищи.
RU241	Громадные
RU242	скаты,
RU243	питающиеся
RU244	планктоном,
RU245	легко
RU246	скользят
RU247	в
RU248	толще
RU249	воды.
RU250	Океаническая
RU251	длиннокрылая
RU252	акула.
RU253	Она
RU254	тоже
RU255	тратит
RU256	свою
RU257	энергию
RU258	очень
RU259	экономно.
RU260	Эта
RU261	акула
RU262	без
RU263	труда
RU264	находит
RU265	пищу
RU266	в
RU267	самых
RU268	пустынных
RU269	частях
RU270	открытого
RU271	океана,
RU272	патрулируя
RU273	верхние
RU274	100
RU275	метров
RU276	толщи
RU277	воды.
RU278	Вкус
RU279	в
RU280	воде
RU281	-
RU282	это
RU283	эквивалент
RU284	запаха
RU285	в
RU286	воздухе.
RU287	Длиннокрылая
RU288	акула
RU289	способна
RU290	распознавать
RU291	мельчайшие
RU292	оттенки
RU293	вкуса
RU294	воды.
RU295	Акулу
RU296	сопровождают
RU297	маленькие
RU298	лоцманы.
RU299	Акула
RU300	найдёт
RU301	добычу
RU302	гораздо
RU303	быстрей,
RU304	чем
RU305	они.
RU306	И
RU307	тогда
RU308	лоцманам
RU309	достанутся
RU310	остатки
RU311	её
RU312	трапезы.
RU313	Длинные
RU314	грудные
RU315	плавники
RU316	позволяют
RU317	акуле
RU318	парить
RU319	в
RU320	воде,
RU321	не
RU322	прилагая
RU323	к
RU324	этому
RU325	почти
RU326	никаких
RU327	усилий.
RU328	Вот
RU329	акула
RU330	нашла
RU331	стаю
RU332	эллагад.
RU333	Будь
RU334	возможность,
RU335	она
RU336	бы
RU337	их
RU338	мигом
RU339	проглотила,
RU340	но
RU341	эллагады
RU342	быстрые
RU343	и
RU344	проворные,
RU345	их
RU346	не
RU347	так-то
RU348	легко
RU349	поймать.
RU350	Поэтому
RU351	акула
RU352	выжидает.
RU353	Есть
RU354	шанс
RU355	найти
RU356	ослабленную
RU357	рыбу,
RU358	которую
RU359	легче
RU360	схватить.
RU361	И
RU362	охотница
RU363	терпеливо
RU364	ждёт.
RU365	Всплеск
RU366	активности
RU367	посреди
RU368	океана.
RU369	Что
RU370	это?
RU371	стая
RU372	дельфинов
RU373	численностью
RU374	около
RU375	500
RU376	особей.
RU377	Дельфины
RU378	почувствовали
RU379	близость
RU380	добычи
RU381	и
RU382	спешат
RU383	ей
RU384	наперерез.
RU385	Радостная
RU386	новость
RU387	уже
RU388	распространилась
RU389	по
RU390	океану,
RU391	и
RU392	в
RU393	погоню
RU394	включились
RU395	ещё
RU396	несколько
RU397	стай.
RU398	Все
RU399	они
RU400	плывут
RU401	к
RU402	Азорскому
RU403	архипелагу,
RU404	это
RU405	острова
RU406	вулканического
RU407	происхождения
RU408	в
RU409	полутора
RU410	тысячах
RU411	километрах
RU412	от
RU413	побережья
RU414	Португалии.
RU415	Дельфины
RU416	сканируют
RU417	воду
RU418	впереди
RU419	себя
RU420	с
RU421	помощью
RU422	эхолотов.
RU423	Вот
RU424	они
RU425	уже
RU426	почти
RU427	у
RU428	цели.
RU429	Это
RU430	и
RU431	есть
RU432	цель.
RU433	Океанические
RU434	ставриды.
RU435	В
RU436	одиночку
RU437	дельфинутрудно
RU438	поймать
RU439	рыбу.
RU440	Чтобы
RU441	не
RU442	расходовать
RU443	энергию
RU444	напрасно,
RU445	они
RU446	охотятся
RU447	сообща.
RU448	Они
RU449	подгоняют
RU450	стаю
RU451	рыб
RU452	вверх
RU453	и
RU454	прижимают
RU455	её
RU456	к
RU457	поверхности
RU458	воды.
RU459	А
RU460	там
RU461	её
RU462	уже
RU463	поджидают
RU464	другие
RU465	хищники.
RU466	Белобрюхие
RU467	буревестники.
RU468	Они
RU469	ждут,
RU470	пока
RU471	дельфины
RU472	подгонят
RU473	добычу
RU474	поближе
RU475	к
RU476	поверхности.
RU477	И
RU478	воттеперь
RU479	уже
RU480	буревестники
RU481	ныряют
RU482	за
RU483	рыбой.
RU484	Они
RU485	могут
RU486	погружаться
RU487	на
RU488	глубину
RU489	почти
RU490	20
RU491	метров.
RU492	А
RU493	дельфины
RU494	отрезают
RU495	рыбам
RU496	путь
RU497	к
RU498	отступлению.
RU499	Наевшись,
RU500	дельфины
RU501	уплывают.
RU502	А
RU503	уцелевшие
RU504	ставриды
RU505	погружаются
RU506	на
RU507	недосягаемую
RU508	для
RU509	птиц
RU510	глубину.
RU511	После
RU512	захода
RU513	солнца
RU514	в
RU515	океане
RU516	происходят
RU517	большие
RU518	перемены.
RU519	Из
RU520	глубин
RU521	начинает
RU522	подниматься
RU523	планктон,
RU524	к
RU525	охоте
RU526	готовится
RU527	ещё
RU528	одна
RU529	голодная
RU530	армия.
RU531	Каждую
RU532	ночь
RU533	миллиарды
RU534	глубоководных
RU535	животных
RU536	в
RU537	поисках
RU538	пищи
RU539	поднимаются
RU540	к
RU541	поверхности
RU542	океана.
RU543	Малёк
RU544	рыбы-парусника
RU545	длиной
RU546	всего
RU547	15
RU548	сантиметров.
RU549	Он
RU550	усердно
RU551	заглатывает
RU552	мелкую
RU553	пищу.
RU554	А
RU555	через
RU556	3
RU557	года
RU558	он
RU559	станет
RU560	одним
RU561	из
RU562	самых
RU563	грозных
RU564	охотников
RU565	в
RU566	океане,
RU567	и
RU568	будет
RU569	весить
RU570	около
RU571	60
RU572	килограммов.
RU573	сейчас
RU574	он
RU575	очень
RU576	уязвим.
RU577	Гигантский
RU578	скат
RU579	манта.
RU580	В
RU581	размахе
RU582	плавников
RU583	8
RU584	метров,
RU585	весом
RU586	более
RU587	двухтонн.
RU588	Похожие
RU589	на
RU590	рога
RU591	головные
RU592	плавники
RU593	направляют
RU594	планктон
RU595	прямо
RU596	в
RU597	рот.
RU598	А
RU599	на
RU600	рассвете
RU601	планктон
RU602	снова
RU603	погружается
RU604	в
RU605	глубину.
RU606	Чтобы
RU607	отправиться
RU608	вслед
RU609	за
RU610	ним
RU611	мы
RU612	воспользовались
RU613	глубоководным
RU614	аппаратом.
RU615	По
RU616	мере
RU617	погружения
RU618	в
RU619	темноту
RU620	давление
RU621	растёт,
RU622	а
RU623	температура
RU624	падает.
RU625	На
RU626	глубине
RU627	более
RU628	500
RU629	метров
RU630	из
RU631	темноты
RU632	возникают
RU633	невиданные
RU634	существа.
RU635	Причудливые
RU636	формы
RU637	помогают
RU638	им
RU639	сливаться
RU640	с
RU641	окружающим
RU642	мраком.
RU643	Одни
RU644	напоминают
RU645	животных,
RU646	обитающих
RU647	на
RU648	мелководье,
RU649	а
RU650	другие
RU651	просто
RU652	не
RU653	поддаются
RU654	описанию.
RU655	Повсюду
RU656	вниз
RU657	медленно
RU658	падают
RU659	органические
RU660	частицы.
RU661	Это
RU662	так
RU663	называемый
RU664	морской
RU665	снег
RU666	-
RU667	останки
RU668	существ,
RU669	обитавших
RU670	в
RU671	верхних
RU672	слоях
RU673	океана.
RU674	Морской
RU675	снег
RU676	служит
RU677	пищей
RU678	многим
RU679	животным,
RU680	таким
RU681	как
RU682	морской
RU683	паук.
RU684	Мелкий
RU685	родственник
RU686	креветок
RU687	и
RU688	крабов.
RU689	Конечно,
RU690	это
RU691	не
RU692	паук,
RU693	это
RU694	-
RU695	мелкий
RU696	рачок,
RU697	его
RU698	странные
RU699	конечности
RU700	покрыты
RU701	щетиной
RU702	и
RU703	служат
RU704	ему
RU705	для
RU706	плавания.
RU707	А
RU708	ещё
RU709	с
RU710	их
RU711	помощью
RU712	рачок
RU713	ловит
RU714	морской
RU715	снег
RU716	и
RU717	аккуратно
RU718	отправляет
RU719	себе
RU720	в
RU721	рот.
RU722	А
RU723	вот
RU724	этот
RU725	удивительный
RU726	пилорот
RU727	висит
RU728	неподвижно
RU729	в
RU730	вертикальном
RU731	положении
RU732	и
RU733	смотриттолько
RU734	наверх
RU735	в
RU736	ожидании
RU737	добычи.
RU738	Очертания
RU739	этой
RU740	добычи
RU741	вырисовываются
RU742	в
RU743	тусклом
RU744	свечении,
RU745	которое
RU746	приникает
RU747	с
RU748	поверхности.
RU749	Рыба
RU750	приоткрывает
RU751	рот
RU752	в
RU753	ожидании
RU754	падающих
RU755	кусочков.
RU756	Может
RU757	пройти
RU758	не
RU759	один
RU760	день,
RU761	прежде
RU762	чем
RU763	что-нибудь
RU764	крупное
RU765	приблизится
RU766	к
RU767	его
RU768	пасти.
RU769	А
RU770	ещё
RU771	глубже
RU772	уже
RU773	царит
RU774	кромешная
RU775	темнота,
RU776	сюда
RU777	не
RU778	может
RU779	проникнуть
RU780	ни
RU781	один
RU782	луч
RU783	солнца.
RU784	Пищи
RU785	здесь
RU786	очень
RU787	мало.
RU788	И
RU789	обитатели
RU790	глубин
RU791	не
RU792	могут
RU793	расходовать
RU794	энергию
RU795	зря.
RU796	Глубоководный
RU797	осьминог.
RU798	Еле-еле
RU799	машет
RU800	плавниками.
RU801	Здесь
RU802	нет
RU803	нужды
RU804	в
RU805	реактивном
RU806	способе
RU807	передвижения,
RU808	который
RU809	используют
RU810	его
RU811	мелководные
RU812	собратья.
RU813	Но
RU814	самый
RU815	причудливый
RU816	в
RU817	этом
RU818	фантастическом
RU819	мире
RU820	-
RU821	кальмар-вампир.
RU822	Если
RU823	его
RU824	потревожить,
RU825	он
RU826	только
RU827	отплывает
RU828	на
RU829	небольшое
RU830	расстояние.
RU831	Но
RU832	если
RU833	его
RU834	по-настоящему
RU835	побеспокоить,
RU836	он
RU837	использует
RU838	особое
RU839	средство
RU840	защиты.
RU841	Чтобы
RU842	увидеть
RU843	это
RU844	средство
RU845	в
RU846	действии,
RU847	надо
RU848	выключить
RU849	свет.
RU850	Оказывается,
RU851	у
RU852	кальмара-вампира
RU853	есть
RU854	собственные
RU855	фонари.
RU856	Его
RU857	щупальца
RU858	усажены
RU859	светящимися
RU860	бактериями,
RU861	которые
RU862	сбивают
RU863	врагов
RU864	с
RU865	толку.
RU866	А
RU867	может
RU868	быть
RU869	это
RU870	-
RU871	его
RU872	глаза?
RU873	Но,
RU874	на
RU875	самом
RU876	деле,
RU877	это
RU878	-
RU879	просто
RU880	светящиеся
RU881	пятна
RU882	по
RU883	краям
RU884	его
RU885	мантии.
RU886	Кстати,
RU887	укус
RU888	этого
RU889	вампира
RU890	совершенно
RU891	безвреден.
RU892	И
RU893	вот,
RU894	наконец,
RU895	дно.
RU896	Глубина
RU897	более
RU898	трёх
RU899	километров.
RU900	Давление
RU901	здесь
RU902	в
RU903	300
RU904	раз
RU905	превышает
RU906	давление
RU907	на
RU908	поверхности,
RU909	а
RU910	морскому
RU911	снегутребуется
RU912	несколько
RU913	месяцев,
RU914	чтобы
RU915	достичь
RU916	дна.
RU917	За
RU918	скалистой
RU919	границей
RU920	континентального
RU921	шельфа
RU922	простирается
RU923	гигантская
RU924	равнина.
RU925	Она
RU926	тянется
RU927	на
RU928	тысячи
RU929	километров,
RU930	постепенно
RU931	покатым
RU932	склоном
RU933	уходя
RU934	вниз.
RU935	На
RU936	слое
RU937	ила
RU938	едва
RU939	различимые
RU940	следы
RU941	-
RU942	признаки
RU943	того,
RU944	что
RU945	даже
RU946	здесь
RU947	есть
RU948	жизнь.
RU949	А
RU950	вот
RU951	и
RU952	те,
RU953	кто
RU954	оставляет
RU955	эти
RU956	следы
RU957	-
RU958	морские
RU959	ежи.
RU960	Они
RU961	процеживают
RU962	ил
RU963	в
RU964	поисках
RU965	пищи.
RU966	Креветки
RU967	элегантно
RU968	стоят
RU969	на
RU970	цыпочках
RU971	и
RU972	придирчиво
RU973	выбирают
RU974	из
RU975	песка
RU976	съедобные
RU977	частички.
RU978	Но
RU979	в
RU980	океанских
RU981	глубинах,
RU982	как
RU983	и
RU984	везде:
RU985	если
RU986	есть
RU987	вегетарианцы,
RU988	то
RU989	есть
RU990	и
RU991	хищники.
RU992	Морской
RU993	чёрт.
RU994	Почти
RU995	неразличимый
RU996	на
RU997	фоне
RU998	песка,
RU999	на
RU1000	котором
RU1001	он
RU1002	лежит.
RU1003	Зачем
RU1004	тратить
RU1005	энергию,
RU1006	гоняясь
RU1007	за
RU1008	добычей,
RU1009	если
RU1010	её
RU1011	можно
RU1012	подманить
RU1013	к
RU1014	себе
RU1015	с
RU1016	помощью
RU1017	особой
RU1018	приманки.
RU1019	Но,
RU1020	пожалуй,
RU1021	этот
RU1022	ужин
RU1023	великоват
RU1024	для
RU1025	него.
RU1026	Придётся
RU1027	подождать.
RU1028	Морской
RU1029	чёрт
RU1030	может
RU1031	ждать
RU1032	несколько
RU1033	дней,
RU1034	пока
RU1035	не
RU1036	подвернётся
RU1037	ужин
RU1038	подходящего
RU1039	размера.
RU1040	Любителям
RU1041	падали,
RU1042	напротив,
RU1043	приходится
RU1044	бегать
RU1045	в
RU1046	поисках
RU1047	пищи.
RU1048	Крабы
RU1049	способны
RU1050	различать
RU1051	малейшие
RU1052	оттенки
RU1053	вкуса
RU1054	в
RU1055	воде,
RU1056	это
RU1057	позволяет
RU1058	им
RU1059	находить
RU1060	самые
RU1061	свежие
RU1062	трупы,
RU1063	упавшие
RU1064	сверху.
RU1065	Угри
RU1066	уже
RU1067	пожирают
RU1068	останки
RU1069	акулы.
RU1070	Изоподы,
RU1071	равноногие
RU1072	рачки,
RU1073	похожие
RU1074	на
RU1075	гигантских
RU1076	мокриц,
RU1077	длиной
RU1078	30
RU1079	сантиметров,
RU1080	вгрызаются
RU1081	в
RU1082	гниющее
RU1083	мясо
RU1084	акулы.
RU1085	В
RU1086	ближайшие
RU1087	несколько
RU1088	часов
RU1089	многочисленные
RU1090	падальщики
RU1091	будут
RU1092	вести
RU1093	ожесточённую
RU1094	борьбу
RU1095	за
RU1096	свою
RU1097	долю
RU1098	добычи.
RU1099	Да,
RU1100	изредка
RU1101	на
RU1102	дне
RU1103	бывает
RU1104	гигантский
RU1105	пир.
RU1106	Воттак,
RU1107	если
RU1108	быстро
RU1109	посмотреть
RU1110	на
RU1111	то,
RU1112	что
RU1113	произошло.
RU1114	Но
RU1115	иногда
RU1116	пищи
RU1117	хватает
RU1118	надолго.
RU1119	Здесь
RU1120	залегли
RU1121	останки
RU1122	кашалота.
RU1123	Он
RU1124	погиб
RU1125	около
RU1126	пяти
RU1127	месяцев
RU1128	назад,
RU1129	от
RU1130	него
RU1131	остался
RU1132	лишь
RU1133	скелет
RU1134	с
RU1135	остатками
RU1136	жира.
RU1137	На
RU1138	многие
RU1139	километры
RU1140	вокруг
RU1141	его
RU1142	мясо
RU1143	было
RU1144	надёжным
RU1145	источником
RU1146	пищи,
RU1147	а
RU1148	сейчас
RU1149	пир
RU1150	почти
RU1151	закончен.
RU1152	Громадные
RU1153	крабы,
RU1154	около
RU1155	метра
RU1156	в
RU1157	диаметре,
RU1158	отщипывают
RU1159	последние
RU1160	кусочки
RU1161	жира.
RU1162	Ещё
RU1163	через
RU1164	несколько
RU1165	дней
RU1166	от
RU1167	него
RU1168	останется
RU1169	только
RU1170	голый
RU1171	скелет.
RU1172	И
RU1173	крабам
RU1174	придётся
RU1175	голодать
RU1176	до
RU1177	тех
RU1178	пор,
RU1179	пока
RU1180	сверху
RU1181	не
RU1182	упадёт
RU1183	очередной
RU1184	труп.
RU1185	Но
RU1186	далеко
RU1187	не
RU1188	вся
RU1189	пища
RU1190	попадает
RU1191	сюда
RU1192	из
RU1193	залитого
RU1194	светом
RU1195	верхнего
RU1196	мира.
RU1197	Дно
RU1198	Атлантического
RU1199	океана
RU1200	разделено
RU1201	надвое
RU1202	огромным
RU1203	вулканическим
RU1204	хребтом.
RU1205	Он
RU1206	протянулся
RU1207	вокруг
RU1208	земного
RU1209	шара
RU1210	на
RU1211	70
RU1212	тысяч
RU1213	километров.
RU1214	Кое-где
RU1215	хребет
RU1216	прорезают
RU1217	огромные
RU1218	трещины,
RU1219	из
RU1220	них
RU1221	в
RU1222	ледяные
RU1223	глубины
RU1224	вырывается
RU1225	горячая
RU1226	вода
RU1227	с
RU1228	растворёнными
RU1229	в
RU1230	ней
RU1231	минералами.
RU1232	серные
RU1233	испарения
RU1234	отвердевают
RU1235	и
RU1236	образуюттрубы
RU1237	высотой
RU1238	с
RU1239	трёхэтажный
RU1240	дом.
RU1241	Этот
RU1242	обжигающий
RU1243	коктейль
RU1244	из
RU1245	химикатов,
RU1246	нагретый
RU1247	до
RU1248	четырёхсот
RU1249	градусов,
RU1250	смертелен
RU1251	для
RU1252	большинства
RU1253	форм
RU1254	жизни.
RU1255	Но,
RU1256	как
RU1257	ни
RU1258	странно,
RU1259	здесь
RU1260	обитает
RU1261	особый
RU1262	вид
RU1263	бактерий.
RU1264	А
RU1265	этими
RU1266	бактериями
RU1267	питается
RU1268	огромное
RU1269	количество
RU1270	креветок.
RU1271	Таким
RU1272	образом,
RU1273	там,
RU1274	куда
RU1275	не
RU1276	проникает
RU1277	ни
RU1278	один
RU1279	луч
RU1280	солнца,
RU1281	существует
RU1282	независимый
RU1283	биоценоз,
RU1284	он
RU1285	черпает
RU1286	жизненную
RU1287	энергию
RU1288	прямо
RU1289	из
RU1290	раскалённых
RU1291	недр
RU1292	земли.
RU1293	Нечто
RU1294	подобное
RU1295	есть
RU1296	и
RU1297	на
RU1298	другом
RU1299	конце
RU1300	земного
RU1301	шара.
RU1302	Там,
RU1303	где
RU1304	Тихий
RU1305	океан
RU1306	омывает
RU1307	японию.
RU1308	"Драконовы
RU1309	трубы"
RU1310	-
RU1311	это
RU1312	ещё
RU1313	один
RU1314	ряд
RU1315	подводных
RU1316	гидротермальных
RU1317	кратеров,
RU1318	извергающихся
RU1319	в
RU1320	темноте
RU1321	глубин.
RU1322	Здесь
RU1323	бактерий
RU1324	даже
RU1325	больше,
RU1326	но
RU1327	они
RU1328	принадлежат
RU1329	к
RU1330	другому
RU1331	виду.
RU1332	Ракообразных
RU1333	здесь
RU1334	тоже
RU1335	больше,
RU1336	и
RU1337	они
RU1338	не
RU1339	похожи
RU1340	на
RU1341	обитателей
RU1342	атлантических
RU1343	курильщиков.
RU1344	Глубоководные
RU1345	лангусты
RU1346	одеты
RU1347	в
RU1348	пушистые
RU1349	доспехи.
RU1350	Они
RU1351	сражаются
RU1352	за
RU1353	лучшие
RU1354	места
RU1355	рядом
RU1356	с
RU1357	фонтанами
RU1358	кипящей
RU1359	воды,
RU1360	где
RU1361	бактерий
RU1362	больше.
RU1363	Эти
RU1364	подводные
RU1365	гейзеры,
RU1366	как
RU1367	и
RU1368	курильщики
RU1369	в
RU1370	Атлантике
RU1371	-
RU1372	изолированные
RU1373	оазисы,
RU1374	разбросанные
RU1375	так
RU1376	далеко
RU1377	друг
RU1378	от
RU1379	друга,
RU1380	что
RU1381	мир
RU1382	каждого
RU1383	уникален.
RU1384	И
RU1385	на
RU1386	другом
RU1387	конце
RU1388	Тихого
RU1389	океана,
RU1390	рядом
RU1391	с
RU1392	Галапагосскими
RU1393	островами,
RU1394	на
RU1395	дне
RU1396	так
RU1397	же
RU1398	есть
RU1399	трещины,
RU1400	из
RU1401	которых
RU1402	вырывается
RU1403	горячая
RU1404	вода.
RU1405	На
RU1406	глубине
RU1407	2,5
RU1408	километра,
RU1409	в
RU1410	районе
RU1411	под
RU1412	названием
RU1413	"север-9",
RU1414	вокруг
RU1415	коптящих
RU1416	шахт,
RU1417	во
RU1418	множестве
RU1419	обитают
RU1420	гигантские
RU1421	полихеты-рифтии
RU1422	-
RU1423	многощетинковые
RU1424	черви.
RU1425	Эти
RU1426	источники
RU1427	выделяют
RU1428	столько
RU1429	энергии,
RU1430	что
RU1431	некоторые
RU1432	полихеты
RU1433	достигаюттрёхметровой
RU1434	длины.
RU1435	Это
RU1436	самые
RU1437	быстрорастущие
RU1438	из
RU1439	известных
RU1440	науке
RU1441	морских
RU1442	беспозвоночных.
RU1443	В
RU1444	общей
RU1445	сложности
RU1446	здесь
RU1447	обитает
RU1448	более
RU1449	50
RU1450	видов
RU1451	животных.
RU1452	Обитатели
RU1453	этих
RU1454	кучных
RU1455	сообществ
RU1456	растут
RU1457	быстро,
RU1458	но
RU1459	их
RU1460	век
RU1461	короток.
RU1462	Подводные
RU1463	кратеры
RU1464	извергаются
RU1465	не
RU1466	вечно,
RU1467	их
RU1468	активность
RU1469	может
RU1470	в
RU1471	любой
RU1472	момент
RU1473	прекратиться.
RU1474	На
RU1475	"севере-9"
RU1476	прошло
RU1477	9
RU1478	месяцев.
RU1479	Кратеры,
RU1480	ещё
RU1481	совсем
RU1482	недавно
RU1483	кишевшие
RU1484	жизнью,
RU1485	превратились
RU1486	в
RU1487	серые
RU1488	окаменевшие
RU1489	памятники.
RU1490	Какой-то
RU1491	вихрь
RU1492	глубоко
RU1493	в
RU1494	недрах
RU1495	земли
RU1496	направил
RU1497	вулканическую
RU1498	энергию
RU1499	в
RU1500	другое
RU1501	место,
RU1502	и
RU1503	погиб
RU1504	целый
RU1505	микромир.
RU1506	Есть
RU1507	места,
RU1508	где
RU1509	вулканическая
RU1510	лава
RU1511	образовала
RU1512	огромные
RU1513	подводные
RU1514	горы.
RU1515	В
RU1516	мире
RU1517	насчитывается
RU1518	около
RU1519	30
RU1520	тысяч
RU1521	таких
RU1522	вулканов.
RU1523	Некоторые
RU1524	из
RU1525	них,
RU1526	считая
RU1527	от
RU1528	основания,
RU1529	намного
RU1530	выше
RU1531	высочайшей
RU1532	горы
RU1533	суши
RU1534	-
RU1535	Эвереста.
RU1536	Под
RU1537	водой
RU1538	их
RU1539	вершины
RU1540	обрываются
RU1541	вниз
RU1542	крутыми
RU1543	скалами.
RU1544	Мощные
RU1545	течения,
RU1546	омывающие
RU1547	склоны
RU1548	гор,
RU1549	переносят
RU1550	питательные
RU1551	вещества
RU1552	из
RU1553	глубин
RU1554	к
RU1555	вершинам.
RU1556	Твёрдые
RU1557	скалы
RU1558	служат
RU1559	прекрасной
RU1560	основой
RU1561	для
RU1562	многочисленных
RU1563	колоний
RU1564	самых
RU1565	разнообразных
RU1566	форм
RU1567	и
RU1568	расцветок.
RU1569	Мягкие
RU1570	кораллы
RU1571	шириной
RU1572	несколько
RU1573	метров
RU1574	ловят
RU1575	проплывающий
RU1576	мимо
RU1577	морской
RU1578	снег.
RU1579	Плетистые
RU1580	кораллы
RU1581	тянутся
RU1582	щупальцами
RU1583	ктечениям.
RU1584	Гигантские
RU1585	губки
RU1586	процеживают
RU1587	ледяную
RU1588	воду,
RU1589	добывая
RU1590	питательные
RU1591	вещества.
RU1592	Здесь
RU1593	обитает
RU1594	большое
RU1595	разнообразие
RU1596	живых
RU1597	существ,
RU1598	которые
RU1599	питаются
RU1600	минералами
RU1601	и
RU1602	органическими
RU1603	останками,
RU1604	приносимыми
RU1605	к
RU1606	вершине
RU1607	холодными
RU1608	течениями.
RU1609	На
RU1610	потухшем
RU1611	вулкане,
RU1612	на
RU1613	глубине
RU1614	около
RU1615	полутора
RU1616	километров,
RU1617	куда
RU1618	не
RU1619	проникает
RU1620	солнечный
RU1621	свет,
RU1622	расположился
RU1623	воттакой
RU1624	цветущий
RU1625	сад.
RU1626	Удивительный
RU1627	обитатель
RU1628	морских
RU1629	глубин
RU1630	-
RU1631	головоногий
RU1632	моллюск
RU1633	наутилус.
RU1634	Днём
RU1635	он
RU1636	прячется
RU1637	на
RU1638	глубине
RU1639	400
RU1640	метров,
RU1641	а
RU1642	с
RU1643	наступлением
RU1644	ночи
RU1645	поднимается
RU1646	а
RU1647	рифам
RU1648	в
RU1649	поисках
RU1650	пищи.
RU1651	Его
RU1652	изящная
RU1653	раковина
RU1654	разделена
RU1655	на
RU1656	камеры,
RU1657	заполненные
RU1658	газом,
RU1659	с
RU1660	помощью
RU1661	этих
RU1662	камер
RU1663	он
RU1664	может
RU1665	изменять
RU1666	свою
RU1667	плавучесть.
RU1668	Передвигается
RU1669	он
RU1670	за
RU1671	счёт
RU1672	струи
RU1673	воды,
RU1674	он
RU1675	с
RU1676	силой
RU1677	выталкивает
RU1678	её
RU1679	из
RU1680	сифона.
RU1681	Но
RU1682	плавает
RU1683	он
RU1684	раковиной
RU1685	вперёд,
RU1686	значит,
