RU1	ПЛАНЕТА
RU323	вдвое
RU324	большие
RU325	расстояния,
RU326	летая
RU327	за
RU328	пищей
RU329	в
RU330	море,
RU331	туда
RU332	и
RU333	обратно.
RU334	Но
RU335	сначала
RU336	нужно
RU337	защитить
RU338	законно
RU339	занятые
RU340	места
RU341	от
RU342	вторжения.
RU343	щтложив
RU344	яйца,
RU345	буревестники
RU346	тщательно
RU347	чистят
RU348	оперение.
RU349	Антарктический
RU350	поморник
RU351	-
RU352	грозный
RU353	хищник.
RU354	Но
RU355	поморники
RU356	не
RU357	случайно
RU358	прилетели
RU359	к
RU360	буревестникам.
RU361	Они
RU362	их
RU363	ждали.
RU364	Этим
RU365	птицам
RU366	не
RU367	нужно
RU368	добывать
RU369	пищу
RU370	в
RU371	океане.
RU372	Поморники
RU373	живут
RU374	южнее
RU375	всех
RU376	остальных
RU377	хищников
RU378	Антарктики,
RU379	пользуясь
RU380	тем,
RU381	что
RU382	буревестникам
RU383	нужно
RU384	гнездиться
RU385	на
RU386	голых
RU387	скалах.
RU388	Даже
RU389	в
RU390	самый
RU391	разгар
RU392	лета
RU393	ото
RU394	льда
RU395	освобождается
RU396	меньше
RU397	3%
RU398	поверхности
RU399	Антарктиды.
RU400	И
RU401	почти
RU402	все
RU403	скалы
RU404	сосредоточены
RU405	в
RU406	одном
RU407	месте.
RU408	На
RU409	Антарктическом
RU410	полуострове.
RU411	Он
RU412	тянется
RU413	узкой
RU414	полоской
RU415	на
RU416	север,
RU417	поэтому
RU418	здесь
RU419	весна
RU420	наступает
RU421	раньше,
RU422	чем
RU423	на
RU424	материке.
RU425	щто
RU426	льда
RU427	постепенно
RU428	освобождаются
RU429	защищённые
RU430	бухты.
RU431	Здесь
RU432	можно
RU433	укрыться
RU434	от
RU435	яростных
RU436	волн
RU437	южного
RU438	океана.
RU439	В
RU440	глубинах
RU441	океана
RU442	какое-то
RU443	движение.
RU444	Да,
RU445	это
RU446	-
RU447	киты-горбачи,
RU448	они
RU449	проделали
RU450	расстояние
RU451	свыше
RU452	8
RU453	тысяч
RU454	километров,
RU455	чтобы
RU456	добраться
RU457	до
RU458	этих
RU459	вод.
RU460	Так
RU461	киты
RU462	собирают
RU463	криль
RU464	-
RU465	мелких
RU466	рачков,
RU467	которыми
RU468	после
RU469	схода
RU470	льдов
RU471	кишат
RU472	эти
RU473	воды.
RU474	Киты
RU475	действуют
RU476	необычайно
RU477	слаженно.
RU478	Несколько
RU479	китов
RU480	ныряют
RU481	в
RU482	самую
RU483	гущу
RU484	рачков
RU485	и
RU486	медленно
RU487	вращаются
RU488	вокруг
RU489	своей
RU490	оси.
RU491	Затем
RU492	они
RU493	разворачиваются,
RU494	выдувают
RU495	воздух
RU496	из
RU497	дыхал
RU498	и
RU499	выталкивают
RU500	добычу
RU501	к
RU502	поверхности.
RU503	Криль
RU504	сбивается
RU505	в
RU506	плотный
RU507	шар,
RU508	опутанный
RU509	сетью
RU510	из
RU511	воздушных
RU512	пузырьков.
RU513	Команда
RU514	китов
RU515	работает
RU516	круглые
RU517	сутки,
RU518	время
RU519	изобилия
RU520	коротко,
RU521	лето
RU522	уже
RU523	идёт
RU524	на
RU525	спад,
RU526	и
RU527	скоро,
RU528	с
RU529	возвращением
RU530	зимы,
RU531	горбачам
RU532	придётся
RU533	уплыть
RU534	на
RU535	север.
RU536	Влияние
RU537	солнца
RU538	ослабевает,
RU539	и
RU540	океан
RU541	снова
RU542	начинает
RU543	замерзать.
RU544	Происходит
RU545	самая
RU546	резкая
RU547	смена
RU548	времён
RU549	года
RU550	на
RU551	нашей
RU552	планете.
RU553	Ледяной
RU554	покров
RU555	растёт
RU556	необычайно
RU557	быстро,
RU558	со
RU559	скоростью
RU560	4
RU561	километра
RU562	в
RU563	день.
RU564	Через
RU565	пару
RU566	недель
RU567	площадь
RU568	материка
RU569	увеличится
RU570	почти
RU571	вдвое.
RU572	Всё
RU573	живое
RU574	бежит
RU575	из
RU576	Антарктики.
RU577	Но
RU578	нет,
RU579	кое-кто
RU580	наоборот
RU581	только
RU582	приплыл
RU583	сюда
RU584	и
RU585	уходит
RU586	вглубь
RU587	континента.
RU588	Каждую
RU589	зиму
RU590	императорские
RU591	пингвины
RU592	покидают
RU593	безопасные
RU594	глубины
RU595	океана
RU596	и
RU597	отправляются
RU598	в
RU599	удивительное
RU600	путешествие.
RU601	Они
RU602	идут
RU603	к
RU604	местам
RU605	размножения,
RU606	которые
RU607	находятся
RU608	в
RU609	150
RU610	километрах
RU611	от
RU612	берега
RU613	моря.
RU614	В
RU615	конце
RU616	концов,
RU617	пингвины
RU618	приходят
RU619	туда,
RU620	где
RU621	сами
RU622	появились
RU623	на
RU624	свет.
RU625	Это
RU626	-
RU627	защищённые
RU628	айсбергами
RU629	участки
RU630	замёрзшего
RU631	океана.
RU632	Здесь
RU633	они
RU634	будут
RU635	высиживать
RU636	своё
RU637	потомство,
RU638	но
RU639	сначала
RU640	каждый
RU641	должен
RU642	найти
RU643	себе
RU644	пару.
RU645	самцы
RU646	начинают
RU647	петь
RU648	серенады,
RU649	и
RU650	если
RU651	какая-нибудь
RU652	самка
RU653	откликается,
RU654	то
RU655	они
RU656	образуют
RU657	пару
RU658	и
RU659	замирают
RU660	в
RU661	картинных
RU662	позах.
RU663	Между
RU664	влюблёнными
RU665	быстро
RU666	устанавливаются
RU667	крепкие
RU668	узы.
RU669	Они
RU670	словно
RU671	не
RU672	замечают
RU673	шумной
RU674	толпы
RU675	вокруг
RU676	себя.
RU677	Чтобы
RU678	скрепить
RU679	этот
RU680	союз,
RU681	самец
RU682	выводит
RU683	свою
RU684	даму
RU685	в
RU686	свет.
RU687	Период
RU688	ухаживаний
RU689	закончился,
RU690	теперь
RU691	нельзя
RU692	терять
RU693	ни
RU694	минуты.
RU695	В
RU696	условиях
RU697	жёсткой
RU698	конкуренции
RU699	любой
RU700	самец
RU701	будет
RU702	сражаться
RU703	до
RU704	последнего.
RU705	Через
RU706	несколько
RU707	недель
RU708	у
RU709	большинства
RU710	пар
RU711	появляются
RU712	яйца.
RU713	Но
RU714	производство
RU715	яиц
RU716	-
RU717	очень
RU718	энергоёмкая
RU719	задача,
RU720	и
RU721	у
RU722	самок
RU723	не
RU724	остаётся
RU725	сил
RU726	на
RU727	их
RU728	высиживание.
RU729	И
RU730	на
RU731	вахту
RU732	заступают
RU733	самцы.
RU734	Температура
RU735	воздуха
RU736	минус
RU737	20,
RU738	поэтому
RU739	яйцо
RU740	нужно
RU741	передать
RU742	быстро,
RU743	иначе
RU744	оно
RU745	замёрзнет.
RU746	скал
RU747	здесь
RU748	нет,
RU749	поэтому
RU750	самец
RU751	кладёт
RU752	яйцо
RU753	под
RU754	специальную
RU755	складку
RU756	кожи
RU757	на
RU758	брюшке,
RU759	где
RU760	оно
RU761	надёжно
RU762	защищено.
RU763	Этот
RU764	процесс
RU765	требует
RU766	слаженных
RU767	действий
RU768	обоих
RU769	родителей.
RU770	Ослабевшие
RU771	голодные
RU772	самки
RU773	возвращаются
RU774	в
RU775	океан,
RU776	повторяя
RU777	эпическое
RU778	путешествие,
RU779	которое
RU780	всего
RU781	месяц
RU782	назад
RU783	они
RU784	совершили
RU785	вместе
RU786	с
RU787	самцами.
RU788	солнце
RU789	почти
RU790	не
RU791	поднимается
RU792	над
RU793	горизонтом.
RU794	Дни
RU795	становятся
RU796	короче,
RU797	и
RU798	тепло
RU799	окончательно
RU800	уходит
RU801	с
RU802	континента.
RU803	После
RU804	ухода
RU805	самок
RU806	в
RU807	колонии
RU808	происходят
RU809	странные
RU810	перемены.
RU811	самцы
RU812	сбиваются
RU813	в
RU814	группы,
RU815	но,
RU816	по-прежнему,
RU817	держат
RU818	яйца
RU819	на
RU820	ногах.
RU821	Они
RU822	прижимаются
RU823	друг
RU824	к
RU825	другу
RU826	как
RU827	можно
RU828	плотнее,
RU829	чтобы
RU830	согреться.
RU831	При
RU832	ускоренном
RU833	воспроизведении
RU834	видно,
RU835	стая
RU836	в
RU837	постоянном
RU838	движении,
RU839	пингвины
RU840	по
RU841	очереди
RU842	продвигаются
RU843	в
RU844	середину
RU845	группы,
RU846	туда,
RU847	где
RU848	теплее.
RU849	В
RU850	такой
RU851	давке
RU852	птицы
RU853	на
RU854	редкость
RU855	доброжелательны,
RU856	и
RU857	не
RU858	зря,
RU859	если
RU860	возникнет
RU861	хоть
RU862	малейшая
RU863	брешь,
RU864	драгоценное
RU865	тепло
RU866	улетучится.
RU867	самцам
RU868	нужно
RU869	собираться
RU870	в
RU871	кучи
RU872	как
RU873	можно
RU874	быстрее
RU875	и
RU876	действовать
RU877	как
RU878	один,
RU879	ведь
RU880	только
RU881	так
RU882	они
RU883	смогут
RU884	противостоять
RU885	стихиям
RU886	и
RU887	защитить
RU888	яйца.
RU889	Но
RU890	главное
RU891	испытание
RU892	ждёт
RU893	их
RU894	впереди.
RU895	Наступает
RU896	зима.
RU897	Метели
RU898	сопровождаются
RU899	резким
RU900	понижением
RU901	температуры.
RU902	столбиктермометра
RU903	показывает
RU904	минус
RU905	60.
RU906	Птицы,
RU907	которые
RU908	стоят
RU909	на
RU910	внешней
RU911	стороне
RU912	группы,
RU913	принимают
RU914	на
RU915	себя
RU916	удары
RU917	ветров
RU918	со
RU919	скоростью
RU920	150
RU921	километров
RU922	в
RU923	час.
RU924	Тем
RU925	самым
RU926	они
RU927	защищаюттех,
RU928	чья
RU929	очередь
RU930	греться
RU931	внутри
RU932	группы.
RU933	самцы
RU934	императорских
RU935	пингвинов
RU936	высиживают
RU937	яйца
RU938	в
RU939	условиях
RU940	самой
RU941	холодной
RU942	и
RU943	тёмной
RU944	зимы
RU945	на
RU946	Земле.
RU947	А
RU948	на
RU949	северном
RU950	полюсе
RU951	планеты
RU952	впервые
RU953	за
RU954	несколько
RU955	месяцев
RU956	над
RU957	горизонтом
RU958	встаёт
RU959	солнце
RU960	и
RU961	освещает
RU962	совсем
RU963	другой
RU964	ледяной
RU965	мир.
RU966	В
RU967	отличие
RU968	от
RU969	материка
RU970	Антарктиды,
RU971	Арктика
RU972	-
RU973	это
RU974	обширный
RU975	ледовитый
RU976	океан,
RU977	окружённый
RU978	сушей.
RU979	Здесь
RU980	зима
RU981	заканчивается,
RU982	но
RU983	эта
RU984	унылая
RU985	пустыня
RU986	остаётся
RU987	во
RU988	власти
RU989	льдов.
RU990	Крупные
RU991	утки,
RU992	гаги,
RU993	нарушают
RU994	тишину.
RU995	Они
RU996	не
RU997	улетают
RU998	на
RU999	юг,
RU1000	как
RU1001	другие
RU1002	птицы,
RU1003	а
RU1004	всю
RU1005	долгую
RU1006	северную
RU1007	зиму
RU1008	проводят
RU1009	здесь.
RU1010	Над
RU1011	снежной
RU1012	пустыней
RU1013	проносятся
RU1014	стаи
RU1015	численностью
RU1016	до
RU1017	40
RU1018	тысяч
RU1019	особей.
RU1020	У
RU1021	всех
RU1022	у
RU1023	них
RU1024	одна
RU1025	цель
RU1026	-
RU1027	полынья
RU1028	-
RU1029	незамерзающий
RU1030	участок
RU1031	воды,
RU1032	в
RU1033	котором
RU1034	можно
RU1035	плавать
RU1036	всю
RU1037	зиму,
RU1038	благодаря
RU1039	океаническим
RU1040	течениям.
RU1041	Такой
RU1042	необычный
RU1043	пруд
RU1044	ночью
RU1045	даёт
RU1046	уткам
RU1047	убежище,
RU1048	а
RU1049	на
RU1050	рассвете
RU1051	-
RU1052	редкий
RU1053	шанс
RU1054	покормиться.
RU1055	Почему
RU1056	редкий?
RU1057	сейчас
RU1058	поймёте.
RU1059	Глубина
RU1060	здесь
RU1061	10
RU1062	метров,
RU1063	морское
RU1064	дно
RU1065	покрыто
RU1066	густым
RU1067	ковром
RU1068	раковин
RU1069	мидий,
RU1070	до
RU1071	них
RU1072	можно
RU1073	добраться
RU1074	только
RU1075	тогда,
RU1076	когда
RU1077	течение
RU1078	ненадолго
RU1079	ослабевает.
RU1080	Ведь
RU1081	здесь
RU1082	идёт
RU1083	приливноотливное
RU1084	течение,
RU1085	то
RU1086	туда,
RU1087	то
RU1088	сюда,
RU1089	и
RU1090	только
RU1091	когда
RU1092	прилив
RU1093	сменяется
RU1094	отливом,
RU1095	они
RU1096	успевают
RU1097	достать
RU1098	мидии
RU1099	со
RU1100	дна.
RU1101	Времени
RU1102	очень
RU1103	мало,
RU1104	и
RU1105	кактолько
RU1106	течение
RU1107	начинает
RU1108	набирать
RU1109	силу,
RU1110	приходится
RU1111	всплывать,
RU1112	иначе
RU1113	унесёт
RU1114	под
RU1115	лёд.
RU1116	Такие
RU1117	незамерзающие
RU1118	полыньи
RU1119	предоставляют
RU1120	гагам
RU1121	пищу
RU1122	в
RU1123	течение
RU1124	всей
RU1125	зимы.
RU1126	Кормящиеся
RU1127	птицы
RU1128	привлекают
RU1129	других
RU1130	животных.
RU1131	И,
RU1132	конечно,
RU1133	хищника,
RU1134	песца.
RU1135	В
RU1136	Арктике
RU1137	любая
RU1138	брешь
RU1139	в
RU1140	ледяном
RU1141	щите
RU1142	может
RU1143	стать
RU1144	единственным
RU1145	шансом
RU1146	на
RU1147	выживание.
RU1148	Могучие
RU1149	овцебыки
RU1150	не
RU1151	полагаются
RU1152	на
RU1153	судьбу,
RU1154	эти
RU1155	гиганты
RU1156	обладают
RU1157	сокрушительной
RU1158	силой,
RU1159	они
RU1160	пробивают
RU1161	ледяную
RU1162	корку
RU1163	и
RU1164	поедают
RU1165	скудную
RU1166	растительность.
RU1167	Кормящиеся
RU1168	овцебыки
RU1169	создают
RU1170	возможности
RU1171	для
RU1172	других
RU1173	зимовщиков.
RU1174	Тундряные
RU1175	куропатки
RU1176	-
RU1177	странная
RU1178	компания
RU1179	для
RU1180	овцебыков.
RU1181	Но
RU1182	их
RU1183	свита
RU1184	становится
RU1185	с
RU1186	каждым
RU1187	днём
RU1188	всё
RU1189	больше.
RU1190	сюда
RU1191	же
RU1192	присоединяется
RU1193	и
RU1194	заяц-беляк.
RU1195	Там,
RU1196	где
RU1197	рылись
RU1198	овцебыки,
RU1199	легче
RU1200	найти
RU1201	пищу.
RU1202	Но
RU1203	такое
RU1204	необычное
RU1205	сборище
RU1206	вегетарианцев
RU1207	не
RU1208	остаётся
RU1209	незамеченным.
RU1210	Песец
RU1211	подкрадывается.
RU1212	У
RU1213	овцебыков
RU1214	появилось
RU1215	потомство,
RU1216	для
RU1217	песца
RU1218	это
RU1219	-
RU1220	шанс
RU1221	полакомиться
RU1222	падалью.
RU1223	Но
RU1224	с
RU1225	разъярённой
RU1226	мамашей
RU1227	весом
RU1228	в
RU1229	полтонны
RU1230	шутки
RU1231	плохи.
RU1232	Детёныши
RU1233	рождаются
RU1234	задолго
RU1235	до
RU1236	весенней
RU1237	оттепели,
RU1238	это
RU1239	даёт
RU1240	им
RU1241	преимущество,
RU1242	и
RU1243	когда
RU1244	наступает
RU1245	лето,
RU1246	они
RU1247	уже
RU1248	весело
RU1249	бегают.
RU1250	Он
RU1251	должен
RU1252	привыкнуть
RU1253	к
RU1254	своему
RU1255	новому
RU1256	ледяному
RU1257	миру,
RU1258	то
RU1259	милостивому,
RU1260	то
RU1261	смертельно
RU1262	опасному.
RU1263	Даже
RU1264	весной
RU1265	ледяной
RU1266	ветер
RU1267	может
RU1268	пронизывать
RU1269	до
RU1270	костей.
RU1271	Телёнок
RU1272	должен
RU1273	держаться
RU1274	рядом
RU1275	с
RU1276	матерью,
RU1277	чтобы
RU1278	не
RU1279	потеряться
RU1280	в
RU1281	неожиданно
RU1282	налетевшей
RU1283	вьюге.
RU1284	А
RU1285	тут
RU1286	ещё
RU1287	полярные
RU1288	волки.
RU1289	В
RU1290	этой
RU1291	белой
RU1292	мгле
RU1293	заметить
RU1294	опасность
RU1295	почти
RU1296	невозможно,
RU1297	но
RU1298	овцебыки
RU1299	инстинктивно
RU1300	отходят
RU1301	на
RU1302	возвышенность.
RU1303	Взрослые
RU1304	смыкают
RU1305	оборонительное
RU1306	кольцо
RU1307	вокруг
RU1308	своих
RU1309	детёнышей,
RU1310	образуют
RU1311	баррикаду,
RU1312	пробить
RU1313	которую
RU1314	под
RU1315	силу
RU1316	немногим
RU1317	охотникам.
RU1318	Но
RU1319	сегодня
RU1320	волкам
RU1321	не
RU1322	нужно
RU1323	рисковать.
RU1324	Оказалось,
RU1325	что
RU1326	в
RU1327	панике
RU1328	один
RU1329	детёныш
RU1330	отбился
RU1331	от
RU1332	стада.
RU1333	с
RU1334	каждым
RU1335	днём
RU1336	солнце
RU1337	поднимается
RU1338	над
RU1339	Арктикой
RU1340	всё
RU1341	выше.
RU1342	Наступает
RU1343	весна,
RU1344	а
RU1345	с
RU1346	ней
RU1347	приходит
RU1348	новая
RU1349	жизнь.
RU1350	Медвежата,
RU1351	детёныши
RU1352	белого
RU1353	медведя,
RU1354	вылезают
RU1355	из
RU1356	берлоги,
RU1357	в
RU1358	которой
RU1359	они
RU1360	родились
RU1361	ещё
RU1362	в
RU1363	январе.
RU1364	Их
RU1365	мать
RU1366	разминает
RU1367	лапы
RU1368	после
RU1369	5
RU1370	месяцев
RU1371	зимней
RU1372	спячки,
RU1373	точнее,
RU1374	зимнего
RU1375	сна.
RU1376	Детёнышам
RU1377	всего
RU1378	2-3
RU1379	месяца
RU1380	от
RU1381	роду,
RU1382	и
RU1383	они
RU1384	инстинктивно
RU1385	следуют
RU1386	за
RU1387	матерью.
RU1388	Крутой
RU1389	склон
RU1390	-
RU1391	идеальное
RU1392	место
RU1393	для
RU1394	берлоги,
RU1395	но
RU1396	на
RU1397	нём
RU1398	трудно
RU1399	делать
RU1400	первые
RU1401	шаги.
RU1402	Это
RU1403	может
RU1404	показаться
RU1405	забавой,
RU1406	но
RU1407	это
RU1408	-
RU1409	серьёзная
RU1410	подготовка
RU1411	к
RU1412	предстоящему
RU1413	испытанию,
RU1414	ведь
RU1415	на
RU1416	склонах
RU1417	пищи
RU1418	нет,
RU1419	и
RU1420	семейству
RU1421	придётся
RU1422	совершить
RU1423	переход
RU1424	по
RU1425	замёрзшему
RU1426	морю,
RU1427	пока
RU1428	у
RU1429	матери
RU1430	не
RU1431	кончилось
RU1432	молоко.
RU1433	Через
RU1434	две
RU1435	недели
RU1436	они
RU1437	готовы
RU1438	к
RU1439	переходу.
RU1440	На
RU1441	морских
RU1442	льдах
RU1443	медведица
RU1444	может
RU1445	охотиться
RU1446	на
RU1447	тюленей,
RU1448	но
RU1449	ей
RU1450	понадобится
RU1451	весь
RU1452	её
RU1453	материнский
RU1454	опыт,
RU1455	чтобы
RU1456	защитить
RU1457	медвежат
RU1458	от
RU1459	опасностей
RU1460	ледяного
RU1461	мира.
RU1462	Началось
RU1463	ежегодное
RU1464	таяние
RU1465	снегов
RU1466	и
RU1467	льдов,
RU1468	это
RU1469	-
RU1470	тяжёлое
RU1471	время
RU1472	для
RU1473	медвежьего
RU1474	семейства.
RU1475	Каждый
RU1476	второй
RU1477	детёныш
RU1478	погибает
RU1479	в
RU1480	первом
RU1481	году
RU1482	жизни
RU1483	на
RU1484	льдинах.
RU1485	Влияние
RU1486	солнца
RU1487	усиливается,
RU1488	и
RU1489	сковывающие
RU1490	море
RU1491	льды
RU1492	оживают.
RU1493	Талая
RU1494	вода,
RU1495	текущая
RU1496	с
RU1497	ледников,
RU1498	смешивается
RU1499	с
RU1500	морской
RU1501	и
RU1502	ускоряеттаяние.
RU1503	Лёд
RU1504	на
RU1505	море
RU1506	ломается
RU1507	и
RU1508	под
RU1509	действием
RU1510	ветра
RU1511	и
RU1512	течений
RU1513	приходит
RU1514	в
RU1515	движение.
RU1516	Ледяной
RU1517	покров
RU1518	становится
RU1519	слишком
RU1520	тонким
RU1521	и
RU1522	уже
RU1523	не
RU1524	может
RU1525	выдержать
RU1526	самца
RU1527	белого
RU1528	медведя.
RU1529	Он
RU1530	пытается
RU1531	распределить
RU1532	свой
RU1533	вес,
RU1534	но
RU1535	лёд,
RU1536	который
RU1537	выдерживал
RU1538	его
RU1539	зимой,
RU1540	стремительно
RU1541	тает.
RU1542	В
RU1543	результате
RU1544	глобального
RU1545	потепления,
RU1546	каждый
RU1547	год
RU1548	в
RU1549	Арктике
RU1550	образуется
RU1551	всё
RU1552	меньше
RU1553	льда.
RU1554	Для
RU1555	белых
RU1556	медведей
RU1557	это
RU1558	-
RU1559	катастрофа.
RU1560	Без
RU1561	крепкого
RU1562	ледяного
RU1563	покрова
RU1564	они
RU1565	не
RU1566	смогут
RU1567	охотиться
RU1568	на
RU1569	тюленей,
RU1570	которые
RU1571	нужны
RU1572	им
RU1573	для
RU1574	выживания.
RU1575	Подумайте,
RU1576	какое
RU1577	неопределённое
RU1578	и,
RU1579	может
RU1580	быть,
RU1581	трагическое
RU1582	будущее
RU1583	ждёт
RU1584	этих
RU1585	великолепных
RU1586	животных.
RU1587	Когда
RU1588	лёд
RU1589	сходит,
RU1590	в
RU1591	полярную
RU1592	Арктику
RU1593	возвращаются
RU1594	морские
RU1595	птицы.
RU1596	Малые
RU1597	гагарки
RU1598	или
RU1599	люрики
RU1600	прилетают
RU1601	миллионами.
RU1602	В
RU1603	каком-то
RU1604	смысле
RU1605	их
RU1606	можно
RU1607	назвать
RU1608	экологической
RU1609	формой
RU1610	пингвинов
RU1611	севера.
RU1612	Они
RU1613	откладывают
RU1614	яйца
RU1615	на
RU1616	скалах,
RU1617	да
RU1618	и
RU1619	внешне
RU1620	похожи
RU1621	на
RU1622	пингвинов.
RU1623	Хотя,
RU1624	конечно,
RU1625	отнюдь
RU1626	не
RU1627	родственны
RU1628	им.
RU1629	В
RU1630	отличие
RU1631	от
RU1632	Антарктики,
RU1633	Арктика
RU1634	доступна
RU1635	наземным
RU1636	хищникам,
RU1637	поэтому
RU1638	люрики
RU1639	сохранили
RU1640	способность
RU1641	к
RU1642	полётам,
RU1643	в
RU1644	отличие
RU1645	от
RU1646	пингвинов.
RU1647	Они
RU1648	прячут
RU1649	яйца
RU1650	на
RU1651	каменистых
RU1652	склонах,
RU1653	в
RU1654	нишах
RU1655	между
RU1656	камнями,
RU1657	на
RU1658	глубине
RU1659	до
RU1660	метра.
RU1661	В
RU1662	разгар
RU1663	лета
RU1664	солнце
RU1665	не
RU1666	заходит,
RU1667	оно
RU1668	едва
RU1669	касается
RU1670	горизонта
RU1671	и
RU1672	снова
RU1673	поднимается.
RU1674	Мигрирующие
RU1675	животные
RU1676	спешат
RU1677	в
RU1678	Арктику
RU1679	со
RU1680	всех
RU1681	сторон,
RU1682	они
RU1683	возвращаются
RU1684	чтобы
RU1685	воспользоваться
RU1686	обилием
RU1687	пищи,
RU1688	произвести
RU1689	на
