RU1	ПЛАНЕТА
RU213	делать
RU214	первые
RU215	шаги.
RU216	Медвежата
RU217	голодны,
RU218	они
RU219	спешат
RU220	к
RU221	матери.
RU222	Она
RU223	специально
RU224	задержала
RU225	их
RU226	кормление
RU227	в
RU228	этот
RU229	особенный
RU230	день,
RU231	теперь
RU232	она
RU233	готова
RU234	дать
RU235	им
RU236	молоко
RU237	-
RU238	единственную
RU239	пищу,
RU240	которую
RU241	они
RU242	получали
RU243	в
RU244	ледяной
RU245	берлоге,
RU246	где
RU247	они
RU248	родились
RU249	2
RU250	месяца
RU251	назад
RU252	слепыми
RU253	и
RU254	глухими.
RU255	сама
RU256	медведица
RU257	не
RU258	ела
RU259	уже
RU260	целых
RU261	5
RU262	месяцев
RU263	и
RU264	потеряла
RU265	половину
RU266	своего
RU267	веса.
RU268	Теперь
RU269	она
RU270	перерабатывает
RU271	остатки
RU272	жировых
RU273	запасов
RU274	в
RU275	молоко
RU276	для
RU277	своих
RU278	медвежат.
RU279	Весеннее
RU280	солнце
RU281	не
RU282	только
RU283	приносит
RU284	тепло,
RU285	но
RU286	и
RU287	создаёт
RU288	медведице
RU289	одну
RU290	проблему.
RU291	Оно
RU292	вызываеттаяние
RU293	морских
RU294	льдов,
RU295	а
RU296	ведь
RU297	там
RU298	она
RU299	охотится
RU300	на
RU301	тюленей,
RU302	которые
RU303	нужны
RU304	ей
RU305	для
RU306	кормления
RU307	детёнышей.
RU308	Медведица
RU309	должна
RU310	попасть
RU311	туда,
RU312	пока
RU313	лёд
RU314	не
RU315	начал
RU316	ломаться.
RU317	Но
RU318	пока
RU319	ещё
RU320	температура
RU321	воздуха
RU322	минус
RU323	30,
RU324	и
RU325	медвежатам
RU326	лучше
RU327	укрыться
RU328	в
RU329	берлоге.
RU330	с
RU331	момента
RU332	выхода
RU333	из
RU334	берлоги
RU335	прошло
RU336	6
RU337	дней,
RU338	и
RU339	весна
RU340	стремительно
RU341	наступает.
RU342	Но
RU343	даже
RU344	сейчас
RU345	снежная
RU346	буря
RU347	может
RU348	налететь
RU349	без
RU350	предупреждения.
RU351	В
RU352	этом
RU353	возрасте
RU354	малыши
RU355	могут
RU356	легко
RU357	переохладиться,
RU358	и
RU359	в
RU360	берлоге
RU361	им
RU362	было
RU363	бы
RU364	комфортнее,
RU365	но
RU366	мать
RU367	держит
RU368	их
RU369	на
RU370	улице,
RU371	чтобы
RU372	они
RU373	оставались
RU374	активными.
RU375	Она
RU376	сама
RU377	ослабела
RU378	от
RU379	голода,
RU380	ведь
RU381	на
RU382	ледяных
RU383	склонах
RU384	нет
RU385	пищи.
RU386	На
RU387	море
RU388	лёд
RU389	пока
RU390	ещё
RU391	крепкий,
RU392	но
RU393	это
RU394	ненадолго.
RU395	На
RU396	десятый
RU397	день
RU398	мать
RU399	увела
RU400	их
RU401	на
RU402	полтора
RU403	километра
RU404	от
RU405	берлоги.
RU406	Пришла
RU407	пора
RU408	подвергнуть
RU409	их
RU410	испытанию.
RU411	Они
RU412	вполне
RU413	уверены
RU414	в
RU415	себе,
RU416	хотя
RU417	и
RU418	не
RU419	понимают,
RU420	почему
RU421	мать
RU422	торопит
RU423	их.
RU424	Наконец,
RU425	мать
RU426	решает,
RU427	что
RU428	они
RU429	готовы
RU430	к
RU431	путешествию,
RU432	и
RU433	как
RU434	раз
RU435	вовремя.
RU436	В
RU437	нескольких
RU438	километрах
RU439	от
RU440	берега
RU441	лёд
RU442	уже
RU443	начал
RU444	ломаться.
RU445	Теперь
RU446	медведица
RU447	может
RU448	начать
RU449	охоту
RU450	на
RU451	тюленей,
RU452	но
RU453	она
RU454	ведёт
RU455	своих
RU456	детёнышей
RU457	в
RU458	новый
RU459	и
RU460	опасный
RU461	мир.
RU462	Почти
RU463	половина
RU464	всех
RU465	детёнышей
RU466	погибает
RU467	на
RU468	первом
RU469	году
RU470	жизни
RU471	среди
RU472	льдов.
RU473	Летом
RU474	наступает
RU475	круглосуточный
RU476	полярный
RU477	день,
RU478	льды
RU479	приходят
RU480	в
RU481	движение.
RU482	Южнее,
RU483	в
RU484	арктической
RU485	тундре,
RU486	снег
RU487	почти
RU488	сошёл.
RU489	Крайний
RU490	север
RU491	Канады,
RU492	здесь
RU493	разыгрывается
RU494	одна
RU495	из
RU496	величайших
RU497	драм
RU498	в
RU499	природе.
RU500	Каждый
RU501	год
RU502	три
RU503	миллиона
RU504	северных
RU505	оленей
RU506	карибу
RU507	мигрируют
RU508	из
RU509	лесов
RU510	в
RU511	арктическую
RU512	тундру.
RU513	Масштабы
RU514	огромного
RU515	стада
RU516	можно
RU517	по
RU518	достоинству
RU519	оценить
RU520	лишь
RU521	с
RU522	воздуха.
RU523	В
RU524	поисках
RU525	новых
RU526	пастбищ
RU527	некоторые
RU528	стада
RU529	проходят
RU530	более
RU531	трёхтысяч
RU532	километров
RU533	в
RU534	год.
RU535	Это
RU536	-
RU537	самая
RU538	протяжённая
RU539	миграция
RU540	среди
RU541	всех
RU542	наземных
RU543	животных
RU544	планеты.
RU545	Олени
RU546	идут
RU547	без
RU548	остановок.
RU549	Новорождённые
RU550	оленята
RU551	встают
RU552	на
RU553	ноги
RU554	и
RU555	начинают
RU556	бегать
RU557	уже
RU558	в
RU559	день
RU560	своего
RU561	рождения.
RU562	Но
RU563	эти
RU564	огромные
RU565	стада
RU566	путешествуют
RU567	не
RU568	одни.
RU569	Полярные
RU570	волки.
RU571	стаи
RU572	волков
RU573	по
RU574	8
RU575	-
RU576	10
RU577	особей
RU578	следуют
RU579	за
RU580	оленями
RU581	по
RU582	пятам.
RU583	И
RU584	они
RU585	голодны.
RU586	Их
RU587	интересуют
RU588	новорождённые
RU589	оленята.
RU590	Лобовая
RU591	атака
RU592	-
RU593	лучший
RU594	способ
RU595	посеять
RU596	в
RU597	стаде
RU598	панику.
RU599	стадо
RU600	разбегается,
RU601	теперь
RU602	волкам
RU603	легче
RU604	выбрать
RU605	жертву.
RU606	В
RU607	хаосе
RU608	один
RU609	из
RU610	детёнышей
RU611	отстал
RU612	от
RU613	матери.
RU614	Оленёнок
RU615	мал,
RU616	но
RU617	он
RU618	может
RU619	убежать
RU620	от
RU621	волка,
RU622	если
RU623	только
RU624	не
RU625	споткнётся.
RU626	Пока
RU627	их
RU628	шансы
RU629	ещё
RU630	равны.
RU631	Либо
RU632	оленёнок
RU633	оступится,
RU634	либо
RU635	через
RU636	километр
RU637	волк
RU638	прекратит
RU639	погоню.
RU640	В
RU641	тундре
RU642	середина
RU643	лета
RU644	и
RU645	солнце
RU646	уже
RU647	не
RU648	заходит.
RU649	На
RU650	этих
RU651	широтах
RU652	энергии
RU653	солнечных
RU654	лучей
RU655	недостаточно
RU656	для
RU657	роста
RU658	деревьев.
RU659	Деревья
RU660	начинают
RU661	расти
RU662	только
RU663	в
RU664	восьмистах
RU665	километрах
RU666	к
RU667	югу.
RU668	Эти
RU669	низкорослые
RU670	кустарники
RU671	обозначают
RU672	границу,
RU673	за
RU674	которой
RU675	начинается
RU676	арктический
RU677	лес.
RU678	Тайга.
RU679	Иголки
RU680	хвойных
RU681	деревьев
RU682	практически
RU683	несъедобны,
RU684	поэтому
RU685	здесь
RU686	обитает
RU687	очень
RU688	мало
RU689	животных.
RU690	Здесь
RU691	цариттишина,
RU692	а
RU693	на
RU694	снегу
RU695	нет
RU696	ничьих
RU697	следов.
RU698	Во
RU699	время
RU700	арктической
RU701	зимы
RU702	снег
RU703	покрывает
RU704	землю
RU705	сплошным
RU706	одеялом.
RU707	Но
RU708	наступающая
RU709	с
RU710	юга
RU711	весна
RU712	постепенно
RU713	стягивает
RU714	белый
RU715	покров.
RU716	Таёжный
RU717	лес,
RU718	опоясывающий
RU719	земной
RU720	шар,
RU721	содержиттреть
RU722	всех
RU723	деревьев
RU724	на
RU725	планете,
RU726	и
RU727	производит
RU728	столько
RU729	кислорода,
RU730	что
RU731	меняет
RU732	этим
RU733	состав
RU734	атмосферы.
RU735	По
RU736	мере
RU737	продвижения
RU738	на
RU739	юг,
RU740	влияние
RU741	солнца
RU742	становится
RU743	сильнее,
RU744	и
RU745	на
RU746	широте
RU747	пятидесяти
RU748	градусов
RU749	картина
RU750	кардинально
RU751	меняется.
RU752	Летний
RU753	период
RU754	здесь
RU755	весьма
RU756	продолжителен,
RU757	поэтому
RU758	хвойный
RU759	лес
RU760	сменяется
RU761	широколиственным.
RU762	Широкие
RU763	листья
RU764	гораздо
RU765	легче
RU766	есть
RU767	и
RU768	переваривать,
RU769	поэтому
RU770	здесь
RU771	животные
RU772	могут
RU773	получить
RU774	свою
RU775	долю
RU776	солнечной
RU777	энергии,
RU778	переработанной
RU779	растениями.
RU780	сейчас
RU781	лето,
RU782	и
RU783	в
RU784	этих
RU785	лесах
RU786	кипит
RU787	бурная
RU788	жизнь.
RU789	Но
RU790	хорошие
RU791	времена
RU792	продлятся
RU793	недолго.
RU794	На
RU795	зиму
RU796	широкие
RU797	листья
RU798	приходится
RU799	сбрасывать,
RU800	чтобы
RU801	они
RU802	не
RU803	пострадали
RU804	от
RU805	мороза.
RU806	Без
RU807	листьев
RU808	в
RU809	лесу
RU810	становится
RU811	пусто,
RU812	и
RU813	животным
RU814	нечего
RU815	есть.
RU816	Животные
RU817	вынуждены
RU818	мигрировать,
RU819	впадать
RU820	в
RU821	спячку
RU822	или
RU823	голодать
RU824	несколько
RU825	месяцев.
RU826	Дальневосточный
RU827	леопард
RU828	-
RU829	самая
RU830	редкая
RU831	кошка
RU832	на
RU833	планете.
RU834	В
RU835	лиственных
RU836	лесах
RU837	Дальнего
RU838	востока
RU839	России
RU840	зимой
RU841	охотиться
RU842	очень
RU843	трудно,
RU844	добычи
RU845	мало
RU846	и
RU847	нет
RU848	растительности,
RU849	в
RU850	которой
RU851	можно
RU852	спрятаться.
RU853	Этот
RU854	годовалый
RU855	детёныш
RU856	ещё
RU857	зависит
RU858	от
RU859	матери.
RU860	В
RU861	суровые
RU862	годы
RU863	погибает
RU864	много
RU865	оленей,
RU866	и
RU867	леопарды
RU868	не
RU869	брезгуют
RU870	падалью.
RU871	Африканские
RU872	леопарды
RU873	не
RU874	смогли
RU875	бы
RU876	здесь
RU877	выжить.
RU878	Но
RU879	русских
RU880	леопардов
RU881	защищает
RU882	от
RU883	холода
RU884	густая
RU885	шерсть.
RU886	В
RU887	мире
RU888	осталось
RU889	всего
RU890	40
RU891	дальневосточных
RU892	леопардов,
RU893	их
RU894	становится
RU895	ещё
RU896	меньше.
RU897	Как
RU898	и
RU899	многие
RU900	животные,
RU901	они
RU902	оказались
RU903	на
RU904	грани
RU905	вымирания
RU906	в
RU907	результате
RU908	браконьерства
RU909	и
RU910	уничтожения
RU911	среды
RU912	их
RU913	обитания.
RU914	Дальневосточный
RU915	леопард
RU916	символизирует
RU917	хрупкость
RU918	нашего
RU919	природного
RU920	наследия.
RU921	Будущее
RU922	целого
RU923	вида
RU924	зависит
RU925	от
RU926	выживания
RU927	нескольких
RU928	особей,
RU929	таких,
RU930	как
RU931	эта
RU932	самка.
RU933	Жизнь
RU934	всех
RU935	животных,
RU936	и
RU937	редких,
RU938	и
RU939	обычных,
RU940	в
RU941	конечном
RU942	счёте,
RU943	зависит
RU944	от
RU945	солнца.
RU946	В
RU947	японии
RU948	о
RU949	приходе
RU950	весны
RU951	возвещают
RU952	цветущие
RU953	вишни.
RU954	солнечная
RU955	энергия
RU956	расцвечивает
RU957	ландшафт
RU958	яркими
RU959	красками.
RU960	совершая
RU961	ежегодное
RU962	путешествие
RU963	вокруг
RU964	солнца,
RU965	Земля
RU966	вращается
RU967	вокруг
RU968	своей
RU969	наклонной
RU970	оси,
RU971	этот
RU972	наклон
RU973	и
RU974	вызывает
RU975	смену
RU976	времён
RU977	года.
RU978	Времена
RU979	года
RU980	постоянно
RU981	изменяют
RU982	природу.
RU983	Когда
RU984	на
RU985	севере
RU986	влияние
RU987	солнца
RU988	ослабевает,
RU989	лиственные
RU990	леса
RU991	северной
RU992	Америки
RU993	начинают
RU994	сбрасывать
RU995	листву,
RU996	готовясь
RU997	к
RU998	холодным
RU999	и
RU1000	тёмным
RU1001	зимним
RU1002	месяцам.
RU1003	Одно
RU1004	время
RU1005	года
RU1006	передаёт
RU1007	эстафету
RU1008	другому.
RU1009	Некоторые
RU1010	организмы
RU1011	процветают
RU1012	осенью,
RU1013	но
RU1014	большинство
RU1015	используют
RU1016	это
RU1017	время
RU1018	для
RU1019	подготовки
RU1020	к
RU1021	зиме
RU1022	и
RU1023	к
RU1024	жизни
RU1025	без
RU1026	солнца.
RU1027	Целые
RU1028	популяции
RU1029	некоторых
RU1030	видов
RU1031	вынуждены
RU1032	перемещаться
RU1033	на
RU1034	большие
RU1035	расстояния
RU1036	в
RU1037	поисках
RU1038	пищи
RU1039	и
RU1040	тепла.
RU1041	300
RU1042	тысяч
RU1043	чирков-клоктунов
RU1044	спасаются
RU1045	от
RU1046	сибирской
RU1047	зимы,
RU1048	они
RU1049	мигрируют
RU1050	на
RU1051	юг,
RU1052	в
RU1053	Корею.
RU1054	Поразительно,
RU1055	вся
RU1056	мировая
RU1057	популяция
RU1058	в
RU1059	одной
RU1060	стае.
RU1061	Но
RU1062	на
RU1063	планете
RU1064	есть
RU1065	места,
RU1066	где
RU1067	нет
RU1068	времён
RU1069	года.
RU1070	В
RU1071	тропиках
RU1072	солнечные
RU1073	лучи
RU1074	падают
RU1075	почти
RU1076	под
RU1077	прямым
RU1078	углом,
RU1079	их
RU1080	интенсивность
RU1081	остаётся
RU1082	постоянной
RU1083	круглый
RU1084	год.
RU1085	Именно
RU1086	поэтому
RU1087	джунгли
RU1088	растут
RU1089	так
RU1090	быстро
RU1091	и
RU1092	кормят
RU1093	огромное
RU1094	множество
RU1095	самых
RU1096	разных
RU1097	животных.
RU1098	Этот
RU1099	лес
RU1100	занимает
RU1101	всего
RU1102	3%
RU1103	поверхности
RU1104	Земли,
RU1105	но
RU1106	в
RU1107	нём
RU1108	обитает
RU1109	больше
RU1110	половины
RU1111	всех
RU1112	растений
RU1113	и
RU1114	животных
RU1115	планеты.
RU1116	Особенно
RU1117	много
RU1118	их
RU1119	в
RU1120	верхних
RU1121	ярусах
RU1122	леса.
RU1123	Здесь
RU1124	живут
RU1125	обезьяны,
RU1126	птицы
RU1127	и
RU1128	миллионы
RU1129	видов
RU1130	насекомых,
RU1131	никто
RU1132	даже
RU1133	не
RU1134	пытался
RU1135	их
RU1136	подсчитать.
RU1137	В
RU1138	нижних
RU1139	ярусах
RU1140	характер
RU1141	леса
RU1142	меняется,
RU1143	здесь
RU1144	темно
RU1145	и
RU1146	сыро,
RU1147	и
RU1148	совсем
RU1149	другая
RU1150	флора
RU1151	и
RU1152	фауна.
RU1153	Лишь
RU1154	2%
RU1155	солнечного
RU1156	света
RU1157	достигает
RU1158	земли,
RU1159	но
RU1160	даже
RU1161	здесь
RU1162	обитает
RU1163	невероятное
RU1164	разнообразие
RU1165	видов.
RU1166	На
RU1167	громадном
RU1168	острове
RU1169	Новая
RU1170	гвинея
RU1171	обитает
RU1172	42
RU1173	вида
RU1174	райских
RU1175	птиц.
RU1176	Одна
RU1177	причудливей
RU1178	другой.
RU1179	В
RU1180	этом
RU1181	лесутак
RU1182	много
RU1183	пищи,
RU1184	что
RU1185	насытиться
RU1186	можно
RU1187	очень
RU1188	быстро.
RU1189	Благодаря
RU1190	этому
RU1191	у
RU1192	самца
RU1193	шестипёрой
RU1194	райской
RU1195	птицы
RU1196	паротии
RU1197	остаётся
RU1198	время
RU1199	на
RU1200	другие
RU1201	дела,
RU1202	например,
RU1203	уборку
RU1204	площадки
RU1205	для
RU1206	демонстрации.
RU1207	Всё
RU1208	должно
RU1209	быть
RU1210	безупречно.
RU1211	Воттеперь
RU1212	всё
RU1213	готово.
RU1214	Впечатляет.
RU1215	Только
RU1216	никто
RU1217	не
RU1218	смотрит.
RU1219	самец
RU1220	чудной
RU1221	райской
RU1222	птицы
RU1223	призывает
RU1224	самку.
RU1225	Ему
RU1226	везёт
RU1227	больше.
RU1228	Она
RU1229	появилась.
RU1230	Но
RU1231	что
RU1232	он
RU1233	сделает,
RU1234	чтобы
RU1235	произвести
RU1236	на
RU1237	неё
RU1238	впечатление?
RU1239	Она
RU1240	удаляется
RU1241	для
RU1242	вынесения
RU1243	своего
RU1244	вердикта.
RU1245	Любой
RU1246	опустит
RU1247	руки,
RU1248	когда
RU1249	все
RU1250	старания
RU1251	оказываются
RU1252	напрасными.
RU1253	солнце
RU1254	влияет
RU1255	на
RU1256	всю
RU1257	жизнь,
RU1258	как
RU1259	на
RU1260	суше,
RU1261	так
RU1262	и
RU1263	в
RU1264	океане.
RU1265	самые
RU1266	богатые
RU1267	воды
RU1268	там,
RU1269	где
RU1270	волны
RU1271	и
RU1272	течения
RU1273	выносят
RU1274	питательные
RU1275	вещества
RU1276	на
RU1277	мелководье,
RU1278	хорошо
RU1279	прогреваемое
RU1280	солнцем.
RU1281	Моря,
RU1282	омывающие
RU1283	мыс
RU1284	Доброй
RU1285	надежды
RU1286	в
RU1287	Южной
RU1288	Африке
RU1289	имеют
RU1290	этот
RU1291	волшебный
RU1292	рецепт
RU1293	и
RU1294	кишат
RU1295	живностью.
RU1296	Лето
RU1297	-
RU1298	время
RU1299	изобилия
RU1300	и
RU1301	сезон
RU1302	размножения
RU1303	морских
RU1304	львов
RU1305	и
RU1306	котиков.
RU1307	Атака
RU1308	большой
RU1309	белой
RU1310	акулы
RU1311	длится
RU1312	одно
RU1313	мгновение,
RU1314	при
RU1315	замедлении
RU1316	воспроизведения
RU1317	в
RU1318	40
RU1319	раз
RU1320	можно
RU1321	разглядеть
RU1322	технику
RU1323	и
RU1324	страшную
RU1325	силу
RU1326	огромного
RU1327	хищника.
RU1328	Если
RU1329	эффект
RU1330	неожиданности
RU1331	не
RU1332	срабатывает,
RU1333	начинается
RU1334	погоня.
RU1335	По
RU1336	прямой
RU1337	акула
RU1338	плывёт
RU1339	быстрее,
RU1340	чем
RU1341	тюлень,
RU1342	но
RU1343	она
RU1344	не
RU1345	может
RU1346	поворачивать
RU1347	так
RU1348	же
RU1349	резко,
RU1350	как
RU1351	он.
RU1352	Проворство
RU1353	против
RU1354	силы.
RU1355	Кактолько
RU1356	утюленей
RU1357	закончится
RU1358	сезон
RU1359	размножения,
RU1360	гигантские
RU1361	акулы
RU1362	уплывут.
RU1363	Известно,
RU1364	что
RU1365	большие
RU1366	белые
RU1367	акулы
RU1368	мигрируют
RU1369	за
RU1370	тысячи
RU1371	километров
RU1372	и
RU1373	переплывают
RU1374	океаны
RU1375	ради
RU1376	сезонного
RU1377	изобилия
RU1378	в
RU1379	разных
RU1380	морях.
RU1381	солнце,
RU1382	нагревающее
RU1383	эти
RU1384	тропические
RU1385	воды,
RU1386	формирует
RU1387	климат
RU1388	всего
RU1389	земного
RU1390	шара.
RU1391	Под
RU1392	действием
RU1393	тепла
RU1394	вода
RU1395	испаряется
RU1396	с
RU1397	поверхности
RU1398	океана
RU1399	и
RU1400	превращается
RU1401	в
RU1402	грозовые
RU1403	облака.
RU1404	Ветры,
RU1405	рождённые
RU1406	в
RU1407	море,
RU1408	устремляются
RU1409	на
RU1410	сушу,
RU1411	и
RU1412	проносятся
RU1413	над
RU1414	континентами.
RU1415	Над
RU1416	пустыней
RU1417	сахарой
RU1418	ураганные
RU1419	ветры
RU1420	вызывают
RU1421	сильнейшие
RU1422	песчаные
RU1423	бури
RU1424	и
RU1425	переносят
RU1426	песок
RU1427	на
RU1428	другой
RU1429	край
RU1430	земли,
RU1431	где
RU1432	он
RU1433	оседает
RU1434	даже
RU1435	в
RU1436	Амазонских
RU1437	джунглях.
RU1438	Ветры,
RU1439	дующие
RU1440	над
RU1441	Индийским
RU1442	океаном,
RU1443	собирают
RU1444	влагу
RU1445	и
RU1446	несут
RU1447	её
RU1448	на
RU1449	север,
RU1450	к
RU1451	гималаям.
RU1452	Поднимаясь,
RU1453	воздух
RU1454	охлаждается.
RU1455	Влага,
RU1456	которая
RU1457	в
RU1458	нём
RU1459	содержится,
RU1460	превращается
RU1461	в
RU1462	облака,
RU1463	а
RU1464	затем
RU1465	выпадает
RU1466	в
RU1467	виде
RU1468	живительных
RU1469	муссонных
RU1470	дождей.
RU1471	Под
RU1472	действием
RU1473	солнца
RU1474	воздушные
RU1475	течения
RU1476	переносят
RU1477	влажный
RU1478	воздух
RU1479	на
RU1480	континент.
RU1481	Без
RU1482	воды
RU1483	не
RU1484	может
RU1485	быть
RU1486	жизни,
RU1487	но
RU1488	она
RU1489	распределена
RU1490	по
RU1491	земле
RU1492	крайне
RU1493	неравномерно.
RU1494	Пустыни
RU1495	покрываюттреть
RU1496	земной
RU1497	поверхности,
RU1498	и
RU1499	с
RU1500	каждым
RU1501	годом
RU1502	их
RU1503	площадь
RU1504	увеличивается.
RU1505	Пустыня
RU1506	Калахари
RU1507	в
RU1508	Южной
RU1509	Африке.
RU1510	сейчас
RU1511	сезон
RU1512	засухи,
RU1513	и
RU1514	тысячи
RU1515	мучимых
RU1516	жаждой
RU1517	слонов
RU1518	отправились
RU1519	на
RU1520	поиски
RU1521	воды.
RU1522	Во
RU1523	всей
RU1524	Южной
RU1525	Африке
RU1526	животные
RU1527	отправляются
RU1528	в
RU1529	путь
RU1530	по
RU1531	той
RU1532	же
RU1533	причине.
RU1534	Кафрские
RU1535	буйволы
RU1536	присоединяются
RU1537	к
RU1538	великому
RU1539	походу.
RU1540	Нигде
RU1541	больше
RU1542	в
RU1543	мире
RU1544	не
RU1545	увидишь
RU1546	такое
RU1547	количество
RU1548	животных,
RU1549	идущих
RU1550	с
RU1551	одной
RU1552	целью
RU1553	-
RU1554	найти
RU1555	воду.
RU1556	Все
RU1557	они
RU1558	направляются
RU1559	в
RU1560	болота
RU1561	Окаванго,
RU1562	расположенные
RU1563	в
RU1564	широкой
RU1565	внутренней
RU1566	дельте.
RU1567	сейчас
RU1568	Окаванго
RU1569	пересохла,
RU1570	но
RU1571	вода
RU1572	уже
RU1573	близко.
RU1574	Движение
RU1575	путников
RU1576	затрудняют
RU1577	пыльные
RU1578	бури.
RU1579	самки
RU1580	с
RU1581	детёнышами
RU1582	могут
RU1583	отбиться
RU1584	от
RU1585	стада.
RU1586	Мать
RU1587	со
RU1588	слонёнком
RU1589	пытается
RU1590	укрыться
RU1591	в
RU1592	лесном
RU1593	массиве,
RU1594	до
RU1595	которого
RU1596	осталось
RU1597	несколько
RU1598	километров,
RU1599	им
RU1600	нельзя
RU1601	останавливаться,
RU1602	пока
RU1603	они
RU1604	не
RU1605	дойдуттуда.
RU1606	Основное
RU1607	стадо
RU1608	уже
RU1609	благополучно
RU1610	добралось.
RU1611	Наконец,
RU1612	из
RU1613	облака
RU1614	пыли
RU1615	появляются
RU1616	отставшие
RU1617	слоны.
RU1618	Песок
RU1619	залепил
RU1620	глаза
RU1621	измученному
RU1622	слонёнку.
RU1623	Мать
RU1624	делает
RU1625	всё
RU1626	возможное,
RU1627	чтобы
RU1628	помочь
RU1629	ему.
RU1630	Буря
RU1631	стихает.
RU1632	Но
RU1633	не
RU1634	всем
RU1635	слонам
RU1636	посчастливилось
RU1637	дойти.
RU1638	Один
RU1639	детёныш
RU1640	потерялся.
RU1641	Мучимый
RU1642	жаждой
RU1643	и
RU1644	обессиленный,
RU1645	он
RU1646	идёт
RU1647	по
RU1648	следам
RU1649	своей
RU1650	матери,
RU1651	но,
RU1652	к
RU1653	несчастью,
RU1654	в
RU1655	противоположном
RU1656	направлении.
RU1657	В
RU1658	разгар
RU1659	засухи
RU1660	в
RU1661	Калахари
RU1662	в
RU1663	дельту
RU1664	Окаванго
RU1665	прибывает
RU1666	вода.
RU1667	Она
RU1668	выпала
RU1669	дождем
RU1670	в
RU1671	горах
RU1672	Анголы,
RU1673	в
RU1674	полутора
RU1675	тысячах
RU1676	километрах
RU1677	отсюда,
RU1678	и
RU1679	добиралась
RU1680	сюда
RU1681	почти
RU1682	5
RU1683	месяцев.
RU1684	Воды
RU1685	вымывает
RU1686	из
RU1687	трещин
RU1688	в
RU1689	почве
RU1690	насекомых,
RU1691	которыхтут
RU1692	же
RU1693	склёвывают
RU1694	проворные
RU1695	ржанки.
RU1696	Рыбы
RU1697	зубатки
RU1698	приплывают
RU1699	вместе
RU1700	с
RU1701	потоком
RU1702	воды,
RU1703	они
RU1704	собирают
RU1705	насекомых,
RU1706	которых
RU1707	пропустили
RU1708	птицы.
RU1709	Первыми
RU1710	прилетают
RU1711	многочисленные
